relative_path,rule_id,occurrences,source_sha256,public_sha256,semantic_scope
CHECKER_HANDOFF_U01_U08.md,PRIVATE_INTERLANGUAGE_ROOT,2,3B8155E63855D6F565BCFD9FD7E5F210A7263CC33778509E09D8C4FEAD2D8CD2,F7685CD209DE8646D65765C8ED3B22C5E5B35955D5EB0598675FF49927947AF5,private path/operator token only; mathematical text unchanged
SOURCE_CUSTODY.md,PRIVATE_INTERLANGUAGE_ROOT,1,D9C7E3F21071F06BC987DF52F12DDCFBB2BB1622F1DAFEEE0E30745556635B7F,202309EDDDD83478413777EC8296FCE1A2D0A7E384AF6EA40EA31D5433160D7A,private path/operator token only; mathematical text unchanged
STATUS.md,PRIVATE_INTERLANGUAGE_ROOT,1,9A38AAFFC4619918956EFA37A72BDAA22307B08C652C8B222779DFB8557EA954,BD6E3049761DDEC23CE645C87833998B296D6AC712BCEDD8B245C107C71004A9,private path/operator token only; mathematical text unchanged
reproducibility/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,OPERATOR_NAME,3,B2D87D6880252915EDD42B29E1F4B608CE5DE53F66109964F5804A6E46A11DC1,E800CEA5E6D7C0886317BDD054D7C995C2ECDB9B171926C6221B31AB556F4A8F,private path/operator token only; mathematical text unchanged
reproducibility/difficulty/DIFFICULTY_LEDGER.jsonl,OPERATOR_NAME,15,441A403E59ECC44C9560EDC9A4A714C568199D7BF2D66832BB9ABB4CF4DA870A,8436E8650D9E4B82D7455E59ADBAC96A19C116B6B262639BC9A21723C88385A4,private path/operator token only; mathematical text unchanged
reproducibility/difficulty/append_candidates/NOE-P07-KO-HARD-014.json,OPERATOR_NAME,2,32AD77D6950F2DF478F065D1AFB6BDB6BF123F74E993A77B005FBBBCD20B93AF,B34EE457FD6712F62FE603D9F52F034CAED253A4685CF8D6343100AF923FBD05,private path/operator token only; mathematical text unchanged
reproducibility/difficulty/initialize_difficulty_ledger.mjs,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,1,F01AB65286331CF541C1D0DC0FD102BCB8B3ED0772FA05CB77F171AA7B19E11E,8A2FF828D5C69E08B014EF7FB719F74FC6D295EC077DC2233DC266471658F5C1,private path/operator token only; mathematical text unchanged
reproducibility/structural/STRUCTURAL_INDEX.csv,PRIVATE_INTERLANGUAGE_ROOT,59,94F6CE2C1EDD2641EA9DBC47CBCD833DA37C313633BA00396431C2F9612DF5FF,DB291FD0D5CE74136FC3AF92224F4A8F7B48312A00100D69DC63F105AC4D6ECD,private path/operator token only; mathematical text unchanged
reproducibility/structural/STRUCTURAL_INDEX.jsonl,OPERATOR_NAME,118,B4A20A541AE3EDEA8FC29654D7D5A73EC0396A1C84C974A16F42F841E095FA6D,B4229B629DDADA72F4F958541945B183BF56DA5FA447C7DBDB2D376FA3C8E510,private path/operator token only; mathematical text unchanged
reproducibility/structural/build_structural_index.mjs,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,1,80A60B9138C316CFAFEC6740234D96C73294673F04B7142E09ACC9D61103C6B9,DB0BDDB8107901A639EA78E91A257105F2CFA67240E998C402B2258BBCE7B561,private path/operator token only; mathematical text unchanged
targets/Noether_P07_Korean_U01_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,96327E3C4C558450D56D62F2433EACFD8CD4ACFBBB8F648506BE939B01105507,BFA6F544CDBAC0F67F92E6EF883ADB76323BDEE1EAFD05007D7D8CB0CE2BE213,private path/operator token only; mathematical text unchanged
targets/Noether_P07_Korean_U02_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,813E2586E4FE975C51E21C74F8399CEEEA60139A9FDD833FF2C44888A6649177,93481E82A7FF5A3122301363660DCE25097F2F1471DD7898E584812A73F89EE7,private path/operator token only; mathematical text unchanged
targets/Noether_P07_Korean_U03_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,7E12CEC2A1FB8A73AD5D9ADBD025B7B142B575FA064FC5671ED24E3C43F994A5,DFFFABB21FEF6A69B7FE487AF913C5613DB492A9065F53A26933A1416C547941,private path/operator token only; mathematical text unchanged
targets/Noether_P07_Korean_U04_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,5387865AFD79A4C0B46930896944B0F8AD425715A177274EF51EA160CD2DC377,518CBAE6CEEEA53E060787DDF9404118936CFFCF007BBA443A38CAF057706E31,private path/operator token only; mathematical text unchanged
