archive_path,source_basename,bytes,sha256,width_px,height_px,color_mode,embedded_dpi_x,embedded_dpi_y,modified_utc,category,public_disposition,parent_pdf_index_0based,parent_pdf_page_1based,printed_page,expose,linked_tex_object,linked_audit_entry,generator_script_basename,generator_source_sha256,generator_timestamp,generator_tool_class,generator_candidate_count,bbox_coordinate_system,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_dpi,processing_profile,description,session_read_count,first_read_timestamp,last_read_timestamp,replay_disposition,qa_disposition,parent_scan_sha256
images/targeted_ultradetail/zoom381_eca.png,zoom381_eca.png,29745,6FD11E0830878C9AB108A3AB600965A5F88C8935C7DB3E408484BB2CE53A4C2C,10245,1974,L,,,2026-07-24T03:10:41.714282+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,381,382,368,VI,sga6_fr_workpass.tex,1133,zoom381eca.py,4527F94C09772AAA88AC70228574A950E873AA1ED370D651533B27000F84A435,2026-07-24T03:10:34.311Z,Write,1,fraction_of_parent_page,0.8,0.752,0.985,0.775,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"suspect ""ECA"" on line 1 of band d (far right) + ""III 2.3.1"" line 2 left",1,2026-07-24T03:10:46.945Z,2026-07-24T03:10:46.945Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom381_ega_calib.png,zoom381_ega_calib.png,46814,375F40ADB78B18211D4C9D67ECA7856F6B7A9A18ED3111C66E5DCF0072E073B1,21043,1630,L,,,2026-07-24T03:10:42.610897+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,381,382,368,VI,sga6_fr_workpass.tex,1133,zoom381eca.py,4527F94C09772AAA88AC70228574A950E873AA1ED370D651533B27000F84A435,2026-07-24T03:10:34.311Z,Write,1,fraction_of_parent_page,0.28,0.653,0.66,0.672,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"calibration: known ""EGA III 7.9.10"" in proof (band c)",1,2026-07-24T03:10:47.986Z,2026-07-24T03:10:47.986Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom382_casou.png,zoom382_casou.png,78701,EA56B809C3A05503FA4E75DFD45DDCEBD82BCF1B2561968EE94C5E3DA1BEDA2F,27688,2060,L,,,2026-07-24T03:17:46.060932+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,382,383,369,VI,sga6_fr_workpass.tex,1134,zoom382.py,789800A35960487A23B2C520CD297DE19D67A1AE382C61E70B1EED531A8D45CA,2026-07-24T03:17:06.398Z,Write,1,fraction_of_parent_page,0.28,0.196,0.78,0.22,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""cas ou S est noethérien"" -- accent grave on ""ou""? (line 5 band a)",1,2026-07-24T03:17:52.064Z,2026-07-24T03:17:52.064Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom382_noeth.png,zoom382_noeth.png,44034,4199A57384449FC7DAF1EAF797D12AD93218F72D34AC0EEC8CF300B432E61C3B,14398,1974,L,,,2026-07-24T03:17:44.611018+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,382,383,369,VI,sga6_fr_workpass.tex,1134,zoom382.py,789800A35960487A23B2C520CD297DE19D67A1AE382C61E70B1EED531A8D45CA,2026-07-24T03:17:06.398Z,Write,1,fraction_of_parent_page,0.46,0.107,0.72,0.13,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""noethériennnes ; le"" -- count the n's (line 2 band a)",1,2026-07-24T03:17:50.558Z,2026-07-24T03:17:50.558Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom387_lamt.png,zoom387_lamt.png,73487,EEEE822C425CAF743A6D978E9F25C765641A9F93807DDF99B5B7EF2EDD9C91CE,21597,2402,L,,,2026-07-24T03:51:06.916528+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,387,388,374,VI,sga6_fr_workpass.tex,1139,zoom387.py,B76C15ACF8A0D4727D4DCCF7ACC11C03A3AFC4AE2E72E92CCD991C65EDEFEADF,2026-07-24T03:50:57.995Z,Write,1,fraction_of_parent_page,0.03,0.68,0.42,0.708,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""lambda_t(-xi) = 1/1+xi t"" -- parens around 1+xi t? (band c line ~0.69)",1,2026-07-24T03:51:11.558Z,2026-07-24T03:51:11.558Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom393_hdrK.png,zoom393_hdrK.png,37847,CE46B29E462708A1DC52327C253D59F0B5D5F545093FE1F93B171690C7D0DFCB,13291,2059,L,,,2026-07-24T04:31:37.500918+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,393,394,380,VI,sga6_fr_workpass.tex,1145,zoom393.py,979AD8467B3D6922613C15E2876BBEAD0B354B60B1183DB7663F13EF68EF33D3,2026-07-24T04:31:27.573Z,Write,1,fraction_of_parent_page,0.1,0.288,0.34,0.312,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"header ""du K'"" (known K', matches title ""cas des complexes parfaits"")",1,2026-07-24T04:31:46.048Z,2026-07-24T04:31:46.048Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom393_thmK.png,zoom393_thmK.png,50268,68E4EFEFB39ED0EE8071082B98B5D34BE64A4346A221AA60A635B434C97B3B4A,14952,2402,L,,,2026-07-24T04:31:38.427191+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,393,394,380,VI,sga6_fr_workpass.tex,1145,zoom393.py,979AD8467B3D6922613C15E2876BBEAD0B354B60B1183DB7663F13EF68EF33D3,2026-07-24T04:31:27.573Z,Write,1,fraction_of_parent_page,0.03,0.652,0.3,0.68,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Theoreme 2.1 ""dans K'(X)"" + ""K'(S)-algebre"" -- calibrate the K-mark",1,2026-07-24T04:31:47.109Z,2026-07-24T04:31:47.109Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom393b_hdr.png,zoom393b_hdr.png,39401,3A703478392DFDA488F2CEEFAF298E5A907F90F4EAF36B9B5C4D1F096E9DB130,17228,1678,L,,,2026-07-24T04:32:43.894322+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,393,394,380,VI,sga6_fr_workpass.tex,1145,zoom393b.py,E6E10F62C7704F083860ECBC25D10D42F9028F39607572928120AAFC3751E6C1,2026-07-24T04:32:33.147Z,Write,1,fraction_of_parent_page,0.05,0.268,0.4,0.29,8000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"header ""2. Calcul du K'"" (known K')",1,2026-07-24T04:32:53.544Z,2026-07-24T04:32:53.544Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom393b_thm.png,zoom393b_thm.png,45361,5EE1600897E488F31A2B2EF81BF260AB9A4E9F4F1778369BE6C8B94A252572DE,19198,1831,L,,,2026-07-24T04:32:44.795364+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,393,394,380,VI,sga6_fr_workpass.tex,1145,zoom393b.py,E6E10F62C7704F083860ECBC25D10D42F9028F39607572928120AAFC3751E6C1,2026-07-24T04:32:33.147Z,Write,1,fraction_of_parent_page,0.03,0.468,0.42,0.492,8000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Theoreme ""dans K'(X) du complexe""",1,2026-07-24T04:32:54.481Z,2026-07-24T04:32:54.481Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom399_calib_de.png,zoom399_calib_de.png,132294,BD11A37C7AEF1B40E88FEA34328A57D95A529BB1DC1B7E212A48486E5842641D,28427,4195,L,,,2026-07-24T05:16:51.450958+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,399,400,386,VI,sga6_fr_workpass.tex,1151,zoom399dequi.py,9077F3D08557C6ACAD4A454F7894A168EB54E4BAA0F755AF6D60A832E7DC1FB1,2026-07-24T05:16:23.827Z,Write,1,fraction_of_parent_page,0.03,0.415,0.45,0.455,11000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"calibration: known ""de"" (de sorte) and ""c"" (Comme / ceau) mid-page",1,2026-07-24T05:17:01.914Z,2026-07-24T05:17:01.914Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
