witness_id,lane,language_scope,witness_class,source_level,url_or_source,root_alias,local_path,sha256,license_signal,topic_tags,route_status,explicit_gap,promotion_allowed
MI-ID-PROOF-01,Malay-Indonesian,Indonesian,proof_publication,pdf_text_extracted,https://media.neliti.com/media/publications/246767-aljabar-weyl-contoh-gelanggang-noether-d-a0525230.pdf,CANON,sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\neliti_weyl_algebra_noether_prime_ring.pdf,BBC6D32ACEC9BE1F0CDB72B02BF16B0AC52DD87C4BD6BA1ECDDABCCEDB26140D,not_established_in_local_capture,ring;Noether;prime;ideal;polynomial;proof,source_canon_witness_not_translation_authority,no_tex_or_source_archive_in_local_capture,false
MI-ID-PROOF-02,Malay-Indonesian,Indonesian,proof_textbook,pdf_text_extracted,https://repositori.uin-alauddin.ac.id/23785/2/Struktur%20Aljabar%20-%20Teori%20Ring.pdf,CANON,sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\uin_alauddin_struktur_aljabar_teori_ring.pdf,A827A870E62C7EBB5EA1CEDA21FB36581E8252ECB6EAD205F17C6D8E07A5CC31,not_established_in_local_capture,ring;ideal;homomorphism;polynomial;proof,source_canon_witness_not_translation_authority,no_tex_or_source_archive_in_local_capture,false
MI-ID-PROOF-03,Malay-Indonesian,Indonesian,proof_publication,pdf_text_extracted,https://journal.um-surabaya.ac.id/matematika/article/download/2319/2127/8538,CANON,sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\um_surabaya_pid_ufd_noetherian_ring.pdf,9ACB315B58FFFF952A1F409CA7AE4CDC4EEE395CD665AC682F2628E541F08541,not_established_in_local_capture,Noetherian;PID;UFD;ideal;ring;proof,source_canon_witness_not_translation_authority,no_tex_or_source_archive_in_local_capture,false
MI-ID-PROOF-04,Malay-Indonesian,Indonesian,proof_publication,pdf_text_extracted,https://journal.unhas.ac.id/index.php/jmsk/article/download/3431/1967/6825,CANON,sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\unhas_prime_maximal_ideals_polynomial_rings.pdf,18CFDBE1D8CAD27EDA19A6DAB1E9D258EF4F7874407D3746A8CBD6BFBBDEF16A,not_established_in_local_capture,prime_ideal;maximal_ideal;polynomial;ring;proof,source_canon_witness_not_translation_authority,no_tex_or_source_archive_in_local_capture,false
MI-ID-PROOF-05,Malay-Indonesian,Indonesian,proof_publication,pdf_text_extracted,https://journal.walisongo.ac.id/index.php/square/article/download/17610/5821,CANON,sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\walisongo_artin_ring_ideal_homomorphism_factor_ring.pdf,04D26A349D7DDCEFBC4CF83F9D8B10E5A79BDFA68A023ADE6AA6CE26A05046E9,not_established_in_local_capture,Artin;ring;ideal;homomorphism;factor_ring;proof,source_canon_witness_not_translation_authority,no_tex_or_source_archive_in_local_capture,false
MI-ID-SPEC-01,Malay-Indonesian,Indonesian,specialist_article,pdf_text_extracted,https://jurnal.unipasby.ac.id/buana_matematika/article/download/10284/6250,CANON,sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_unipasby_gelanggang_s_prima_penuh_2025.pdf,B6D2CCBA134E19715D6B8907F2DC48FE562BF3580E737C0039A03CE1F5009788,explicit_local_text_CC-BY-SA,ring;ideal;prime;subring;proof,source_canon_witness_not_translation_authority,no_tex_or_source_archive_in_local_capture,false
MI-ID-SPEC-02,Malay-Indonesian,Indonesian,specialist_article,pdf_text_extracted,https://ejournal.unpatti.ac.id/ppr_iteminfo_lnk.php?id=658,CANON,sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_unpatti_ring_prima_semiprima_2013.pdf,24B389157A2440A7464280DC66CDE66D0A43E3B98297003F130AEC99C5F195BD,not_established_in_local_capture,ring;prime;semiprime;integral_domain;proof,source_canon_witness_not_translation_authority,no_tex_or_source_archive_in_local_capture,false
MI-ID-SPEC-03,Malay-Indonesian,Indonesian,specialist_article,pdf_text_extracted,https://eigen.unram.ac.id/index.php/semeton/article/download/263/164,CANON,sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_unram_semeton_noetherian_module_2025.pdf,5EAE5820AFA39D1BC042277ED6C271D123746492942C85F4B2832625DF949F70,explicit_local_text_CC-BY-SA,module;Noetherian;submodule;ideal;ring,source_canon_witness_not_translation_authority,no_tex_or_source_archive_in_local_capture,false
MI-ID-GLOS-01,Malay-Indonesian,Indonesian,glossary,glossary_pdf_text_extracted,https://upload.wikimedia.org/wikipedia/commons/b/b6/Glosarium_Matematika_%281993%29.pdf,CANON,sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_glosarium_matematika_1993_wikimedia_mirror.pdf,217BAE2EE8F6256279549B47244BDD69AD6746A690D2807C5730A9CC682741BA,mirror_captured_license_not_asserted,glossary;ring;ideal;module;invariant;covariant;determinant;resultant,comparator_only,official_repository_timed_out_mirror_only_not_proof_prose,false
MI-ID-GLOS-02,Malay-Indonesian,Indonesian,glossary,glossary_pdf_text_extracted,https://upload.wikimedia.org/wikipedia/commons/b/b1/Glosarium_Matematika_%282008%29.pdf,CANON,sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_glosarium_matematika_2008_wikimedia_mirror.pdf,D1407FD49C0AF0F7025F16406B9610430778A4F32F1A77BCE2EFA2A25F699B2A,mirror_captured_license_not_asserted,glossary;ring;ideal;module;invariant;covariant;determinant;resultant,comparator_only,official_repository_timed_out_mirror_only_not_proof_prose,false
