"branch_head","claim","value","evidence_basis"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","mapping","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","translation","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","approval","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","native_review","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","accepted_terminology","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","license_clearance","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","gate_promotion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","source_certification","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","final_status","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","bridge_pilot","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","translation_completion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
