name,length,last_write_time,sha256,manifest_note
NOETHER_R7_COMPLETION_ZENODO_READER_GUARDRAIL_INTEGRATION_20260704.md,4589,2026-07-04T06:18:50,D1A0418598FA47EB9559FD45010B9951D2495CC9812F68AF1168172D88C0DEFB,"checksum snapshot excludes this manifest file"
NOETHER_R7_CURRENT_READER_FIX_PASS_OUTPUT_BOUNDARY_INDEX_20260704.md,4920,2026-07-04T07:14:20,67748E106396F1BF585FCE98C05F1B4E45D68AFBBE2D2B12DA207345E56CDC0A,"checksum snapshot excludes this manifest file"
NOETHER_R7_CURRENT_READER_FIX_PASS_OUTPUT_BOUNDARY_ROWS_20260704.csv,1765,2026-07-04T07:14:20,20F3DEEFA14D58902E2353EABA6E1888A0AD5E62FDB9993735FF22EAFA62A970,"checksum snapshot excludes this manifest file"
NOETHER_R7_MALAY_INDONESIAN_EXPANDED_SUPPORT_SLICES_20260704.md,8505,2026-07-04T06:15:33,149ACA872D15663742AF9917817592770EE8644BCA2B92D5627F3EB4AF991DA3,"checksum snapshot excludes this manifest file"
NOETHER_R7_EXACT_SOURCE_ACQUISITION_AND_ROUTE_QUEUE_20260704.md,5905,2026-07-04T08:24:40,7B09F1CB8725FFD2A76B23D4289D1032F4D1AAC51394B543F839D70CA09B19A9,"checksum snapshot excludes this manifest file"
NOETHER_R7_EXACT_SOURCE_ACQUISITION_AND_ROUTE_QUEUE_ROWS_20260704.csv,4945,2026-07-04T08:24:40,EA84E3242DDC28DE8FDFC81502EA2D6DA874E4057694E01F80C9ADFC002C794F,"checksum snapshot excludes this manifest file"
NOETHER_R7_MALAY_SEA_PACIFIC_DURABLE_RUN_LOG_20260704.md,14258,2026-07-04T08:25:12,7998A26CD3DA8FCBA39FF5A2861B0A07442C289248B1B54ECE1F763810136431,"checksum snapshot excludes this manifest file"
NOETHER_R7_MALAY_SEA_PACIFIC_FULL_COVERAGE_MATRIX_20260704.csv,11284,2026-07-04T06:15:33,B6205CD4A4738B2E0CC8AE5FFBCEF8AA111A3264827202EA52B50E2761842948,"checksum snapshot excludes this manifest file"
NOETHER_R7_MALAY_SEA_PACIFIC_MICROCARD_PACKET_20260704.md,12322,2026-07-04T06:10:00,9BDFB7B31C47A3B5C601602AF25C0B753D9A46AEB5C7E47522379842B372C938,"checksum snapshot excludes this manifest file"
NOETHER_R7_MALAY_SEA_PACIFIC_MICROCARD_ROWS_20260704.csv,4936,2026-07-04T06:10:00,F454FCDD116698CB509B31676138FEF9C11E85E5B690291320E1AD91DBCB5AD2,"checksum snapshot excludes this manifest file"
NOETHER_R7_MALAY_SEA_PACIFIC_NONCANONICAL_SUPPORT_AND_GAP_LEDGER_20260704.md,17049,2026-07-04T05:59:45,D5427AFCBB9A9786689FCBE2B5F53AAF03A172974CB8ACCCE0D39F2A3EEC6C3B,"checksum snapshot excludes this manifest file"
NOETHER_R7_MALAY_SEA_PACIFIC_SUPPORT_AND_GAP_ROWS_20260704.csv,9337,2026-07-04T05:59:45,A3DC6D8E41F99CB4ACA0CB701D7D5B6EFD6F3EC4875E80312E003F6C17CE3650,"checksum snapshot excludes this manifest file"
NOETHER_R7_SOURCE_RETURN_ROUTING_REFRESH_20260704.md,5169,2026-07-04T07:40:07,DEA822B7A2B21BEFD19D69CE17B064281DAEBF229E0CABB760E85DDE110CF752,"checksum snapshot excludes this manifest file"
NOETHER_R7_SOURCE_RETURN_ROUTING_REFRESH_ROWS_20260704.csv,3861,2026-07-04T07:40:07,AA1D3DCBC37F10A482B80A421F919E9195B2269F00194942771AD04F2C9628FA,"checksum snapshot excludes this manifest file"
NOETHER_R7_ZENODO_READER_GUARDRAIL_ROWS_20260704.csv,2240,2026-07-04T06:18:50,6D98CDCCFCF071633A63C7A8664BE22AAB3780A98CC5143ECF5F8DD00D6C1F54,"checksum snapshot excludes this manifest file"
