path,bytes,sha256,role
.gitattributes,40,DDBBAE97E086057E5079141C3F10D0F5D26A4EE80CEA2D4A57FA64D435033061,artifact
evidence/SOURCE_NOTES.md,65743,D0109BF0B1BE3BBE8DC49F8EA742E99A8E1F11FBE848714E8EDD95A3E295ECEE,documentation
PUBLICATION_READINESS.md,1248,69B6042DE7B75297AD6FF72DD374F70CCB59FD85438334C9C31A7C33B2128CC2,documentation
reader/Serre_FAC_French_Partial_Working_Transcription_20260731.pdf,583271,21D3923FAE6CAF108CA9EDF3429F8868C42D2F0DC71067444C2395643146B41B,reader
README.md,1895,71C380A00F022775BA3EC63666073CBC00A1944A6BE063A8E95BE637B7C65DE8,documentation
release/02_Serre_FAC_French_Partial_Source_and_Visual_Evidence_20260731.zip,1193953,78AEB1CC4DFCD1B59B3C6F3BC742DF1416CE0F73C4CD6E92E470355EABA9E9A5,artifact_zip
release/03_Serre_GAGA_French_FirstPass_TeX_Custody_20260731.zip,47365,B0D94F4B0DB91CEB3093BB4CAFF47F6F265D468709A703ACBD6EBE65B98B8B6E,artifact_zip
RIGHTS_AND_PROVENANCE.md,1544,301BB9EAE2B3CC3308350CE417452EBD4D3CC441EAC45E51FAD91993C9B4C077,documentation
source/fac.tex,4239,130EB9C7EA835AAE53CD4A730650539376D7D17EF499F0FA5FC03D109ABAFFA9,editable_source
source/fac_body.tex,279820,66E3A1B8B878A165C83D1C068A653E90A99DD0D4DBFD85AB6C82CA1028510491,editable_source
visual-evidence/images/fac_idx1_300dpi_c0.0-0.42.png,363984,27653DC3EF5C6B70EDA45336E5626270C6AB6436A8966F289C9DC9ABE62A8540,source_visual_witness
visual-evidence/images/fac_idx1_900dpi_c0.045-0.1.png,72787,4B19952B3C0C671DBBBD1F192FCC45B674705A9C8A6D6455D946A676A009D168,source_visual_witness
visual-evidence/images/fac_idx3_600dpi_c0.05-0.32.png,85310,A4CC49638E32EAB7BAEA80CD5B47DC1B740C3909FB1DF950CFA04D4B3AF2C10F,source_visual_witness
visual-evidence/images/fac_idx3_600dpi_c0.6-0.85.png,124363,78F4776092FD23C92B51C5BD00C0C600D2C05499A7AD1671340337A02BC1B491,source_visual_witness
visual-evidence/README.md,845,71FCC54F042A174DCFD4D6491FEEF71D7F03D771FDDBCAD30159799BE7536F36,documentation
visual-evidence/VISUAL_EVIDENCE_INDEX.csv,2198,05DF3F153F2D9441F3D278A64EEFC7DB7E9FC0429B93DCBEE7B92EE9E92805C8,machine_ledger
