"path","exists","expected_bytes","actual_bytes","expected_sha256","actual_sha256","status"
"B3_PACKAGE_ROUTE_SUMMARY_45250D8F.csv","True","619","619","25F622EB7499A760F06F1C58FB7091B47E81FD87B52FBC86567440EE9CB3102B","25F622EB7499A760F06F1C58FB7091B47E81FD87B52FBC86567440EE9CB3102B","ok"
"BRANCH_CHANGED_PATH_CATEGORY_ROWS_45250D8F.csv","True","13756","13756","A4C190799B16E763F4FFE6EB8F3E5A0F15665092F386E29FBDBD91CD74532728","A4C190799B16E763F4FFE6EB8F3E5A0F15665092F386E29FBDBD91CD74532728","ok"
"BRANCH_CHANGED_PATH_CATEGORY_SUMMARY_45250D8F.csv","True","137","137","003EF90BFA6717184625FA7EBCF2932BDEBF8E98602DEA076D2419382F893839","003EF90BFA6717184625FA7EBCF2932BDEBF8E98602DEA076D2419382F893839","ok"
"BRANCH_COMPARE_COMMITS_86D260CD_TO_45250D8F.csv","True","499","499","851A3E988EB7856A87B525764CFCE5E9A588660CDBC735F4D6806E42278AE186","851A3E988EB7856A87B525764CFCE5E9A588660CDBC735F4D6806E42278AE186","ok"
"BRANCH_COMPARE_FILES_86D260CD_TO_45250D8F.csv","True","11637","11637","EC68801AB52ACAC009CD621554B7FD9EDE4600AAE459DECDE639D02742235D0A","EC68801AB52ACAC009CD621554B7FD9EDE4600AAE459DECDE639D02742235D0A","ok"
"CHILD_PACKET_CSV_ROW_COUNTS_45250D8F.csv","True","10376","10376","07EF79F5D357F1214BB6C493D1CF41EADD0992D4CE48B5F68A5742A7AF713CE1","07EF79F5D357F1214BB6C493D1CF41EADD0992D4CE48B5F68A5742A7AF713CE1","ok"
"CHILD_PACKET_INVENTORY_45250D8F.csv","True","1621","1621","FC0463F6382D4C4CC0885119159E2D118300442AD2C427503A0389890F213F7E","FC0463F6382D4C4CC0885119159E2D118300442AD2C427503A0389890F213F7E","ok"
"EIGHT_LANE_SOURCE_GATE_ROUTING_45250D8F.csv","True","1682","1682","8E20F6B153FF713E5EA1B285AC13342495EE544BA667AD5B9AD8ED87CAAE9B9A","8E20F6B153FF713E5EA1B285AC13342495EE544BA667AD5B9AD8ED87CAAE9B9A","ok"
"EXACT_BLOCKER_RECOVERY_ROWS_45250D8F.csv","True","602","602","F085E3061F71E5BD0CCFE506177F4CC47C852960D24B01003C0122E0206E8B57","F085E3061F71E5BD0CCFE506177F4CC47C852960D24B01003C0122E0206E8B57","ok"
"README.md","True","869","869","81F2C90CDF0D8A2779B59610EBC4ED61C7CDC97E1AE91A463A725DF3A3998CBD","81F2C90CDF0D8A2779B59610EBC4ED61C7CDC97E1AE91A463A725DF3A3998CBD","ok"
"SIBLING_B3_HANDOFF_ROWS_45250D8F.csv","True","245","245","98B8253B9AD131B4A3256EFEC3F0F149395265FAB4C4DBD5D6DE354B11BA5AD4","98B8253B9AD131B4A3256EFEC3F0F149395265FAB4C4DBD5D6DE354B11BA5AD4","ok"
"SOURCE_BODY_EVIDENCE_ASSESSMENT_45250D8F.csv","True","818","818","60CCAD0A8CACC3B8059AF5BFFB7E08ED80D6089E1DBB5FEBDBB01AE13F15A4D5","60CCAD0A8CACC3B8059AF5BFFB7E08ED80D6089E1DBB5FEBDBB01AE13F15A4D5","ok"
"SOURCE_USE_GAP_FABLE_ADVERSE_LEDGER_45250D8F.csv","True","452","452","180123B6C7E44E2512D474F79ECFF357EDE880154E87B02AA65813A135E46EB1","180123B6C7E44E2512D474F79ECFF357EDE880154E87B02AA65813A135E46EB1","ok"
"SUMMARY.json","True","1177","1177","234717C7A254F4D264CF71B619487DC24D13A199521F70C54D928FE361EB3B99","234717C7A254F4D264CF71B619487DC24D13A199521F70C54D928FE361EB3B99","ok"
