"root","source_path","dest","bytes","sha256","classification"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\BRANCH_CHANGED_PATHS_4065F6A4_TO_330AB7BD.txt","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/BRANCH_CHANGED_PATHS_4065F6A4_TO_330AB7BD.txt","864636","acd8fdd6faec73b07855bbcd989f367bf2880abad1e601538d2c937d72f7a14c","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\BRANCH_COMMITS_4065F6A4_TO_330AB7BD.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/BRANCH_COMMITS_4065F6A4_TO_330AB7BD.csv","3705","182cfb16e8a620f1e13bdcf08c86b7676ec5cc97a6822b3d6a656842786f21fd","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\BRANCH_VISIBLE_INPUT_COPY_LEDGER.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/BRANCH_VISIBLE_INPUT_COPY_LEDGER.csv","26157","f5e046dd5f52811a1dc88fcae721d457657b14345a1fe114c580c09d2d643142","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\001_anch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_HANDOFF_SENT_19B2AB4B.md","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/001_anch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_HANDOFF_SENT_19B2AB4B.md","1530","aa730af3d1f45ed80e3c967c72522c26c709eb24189f0fd5c0f040b82d744b71","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\002_lity-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_PACKAGE_CSV_ROW_COUNTS_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/002_lity-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_PACKAGE_CSV_ROW_COUNTS_19B2AB4B.csv","6210","cc532264091342d6664b187d9fb40750c5e9fe2f6c42a42fe9339d64759d43e6","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\003_ity-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_PACKAGE_VISIBILITY_ROWS_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/003_ity-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_PACKAGE_VISIBILITY_ROWS_19B2AB4B.csv","710","2bd513f11898225b7ea984198f7afc4e4f664feb2d25d9faa98cb8a1e0100e98","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\004_e-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_COMMITS_761BEC88_TO_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/004_e-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_COMMITS_761BEC88_TO_19B2AB4B.csv","520","2e515f3cfc0b44eebce3469c5f6f72a0ccdc7b5dc3dcf91e95ea304903acf2db","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\005_ute-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_FILES_761BEC88_TO_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/005_ute-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_FILES_761BEC88_TO_19B2AB4B.csv","210734","baaea923e306bdf1d1e92d3a1f9db2fb721dea799700d718b0da789e4b0f4509","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\006_ibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_SUMMARY_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/006_ibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_SUMMARY_19B2AB4B.csv","1166","488db3a84092299f3ef94429b6d56ad872caeaba4278802eb70a8cf26583bb8c","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\007_ty-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_EXACT_BLOCKER_RECOVERY_ROWS_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/007_ty-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_EXACT_BLOCKER_RECOVERY_ROWS_19B2AB4B.csv","833","89c6dceb86db2c854997449c2e5b1a098ee95cbdec1c5387d3cbe19951992e5e","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\008_19b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_MANIFEST.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/008_19b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_MANIFEST.csv","2111","68c1ef3ff935c369baa4a38b3d4528521702a85292c96d67f2ed4cdd61d92bb7","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\009_ibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_PACKET_MANIFEST_REPLAY_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/009_ibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_PACKET_MANIFEST_REPLAY_19B2AB4B.csv","3021","502aaabb516463dbdf770724cc078178be3fd5a256be31473bc72939252aeed7","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\010_re-19b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_README.md","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/010_re-19b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_README.md","809","2b2103cb63f17405028b06decf0018fb81b7a9925a8f0a14620e174fd913098d","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\011_b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_SHA256SUMS.txt","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/011_b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_SHA256SUMS.txt","1971","1473b453e8d37dbadf7f4217b3010ec25b2eb2f54c41ad917036813f1cc70270","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\012_visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_SIBLING_WAKE_LEDGER_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/012_visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_SIBLING_WAKE_LEDGER_19B2AB4B.csv","380","7219724a4673c128f8b94cc27b555949fc079616e8c14e6649f0497955d5aeb1","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\013_60707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_ROWS_19B2AB4B.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/013_60707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_ROWS_19B2AB4B.csv","840","05a465a6c8561c75977699607be13d665b110ea3555e59de9ebf3a27fb5a36ff","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\014_19b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_SUMMARY.json","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/014_19b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_SUMMARY.json","731","53dd52195bbe9e4a75c29033a0a7b244918f4eb12eac12addecdb93c068aa36d","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\015_-confirmation-20260707_NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707_B3_HANDOFF_SENT_4065F6A4.md","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/015_-confirmation-20260707_NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707_B3_HANDOFF_SENT_4065F6A4.md","963","8b6ca92f80080bc38a1ca7a90058f0bfb110b15c42ce3b799d549b73077ad65f","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\016_07_NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707_BRANCH_COMPARE_COMMITS_C033F393_TO_4065F6A4.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/016_07_NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707_BRANCH_COMPARE_COMMITS_C033F393_TO_4065F6A4.csv","166","8dd1fce38536cc718bcbd189d05880dcf2d121251af392b8e187355ee055e892","R3 330AB7BD route-provenance source-use/gap packet"
"R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\017_0707_NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707_BRANCH_COMPARE_FILES_C033F393_TO_4065F6A4.csv","uploader-transfer/r3-330ab7bd-4065-route-provenance-source-use-gap-20260707/R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z/branch-visible-inputs/017_0707_NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707_BRANCH_COMPARE_FILES_C033F393_TO_4065F6A4.csv","4725","0411c8fe5b98e19ad40a7905bac47dcff84ed892bfa7c678166e345debbe3022","R3 330AB7BD route-provenance source-use/gap packet"
