"packet_id","kind","path","exists","manifest_rows","manifest_sha256","sha256sums_sha256","notes","label_boundary"
"B3_POST_2DE72748_R3_330AB7BD_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707","b3_package","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_2DE72748_R3_330AB7BD_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707","True","14","CF11EA1D7339EE4EB460D325ED83B797548E6E6DF4700A22A899A4C3A2066066","35870651B9A97A65D56870DA73B9D2553B9C6C7EE7194C016FEED0685B70753C","roots 1; files 54; manifest_bad 0; sha_bad 0; route/provenance context only","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"ARABIC_RTL_2DE72748_LIVE_HEAD_AFTER_32E14F17_SOURCE_USE_GAP_RECOVERY_20260707","arabic_rtl","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_2DE72748_LIVE_HEAD_AFTER_32E14F17_SOURCE_USE_GAP_RECOVERY_20260707","True","11","8E75A6A218536FBC29E9952C1CD8895B3C9107781FB671B5A120A183A6283A90","6442A12BCA5B828DA0A081386F6BF6D471F8DDDAAAA4E5D1235EE0841166EC27","direct_arabic_signal_paths 0; source_use_gap_changed false; six rows 6","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"CJK_NATIVE_2DE72748_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","cjk_native","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_2DE72748_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","True","23","F9702D0B61240BC0E7FC1E9187449CF59FA70F2D16CA91E8A57FE6F2F3FE89A2","085A4406D4393523D9FE4BB387E2232098F1947B9444EAD92E13D869436583B4","delta paths 28; CJK signal paths 0; no direct codepoint/source evidence change","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"CJK_DRAFT_2DE72748_CJK_ROW_CONTEXT_CONTINUATION_20260707","cjk_draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_2DE72748_CJK_ROW_CONTEXT_CONTINUATION_20260707","True","16","08FC244E016684EFA93F71C6763BECE387CAE2ABB767387D851F20626979021D","4880408B6C491DE59ACEAB1876CE906918CAC0CA4C3E6867CA6305E25AFCAF47","direct JP/zh source-body candidate paths 0; source-gated draft carryforward 19","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"PERSIANATE_TAJIK_2DE72748_CURRENT_HEAD_RECOVERY_20260707","persianate_tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_2DE72748_CURRENT_HEAD_RECOVERY_20260707","True","32","DC3E094388A4C4C4FAC930D006FFC45054FF1CA330DAFBF2A6A1DC31A163BEE2","0A9F5C5B6E24BFC2D3AE969CDBB4E7C887401F7ADF7F1B89753E02E7DFA890BC","fa_IR manual-review 4; prs_AF blockers 4; Tajik discovery rows 12; promoted Tajik rows 0","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"R2_2DE72748_FRONTIER_CORRECTION_SOURCE_RETURN_CONTINUATION_20260707","r2_pan_turkic","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_2DE72748_FRONTIER_CORRECTION_SOURCE_RETURN_CONTINUATION_20260707","True","159","0A3875E616DB55AEE468AD18176F647E47E0A1B601BA528A1FAC640DF10260C5","63C325901CD999905461DE7603B83495356F7872E1D85F70163CAA0254FE6C03","direct source-body delta 0; zero-row blockers 11; source-return continuation rows 23","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"R7_2DE72748_FRONTIER_CORRECTION_AFTER_32E_NONSLAVIC_OLP_ROUTE_20260707","r7_malay_sea_pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_2DE72748_FRONTIER_CORRECTION_AFTER_32E_NONSLAVIC_OLP_ROUTE_20260707","True","13","10E21913CEEE35B588F668767ECBA9D824BCB26624FFC6B444A5D57FCF53F263","3A2ECB9F2CDF3C496899E7DB092512DE0C94E54229A542C2C373531646A704F2","R7 keyword paths 0; source-body promotions 0; exact blockers carried forward 8","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"R9_2DE72748_FRONTIER_ADVANCE_RECOVERY_20260707","r9_africa_horn_west","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_2DE72748_FRONTIER_ADVANCE_RECOVERY_20260707","True","0","","","directory exists but no files/manifest; recorded as exact blocker/recovery gap","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"ROMANCE_2DE72748_CARRYFORWARD_SOURCE_USE_GAP_20260707","romance","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\ROMANCE_2DE72748_CARRYFORWARD_SOURCE_USE_GAP_20260707","True","17","C213AD69693DBE33DAABE2FD320989141AFE535AFF6C514F2A46AA6AE09CDBDB","DD0E12A2B21D955238AE860FA3A5C8DC6333D925DBDE4DFF92FC699C5904FE4D","direct French/Spanish path signals 0; row_actions 46; draft rows 44; blockers 5","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
"SLAVIC_2DE72748_32E_NONSLAVIC_OLP_ROUTE_WATCHER_20260707","slavic_watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_2DE72748_32E_NONSLAVIC_OLP_ROUTE_WATCHER_20260707","True","11","7392CFB2534E767B0D6AD9B335A54FF64F788A683D4F995ACB539A58893449F0","B4FD4F3DBA9C84F9AEA04BEA8A75F4B9384B3703D2BB177E488E11BF9A4615CC","watcher only; direct Slavic signal not used for Non-Slavic promotion","source-use/provenance/gap/Fable/draft/non-canonical support only; not source certification/not approval/not final"
