"copy_id","source_class","source_filename","source_bytes","source_sha256","public_path","action","validation_status"
"SGA2-X-L3568-COPY-001","producer","artifact_tool_evidence/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson","61","44B42BBC2FA2BBF67B44AB8B232A112CF94C577C317F8B4F242E70E8F343DB89","producer/artifact_tool_evidence/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-002","producer","artifact_tool_evidence/ARTIFACT_TOOL_RECEIPT.json","1768","0BF9BBCF28ABF21D786D5B23FB6C14E63749EE80820AE2E30F443E8FFC2FBA17","producer/artifact_tool_evidence/ARTIFACT_TOOL_RECEIPT.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-003","producer","AUTHORITY_ARTIFACT_LEDGER.csv","1605","C5413A2CE43200B6D040A2A184CF0D319C3D83A92F4A81F044098E13543CFC0E","producer/AUTHORITY_ARTIFACT_LEDGER.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-004","producer","AUXILIARY_LEDGER_VALIDATION.json","2514","D74AF309BBAC63325BFD097F8D8508B494CDD8A617485481C948BEC04C27C34B","producer/AUXILIARY_LEDGER_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-005","producer","BUILD_LOG_SANITIZATION_LEDGER.csv","1436","78C33C80143A12015F5C051EB3D165AB564383114F01E9D9459AFF3E782B54BF","producer/BUILD_LOG_SANITIZATION_LEDGER.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-006","producer","BUILD_PASS1.log","7439","F6F136A61AEE26D42EC4846D448BBE2EE0DA8730CCF23AE81406F45C3572E853","producer/BUILD_PASS1.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-007","producer","BUILD_PASS2.log","7439","F6F136A61AEE26D42EC4846D448BBE2EE0DA8730CCF23AE81406F45C3572E853","producer/BUILD_PASS2.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-008","producer","BUILD_PASS3.log","7439","F6F136A61AEE26D42EC4846D448BBE2EE0DA8730CCF23AE81406F45C3572E853","producer/BUILD_PASS3.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-009","producer","FINAL_VALIDATION.json","6690","111958F0E59AB7DA33FAEBA718FA68863E62E147780172EE073D37DC3E4B1F90","producer/FINAL_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-010","producer","FORMULA_DIAGRAM_STRUCTURE_LEDGER.csv","2837","1AF9D2DE028920B4D7B262BD248FA86DDC1B34F54D55BFECD7BBEDC6D2E1BEF1","producer/FORMULA_DIAGRAM_STRUCTURE_LEDGER.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-011","producer","INDEPENDENT_FAIL_BINDING_VALIDATION.json","466","499F825B310838A5A11210D636280768ED9F495F09AF6BA0244E98D0F7DD7DC0","producer/INDEPENDENT_FAIL_BINDING_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-012","producer","INDEPENDENT_FAIL_BINDING.csv","1121","560C66C48F5B254326571D7E19CB2E6E6368EAC9E7CF40A183634F04F75C5258","producer/INDEPENDENT_FAIL_BINDING.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-013","producer","MACHINE_EVIDENCE.csv","38180","E7C5D83090341B2B4121E17F501CF07E687DAA1EC90ADB0D8F2C1BE986536A10","producer/MACHINE_EVIDENCE.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-014","producer","MACHINE_EVIDENCE.jsonl","99686","AF712F5D652BF26CEBC066C15AED6343CD2D14CBD756360412B3061F8C5BB83A","producer/MACHINE_EVIDENCE.jsonl","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-015","producer","MACHINE_LEDGER_VALIDATION.json","808","B020301CCF05C51EA75D10D8D208385578C56813785EB0DBD3D6B25FA44D7541","producer/MACHINE_LEDGER_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-016","producer","PREDECESSOR_ARTIFACT_BINDING.csv","11284","7E0F75281E5FFB50135441E335E81EB78044D2B228FE8B0342579C3AF22CF1BA","producer/PREDECESSOR_ARTIFACT_BINDING.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-017","producer","PREDECESSOR_VALIDATION.json","602","C468314FF9D1269F8C6066C02A7DDA4620728BFA092B94BDABF9C69124154E1E","producer/PREDECESSOR_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-018","producer","PRIVACY_REGRESSION_VALIDATION.json","1493","506C301FC4FB9C8D8189E3290E0AA9BA12F29FAA1366CB94B39D7268A9D06379","producer/PRIVACY_REGRESSION_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-019","producer","PRODUCER_PASS_RETURN.md","2076","36F703B77DA1D4407C63D6A9A225988223DCC3B7717279BF792E5C4C1FC390F7","producer/PRODUCER_PASS_RETURN.md","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-020","producer","R2_PRIVACY_SUCCESSOR_AUDIT.md","2853","8F92CC20EC0F957B853780BBC10A22C0C81FB19B8EAA315C906EA9E8B7B56F87","producer/R2_PRIVACY_SUCCESSOR_AUDIT.md","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-021","producer","RENDERED_VISUAL_QA.md","1919","65EAED4AAA379E46E1A9A9B59C10FC28174F8CA7742C41531B272B039FB9DAD2","producer/RENDERED_VISUAL_QA.md","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-022","producer","RIGHTS_AND_PRIVACY_FINAL_RECEIPT.json","2006","3B75C26B9644C2768544179D3C49D7AD08DBAB8ED9AACC33EAA70E9ACA7F7584","producer/RIGHTS_AND_PRIVACY_FINAL_RECEIPT.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-023","producer","SGA2_Expose_X_Purity_Theorem_Part_I_Proof_English_SourceAligned.pdf","238640","70FE943717063093C9D0A8F7CB56838694268CA64487AA4257011FAD3F2D802B","producer/SGA2_Expose_X_Purity_Theorem_Part_I_Proof_English_SourceAligned.pdf","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-024","producer","SGA2_Expose_X_Purity_Theorem_Part_I_Proof_English_SourceAligned.tex","4263","BC57F45DB805F1E82371F1AE856455930549656C178935A946AF111C753E911B","producer/SGA2_Expose_X_Purity_Theorem_Part_I_Proof_English_SourceAligned.tex","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-025","producer","SHA256SUMS_VALIDATION.json","942","4737E26E677D47BB2BB3EEA3932815657AC668DA9F455021DB3F279663AF62F5","producer/SHA256SUMS_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-026","producer","SHA256SUMS.csv","12511","9EC87ACE427DD7B44E9CC133DB7126EFF634FBCC95AC0AE66CA1601C7B901FFD","producer/SHA256SUMS.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-027","producer","SOURCE_ALIGNMENT_LEDGER.csv","1539","4C516DAAAB39B34A95DBAF2A1DA51F7D8878B8AEAD0377402B72E5B96D1E002C","producer/SOURCE_ALIGNMENT_LEDGER.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-028","producer","SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md","4271","6010E6CA72069CF9410D7C2AE715A31F4C728ACF4527206D6BBCEECD29E9F737","producer/SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-029","producer","SOURCE_DEFECT_LEDGER.csv","1188","FC7C53735D1F6372240BC615392E5CCA5B8B402B843C76439ADF7E484A8C5FFC","producer/SOURCE_DEFECT_LEDGER.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-030","producer","SOURCE_EVIDENCE_PREPARATION_RECEIPT.json","3082","2BA2D6AE7989224656AB4CACF0EFF03750DD683CEE484484060E48EDAEC76AEB","producer/SOURCE_EVIDENCE_PREPARATION_RECEIPT.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-031","producer","TARGET_EXTRACTED_TEXT.txt","3250","BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B","producer/TARGET_EXTRACTED_TEXT.txt","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-032","producer","TARGET_PAGE_001_200DPI.png","415920","768DE68E40F4A34141836841EBF93E3ED18803D1476B44AD279680CCF6774BA5","producer/TARGET_PAGE_001_200DPI.png","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-033","producer","TARGET_PDFFONTS.txt","1615","A3D0360FFAC1921C87213232BCADD1F3B319BE95B93F109096AE9C39B76502E2","producer/TARGET_PDFFONTS.txt","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-034","producer","TARGET_PDFINFO.txt","680","9B7181AB75297037082C61C5BC1FC7A92452D6D304732BF807D7E26B80C72CC7","producer/TARGET_PDFINFO.txt","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-035","producer","TERMINOLOGY_REJECTED_CHOICES_LEDGER.csv","1818","5D3448CF2E484054372DF51D3E258A58C234E80E9CF2AECF7CB2D8D4521E7F53","producer/TERMINOLOGY_REJECTED_CHOICES_LEDGER.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-036","independent_review","INDEPENDENT_BUILD_PASS1_SANITIZED.log","7431","6B4EF2A29FD15D00C68916225A931984FEA03D50FE316900D2651BF940C673A6","independent_review/INDEPENDENT_BUILD_PASS1_SANITIZED.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-037","independent_review","INDEPENDENT_BUILD_PASS2_SANITIZED.log","7431","6B4EF2A29FD15D00C68916225A931984FEA03D50FE316900D2651BF940C673A6","independent_review/INDEPENDENT_BUILD_PASS2_SANITIZED.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-038","independent_review","INDEPENDENT_BUILD_PASS3_SANITIZED.log","7431","6B4EF2A29FD15D00C68916225A931984FEA03D50FE316900D2651BF940C673A6","independent_review/INDEPENDENT_BUILD_PASS3_SANITIZED.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-039","independent_review","INDEPENDENT_BUILD_RECEIPT.csv","1064","60F9C7FCA3FA5ADE372E8CEE97F12ADD106E0CE398AA86FC3A9A8DA0BC474F70","independent_review/INDEPENDENT_BUILD_RECEIPT.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-040","independent_review","INDEPENDENT_CHECKS.csv","3390","77D92BA621AEB7354B1AF7A4EAE9A05FC5DADBED8D5BCBA8DB331DB81DA48761","independent_review/INDEPENDENT_CHECKS.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-041","independent_review","INDEPENDENT_FINAL_AUDIT.md","2897","D703621460ECD09F73432923BDF22CD537C9A5D3F877B011C8BC79AD860A729B","independent_review/INDEPENDENT_FINAL_AUDIT.md","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-042","independent_review","INDEPENDENT_FULL_DEWRAPPED_PRIVACY_SCAN.csv","7018","20936B334E3EFA311E0C0A1CD7A1554DE732645B1495E948422AD31041B71CC5","independent_review/INDEPENDENT_FULL_DEWRAPPED_PRIVACY_SCAN.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-043","independent_review","INDEPENDENT_REBUILD_EXTRACTED_TEXT.txt","3250","BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B","independent_review/INDEPENDENT_REBUILD_EXTRACTED_TEXT.txt","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-044","independent_review","INDEPENDENT_REBUILD_PAGE_001_200DPI.png","415920","768DE68E40F4A34141836841EBF93E3ED18803D1476B44AD279680CCF6774BA5","independent_review/INDEPENDENT_REBUILD_PAGE_001_200DPI.png","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-045","independent_review","INDEPENDENT_REBUILD_PDFFONTS.txt","1598","F2EEA251B984DD943B03CF0F18FDE448D347E37E7EE4DEFA620960F1C091DCAD","independent_review/INDEPENDENT_REBUILD_PDFFONTS.txt","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-046","independent_review","INDEPENDENT_REBUILD_PDFINFO.txt","658","738E71017825637FD8C4F2E7FD02F031B032073CE8A81AD83D3D802C588AD5B9","independent_review/INDEPENDENT_REBUILD_PDFINFO.txt","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-047","independent_review","INDEPENDENT_REVIEW_MANIFEST.csv","1749","A9079E717EF339620DA853866CE04B8F8637CA99F0D5BC0EA6D8E8B2843A9EDA","independent_review/INDEPENDENT_REVIEW_MANIFEST.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-048","independent_review","INDEPENDENT_VALIDATION.json","7865","CF7C332BE8288AE2BC5BC018E5249E1BE2334DD4640DA3B51FD7FAD24B8C82E9","independent_review/INDEPENDENT_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3568-COPY-049","independent_review","PRODUCER_BASELINE_SHA256.json","21649","49AB7EBE8FFD5DB8FBBD14EC6AB0F8CF2A324C4B599BBE8423B11126FCEB7E27","independent_review/PRODUCER_BASELINE_SHA256.json","exact_copy_no_transformation","handoff_identity_replayed"
