"row_id","lane_scope","target_language_or_access_target","source_title","source_owner","topic_tags","evidence_tier","source_type","source_url","current_status","content_type","byte_count_or_status","sha256_or_error","local_path","license_access_signal","upload_policy","exact_gap_or_blocker","source_package_status","next_source_action","non_claim_boundary"
"R7SAMOAMESC001","SEA-Pacific","Samoa_English_MESC_Pacific","MESC Textbooks listing page","Government of Samoa Ministry of Education and Culture","Samoa;MESC;textbooks;mathematics listing;official HTML;Pacific","C_HTML_REMOTE_HASHED_OFFICIAL_LISTING","remote HTML official textbook listing","https://www.mesc.gov.ws/education/textbooks/","200","text/html; charset=UTF-8","144765","7D11E70D7E440BA375B07109DAC23A08FB172716752324E873003C9CD56AD0F9","remote_hash_only_no_local_payload","Official MESC public listing; site copyright notice observed in search/index context; no license clearance claimed","manifest_only_remote_hash_no_payload","Listing route identifies Mathematics textbook shelf but is not exact textbook body by itself.","not_TeX_or_source_archive; official listing route only","Use as official route anchor and prefer exact PDF rows for body provenance.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC002","SEA-Pacific","Samoa_English_MESC_Pacific","Samoa primary Mathematics curriculum PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;primary mathematics;curriculum PDF;official route;Pacific","B_PDF_TEMP_HASHED_OFFICIAL_CURRICULUM_FALLBACK","remote PDF curriculum bitstream temp-hashed then deleted","https://www.mesc.gov.ws/mystaging03/wp-content/uploads/2019/09/Maths_pri.pdf","200","application/pdf","1601230","04B3F1A2582B6144238B055945EB7602AD096EFCC3412BB1C7ED2EBE61CE6D19","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; curriculum PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa primary mathematics curriculum witness and search for source packages only if available.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC003","SEA-Pacific","Samoa_English_MESC_Pacific","Samoa secondary Mathematics Years 9-13 curriculum PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;secondary mathematics;Years 9-13;curriculum PDF;official route;Pacific","B_PDF_TEMP_HASHED_OFFICIAL_CURRICULUM_FALLBACK","remote PDF curriculum bitstream temp-hashed then deleted","https://www.mesc.gov.ws/wp-content/uploads/2022/02/Maths_wk.pdf","200","application/pdf","768015","17E57A57BB8F84F3ED4F781DC79FF20FE64985BD49BD256B3F8B2AB6EA6698D8","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; curriculum PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa secondary mathematics curriculum witness and search for source packages only if available.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC004","SEA-Pacific","Samoa_English_MESC_Pacific","Samoa Mathematics Years 9-12 4YL curriculum PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;secondary mathematics;Years 9-12;4YL;curriculum PDF;official route;Pacific","B_PDF_TEMP_HASHED_OFFICIAL_CURRICULUM_FALLBACK","remote PDF curriculum bitstream temp-hashed then deleted","https://www.mesc.gov.ws/wp-content/uploads/2024/02/Mathematics_4YL.pdf","200","application/pdf","2367884","7133262FB9C8A6CB7076019D6E894465E99CEB22DE20C8C6BA425F9315ECD94F","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; curriculum PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa secondary mathematics curriculum witness and search for source packages only if available.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC005","SEA-Pacific","Samoa_English_MESC_Pacific","Mathematics Year 9 Book 1 PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;Year 9;mathematics textbook;official PDF;Pacific","B_PDF_TEMP_HASHED_OFFICIAL_TEXTBOOK_FALLBACK","remote PDF textbook bitstream temp-hashed then deleted","https://www.mesc.gov.ws/wp-content/uploads/2020/03/Maths-Year-9-Book-1.pdf","200","application/pdf","1483605","80C8B5823028245440FFD1BEFB2BAFECDC3605279CF790C2B5D48F7C95D246AE","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; textbook PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa mathematics textbook witness; search for additional volumes/source packages separately.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC006","SEA-Pacific","Samoa_English_MESC_Pacific","Mathematics Year 10 Book 1 PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;Year 10;mathematics textbook;official PDF;Pacific","B_PDF_TEMP_HASHED_OFFICIAL_TEXTBOOK_FALLBACK","remote PDF textbook bitstream temp-hashed then deleted","https://www.mesc.gov.ws/wp-content/uploads/2020/03/Maths-Year-10-Book-1.pdf","200","application/pdf","1700764","F68A0E66AA09FF5AA878849647E41FE844A2F3DBF86C01A7E3D23A9633A94C17","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; textbook PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa mathematics textbook witness; search for additional volumes/source packages separately.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC007","SEA-Pacific","Samoa_English_MESC_Pacific","Mathematics Year 10 Book 2 PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;Year 10;mathematics textbook;official PDF;Pacific","B_PDF_TEMP_HASHED_OFFICIAL_TEXTBOOK_FALLBACK","remote PDF textbook bitstream temp-hashed then deleted","https://www.mesc.gov.ws/wp-content/uploads/2020/03/Maths-Year-10-Book-2.pdf","200","application/pdf","2776785","A72C11639F5B875DFA5EF7340C140F578A342FD7B3C988726E1F7BBC3BDF2776","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; textbook PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa mathematics textbook witness; search for additional volumes/source packages separately.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC008","SEA-Pacific","Samoa_English_MESC_Pacific","Mathematics Year 10 Book 3 PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;Year 10;mathematics textbook;official PDF;Pacific;linear equations","B_PDF_TEMP_HASHED_OFFICIAL_TEXTBOOK_FALLBACK","remote PDF textbook bitstream temp-hashed then deleted","https://www.mesc.gov.ws/wp-content/uploads/2020/03/Maths-Year-10-Book-3.pdf","200","application/pdf","2656088","AC77E7A11E2BEF5440C2AB1C69176992240560CA61143EEC390C59DCBCD85C87","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; textbook PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa mathematics textbook witness; search for additional volumes/source packages separately.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC009","SEA-Pacific","Samoa_English_MESC_Pacific","Mathematics Year 11 Book 1 PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;Year 11;mathematics textbook;official PDF;Pacific","B_PDF_TEMP_HASHED_OFFICIAL_TEXTBOOK_FALLBACK","remote PDF textbook bitstream temp-hashed then deleted","https://www.mesc.gov.ws/wp-content/uploads/2020/03/Maths-Year-11-Book-1.pdf","200","application/pdf","4316376","EADFF714C1FB0FA70248BE78585729BAC1FD3365733920A95377F8D9EB864329","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; textbook PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa mathematics textbook witness; search for additional volumes/source packages separately.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7SAMOAMESC010","SEA-Pacific","Samoa_English_MESC_Pacific","Mathematics Year 11 Book 2 PDF","Government of Samoa Ministry of Education and Culture","Samoa;MESC;Year 11;mathematics textbook;official PDF;Pacific","B_PDF_TEMP_HASHED_OFFICIAL_TEXTBOOK_FALLBACK","remote PDF textbook bitstream temp-hashed then deleted","https://www.mesc.gov.ws/wp-content/uploads/2020/03/Maths-Year-11-Book-2.pdf","200","application/pdf","3255640","D1EACEEFC7E10917588D84730356A86421E7177F5041B65C85CCD208F8E81B1B","temp_hash_only_no_local_payload_deleted","Official MESC public PDF route; copyright/access not cleared; no license clearance claimed","manifest_only_temp_hash_no_payload","Exact PDF byte count and SHA-256 captured, but no PDF body stored in outputs; textbook PDF fallback only.","not_TeX_or_source_archive; exact PDF fallback witness","Keep as official Samoa mathematics textbook witness; search for additional volumes/source packages separately.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
