archive_path	origin_relative_path	branch_snapshot	bytes	sha256	role	accepted_state
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Contact/D020_contact.jpg	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Contact/D020_contact.jpg	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	1785364	778B4FD9D4056A0A20E33A8931A39BFDAD6F1B6DE2893EBA0E39E0D99878286E	D020_DIAGRAM_CONTACT_SHEET	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p001_diag01.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p001_diag01.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	20771	9443B0BA29FBF4AA2BED8717AE75E4EFAD8C77A8253F29A19A7D547F1FDFA2C9	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p001_diag02.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p001_diag02.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	439631	B1CB3801E81DAFF2E2C3E6A35086C160B49E5B0C31589BFCCF2B8497A3B9F04A	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p002_diag01.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p002_diag01.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	698220	4DE1C6A7973F73BC43FBE1FF41C3575633922E0E18B6BF1DF6CEE1601043BE22	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p003_diag01.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p003_diag01.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	500372	4590777DB74D6206DC9F693A1E9CED5D2CBE26A5C11060F79A00FD2560738EFC	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p004_diag01.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p004_diag01.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	601552	68382911B71F1F13689A6671FC657EC830A66FF1DAF0B638C8B7095A73D9B361	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p005_diag01.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p005_diag01.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	648326	34AE86F913E3FB6487820A64034117D0A5FF24C9E5464C65A539658D097BC4F9	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p006_diag01.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p006_diag01.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	566179	B6AAD771FB3F15B5BDF05B69799D3ACDB87325AFB04C96A52D3B62BFCC688D05	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p007_diag01.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p007_diag01.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	494534	E5495E0BC3E165C6457F9DAE9F9DFAF9534860305314744A806DFB482C88F1AD	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p008_diag01.png	deligne restart/_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip!/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p008_diag01.png	diagram_zip_1:_diagram_aid_20260608/Deligne_Diagram_Witness_Aid_D001_D020_20260608.zip	704212	5E0164B745BA1E16A3675296956AC9746CF6CD639B089C5307152AD868CDC891	D020_DIAGRAM_CROP_WITNESS	ZERO_ACCEPTED
