concept,family_mass_raw,languages,boundary
basis,"{""rtl"": 187}","{""ar"": [{""form"": ""أساس"", ""count"": 31, ""file_count"": 6, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_BackupDump_NonSlavic_TeXFeed_arabic_persianate_rtl_20260705/payload/arabic_persianate_rtl/s0025_CTAN-ARAB-MATH-02/na-box/na-box_doc.tex""}], ""fa"": [{""form"": ""پایه"", ""count"": 128, ""file_count"": 28, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture01.tex""}, {""form"": ""اساس"", ""count"": 28, ""file_count"": 21, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture01.tex""}]}",expanded source-anchor hits; row-context review required
determinant,"{""rtl"": 44, ""romance"": 107}","{""ar"": [{""form"": ""محدد"", ""count"": 1, ""file_count"": 1, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_BackupDump_NonSlavic_TeXFeed_arabic_persianate_rtl_20260705/payload/arabic_persianate_rtl/s0026_CTAN-ARAB-MATH-01/sexam/bac_template-DZ.tex""}], ""es"": [{""form"": ""determinante"", ""count"": 86, ""file_count"": 28, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0012_french_spanish_tex_corpus_expanded_validated_202/tex_corpus_expanded_validated_20260628/spanish/2206.09700v1/Grupos_ortogonales.tex""}, {""form"": ""determinantes"", ""count"": 6, ""file_count"": 4, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0012_french_spanish_tex_corpus_expanded_validated_202/tex_corpus_expanded_validated_20260628/spanish/2206.09700v1/Grupos_ortogonales.tex""}], ""fa"": [{""form"": ""دترمینان"", ""count"": 43, ""file_count"": 13, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture04.tex""}], ""fr"": [{""form"": ""déterminant"", ""count"": 9, ""file_count"": 7, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex""}, {""form"": ""déterminants"", ""count"": 6, ""file_count"": 3, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/2506.03851v1/FrenchMacrosClspadic.tex""}]}",expanded source-anchor hits; row-context review required
dimension,"{""rtl"": 544, ""romance"": 3667}","{""ar"": [{""form"": ""بعد"", ""count"": 316, ""file_count"": 92, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_BackupDump_NonSlavic_TeXFeed_arabic_persianate_rtl_20260705/payload/arabic_persianate_rtl/s0020_thesis-qom/thesis-qom/doc/chapters/correctWriting.tex""}], ""es"": [{""form"": ""dimensión"", ""count"": 1960, ""file_count"": 138, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/french/0605499v2/indice1.tex""}, {""form"": ""dimensiones"", ""count"": 14, ""file_count"": 14, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/1312.6798v1/uqc.tex""}], ""fa"": [{""form"": ""بعد"", ""count"": 228, ""file_count"": 70, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture01.tex""}], ""fr"": [{""form"": ""dimension"", ""count"": 1659, ""file_count"": 73, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex""}, {""form"": ""dimensions"", ""count"": 34, ""file_count"": 15, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre3.tex""}]}",expanded source-anchor hits; row-context review required
equation,"{""rtl"": 426, ""romance"": 1810}","{""ar"": [{""form"": ""معادلة"", ""count"": 6, ""file_count"": 1, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_BackupDump_NonSlavic_TeXFeed_arabic_persianate_rtl_20260705/payload/arabic_persianate_rtl/s0026_CTAN-ARAB-MATH-01/sexam/bac_template-DZ.tex""}], ""es"": [{""form"": ""ecuación"", ""count"": 358, ""file_count"": 66, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/2209.02110v1/2209_unpacked/monoides.tex""}], ""fa"": [{""form"": ""معادله"", ""count"": 420, ""file_count"": 75, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture05.tex""}], ""fr"": [{""form"": ""équation"", ""count"": 1452, ""file_count"": 57, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/f-nab.tex""}]}",expanded source-anchor hits; row-context review required
field,"{""rtl"": 20, ""romance"": 5330}","{""ar"": [{""form"": ""جسم"", ""count"": 8, ""file_count"": 4, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_BackupDump_NonSlavic_TeXFeed_arabic_persianate_rtl_20260705/payload/arabic_persianate_rtl/s0029_GH-PERS-ALG-01/Linear-Algebra-Gilbert-Strang-Persian-main/1.1.tex""}], ""es"": [{""form"": ""cuerpo"", ""count"": 2408, ""file_count"": 86, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/1312.6798v1/uqc.tex""}, {""form"": ""campo"", ""count"": 764, ""file_count"": 58, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/2209.02110v1/2209_unpacked/monoides.tex""}], ""fa"": [{""form"": ""میدان"", ""count"": 12, ""file_count"": 5, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture04.tex""}], ""fr"": [{""form"": ""corps"", ""count"": 2158, ""file_count"": 68, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex""}]}",expanded source-anchor hits; row-context review required
group,"{""rtl"": 83, ""romance"": 6732}","{""ar"": [{""form"": ""مجموعة"", ""count"": 5, ""file_count"": 2, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_BackupDump_NonSlavic_TeXFeed_arabic_persianate_rtl_20260705/payload/arabic_persianate_rtl/s0025_CTAN-ARAB-MATH-02/na-box/na-box_doc.tex""}], ""es"": [{""form"": ""grupo"", ""count"": 2058, ""file_count"": 112, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/1311.1146v1/1311_unpacked/doc.tex""}, {""form"": ""grupos"", ""count"": 870, ""file_count"": 80, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/1311.1146v1/1311_unpacked/doc.tex""}], ""fa"": [{""form"": ""گروه"", ""count"": 78, ""file_count"": 31, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture12.tex""}], ""fr"": [{""form"": ""groupe"", ""count"": 2500, ""file_count"": 71, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex""}, {""form"": ""groupes"", ""count"": 1304, ""file_count"": 62, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex""}]}",expanded source-anchor hits; row-context review required
ideal,"{""romance"": 7310, ""rtl"": 1}","{""es"": [{""form"": ""ideal"", ""count"": 4261, ""file_count"": 131, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex""}, {""form"": ""ideales"", ""count"": 2420, ""file_count"": 104, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/french/1712.04728v2/1712_unpacked/GoingFrench.tex""}], ""fa"": [{""form"": ""ایده‌آل"", ""count"": 1, ""file_count"": 1, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_linear_algebra_strang_persian/Linear-Algebra-Gilbert-Strang-Persian-main/2.6.tex""}], ""fr"": [{""form"": ""idéal"", ""count"": 385, ""file_count"": 28, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex""}, {""form"": ""idéaux"", ""count"": 244, ""file_count"": 14, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex""}]}",expanded source-anchor hits; row-context review required
matrix,"{""rtl"": 1089}","{""fa"": [{""form"": ""ماتریس"", ""count"": 1089, ""file_count"": 34, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/commands.tex""}]}",expanded source-anchor hits; row-context review required
module,"{""rtl"": 49, ""romance"": 3530}","{""ar"": [{""form"": ""مودول"", ""count"": 48, ""file_count"": 6, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/controlled_arabic/paper01_cumulative_controlled_arabic_v001.tex""}], ""es"": [{""form"": ""módulo"", ""count"": 1078, ""file_count"": 112, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/french/1712.01958v3/1712_unpacked/Heit.tex""}, {""form"": ""módulos"", ""count"": 156, ""file_count"": 34, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/1311.1146v1/1311_unpacked/doc.tex""}], ""fa"": [{""form"": ""مدول"", ""count"": 1, ""file_count"": 1, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_mathematical_logic_persian/mathematical-logic-persian-master/src/chapters/chapter2/section2_4/section2_4.tex""}], ""fr"": [{""form"": ""module"", ""count"": 1282, ""file_count"": 61, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/article3-introb.tex""}, {""form"": ""modules"", ""count"": 1014, ""file_count"": 55, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/f-nab.tex""}]}",expanded source-anchor hits; row-context review required
polynomial,"{""romance"": 3780, ""rtl"": 31}","{""es"": [{""form"": ""polinomio"", ""count"": 2572, ""file_count"": 128, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/1312.6798v1/uqc.tex""}, {""form"": ""polinomios"", ""count"": 1128, ""file_count"": 106, ""first_file"": ""sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0011_french_spanish_tex_corpus_20260628/tex_corpus/spanish/1312.6798v1/uqc.tex""}], ""fa"": [{""form"": ""چندجمله‌ای"", ""count"": 28, ""file_count"": 11, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture10.tex""}, {""form"": ""چند جمله‌ای"", ""count"": 3, ""file_count"": 3, ""first_file"": ""sources/arabic_persianate_rtl/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704/sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/DistributionofObjects/DiophantineEquationwithConstantCoefficients/DiophantineEquationExtra.tex""}], ""fr"": [{""form"": ""polynôme"", ""count"": 43, ""file_count"": 10, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex""}, {""form"": ""polynômes"", ""count"": 37, ""file_count"": 11, ""first_file"": ""sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704/sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex""}]}",expanded source-anchor hits; row-context review required
