volume,book_page,source_pdf_page,image_file,source_pdf_offset_rule,notes
I,119,137,page_images/book_p119_pdf_p137.png,source_pdf_page = book_page + 18,source scan for checking
I,120,138,page_images/book_p120_pdf_p138.png,source_pdf_page = book_page + 18,source scan for checking
I,121,139,page_images/book_p121_pdf_p139.png,source_pdf_page = book_page + 18,source scan for checking
I,122,140,page_images/book_p122_pdf_p140.png,source_pdf_page = book_page + 18,source scan for checking
I,123,141,page_images/book_p123_pdf_p141.png,source_pdf_page = book_page + 18,source scan for checking
I,124,142,page_images/book_p124_pdf_p142.png,source_pdf_page = book_page + 18,source scan for checking
I,125,143,page_images/book_p125_pdf_p143.png,source_pdf_page = book_page + 18,source scan for checking
I,126,144,page_images/book_p126_pdf_p144.png,source_pdf_page = book_page + 18,source scan for checking
I,127,145,page_images/book_p127_pdf_p145.png,source_pdf_page = book_page + 18,source scan for checking
I,128,146,page_images/book_p128_pdf_p146.png,source_pdf_page = book_page + 18,source scan for checking
I,129,147,page_images/book_p129_pdf_p147.png,source_pdf_page = book_page + 18,source scan for checking
I,130,148,page_images/book_p130_pdf_p148.png,source_pdf_page = book_page + 18,source scan for checking
I,131,149,page_images/book_p131_pdf_p149.png,source_pdf_page = book_page + 18,source scan for checking
I,132,150,page_images/book_p132_pdf_p150.png,source_pdf_page = book_page + 18,source scan for checking
I,133,151,page_images/book_p133_pdf_p151.png,source_pdf_page = book_page + 18,source scan for checking
I,134,152,page_images/book_p134_pdf_p152.png,source_pdf_page = book_page + 18,source scan for checking
I,135,153,page_images/book_p135_pdf_p153.png,source_pdf_page = book_page + 18,source scan for checking
I,136,154,page_images/book_p136_pdf_p154.png,source_pdf_page = book_page + 18,source scan for checking
I,137,155,page_images/book_p137_pdf_p155.png,source_pdf_page = book_page + 18,source scan for checking
I,138,156,page_images/book_p138_pdf_p156.png,source_pdf_page = book_page + 18,source scan for checking
I,139,157,page_images/book_p139_pdf_p157.png,source_pdf_page = book_page + 18,source scan for checking
I,140,158,page_images/book_p140_pdf_p158.png,source_pdf_page = book_page + 18,source scan for checking
I,141,159,page_images/book_p141_pdf_p159.png,source_pdf_page = book_page + 18,source scan for checking
I,142,160,page_images/book_p142_pdf_p160.png,source_pdf_page = book_page + 18,source scan for checking
I,143,161,page_images/book_p143_pdf_p161.png,source_pdf_page = book_page + 18,source scan for checking
I,144,162,page_images/book_p144_pdf_p162.png,source_pdf_page = book_page + 18,source scan for checking
I,145,163,page_images/book_p145_pdf_p163.png,source_pdf_page = book_page + 18,source scan for checking
I,146,164,page_images/book_p146_pdf_p164.png,source_pdf_page = book_page + 18,source scan for checking
I,147,165,page_images/book_p147_pdf_p165.png,source_pdf_page = book_page + 18,source scan for checking
I,148,166,page_images/book_p148_pdf_p166.png,source_pdf_page = book_page + 18,source scan for checking
I,149,167,page_images/book_p149_pdf_p167.png,source_pdf_page = book_page + 18,source scan for checking
I,150,168,page_images/book_p150_pdf_p168.png,source_pdf_page = book_page + 18,source scan for checking
I,151,169,page_images/book_p151_pdf_p169.png,source_pdf_page = book_page + 18,source scan for checking
