filename,bytes,sha256,role,scope_status
01a_Noether_Paper03_English_R823_SourceChecked_20260718.pdf,269198,51F4C7B884CF4A20F3DB031D0EA31C76575E03F903A89722CF6DF899A9477F4C,reader_facing_bounded_working_translation,bounded_working_artifact_not_critical_or_certified
03j_Noether_Paper27_Korean_R823_WorkingTranslation_20260718.pdf,54626,ED36B34C58666926E34EAE7849908EB4A3B7F6151E1F4F48E33D559DF4845E32,reader_facing_bounded_working_translation,bounded_working_artifact_not_critical_or_certified
03k_Noether_Paper28_SimplifiedChinese_R823_WorkingTranslation_20260718.pdf,53321,DD0123A3D3C1A2E71513BC1A8AAA6AEF4F3128E7D0A9E1687F9D6AE23B6041C1,reader_facing_bounded_working_translation,bounded_working_artifact_not_critical_or_certified
03l_Noether_Paper28_TraditionalChinese_R823_WorkingTranslation_20260718.pdf,78453,F9BC2D1C13DED75E2CD0BCE302992C790CD0FCDD860B7C1EE4B261E363B23B95,reader_facing_bounded_working_translation,bounded_working_artifact_not_critical_or_certified
03m_Noether_Paper28_Japanese_R823_WorkingTranslation_20260718.pdf,74078,A5AAC305351B6649B764840FBFFFBCE0672BEFA9A21197AB73FDFBD782BBC978,reader_facing_bounded_working_translation,bounded_working_artifact_not_critical_or_certified
03n_Noether_Paper28_Korean_R823_WorkingTranslation_20260718.pdf,50175,78EB355E271AF2C8B8502627175FF9E6D332736815342768E76127D0F11D0FD0,reader_facing_bounded_working_translation,bounded_working_artifact_not_critical_or_certified
03o_Noether_Paper29_SimplifiedChinese_R823_WorkingTranslation_20260718.pdf,149500,995D16B71E39CCBFD0E576453567481A8444635A7B7F3FB3A0163C8658505A63,reader_facing_bounded_working_translation,bounded_working_artifact_not_critical_or_certified
03p_Noether_Paper29_TraditionalChinese_R823_WorkingTranslation_20260718.pdf,232934,1457F08EA4E3EA95BA284570DD45AEFD089E4D7AB1F86075694B930E8DD98656,reader_facing_bounded_working_translation,bounded_working_artifact_not_critical_or_certified
16_Noether_Papers03_27_28_29_English_CJK_SourceEvidence_20260718.zip,12905863,98DB2310BE03CA50CA72CFB3911DC714C741822C470A5476F1BD7D6C6C7E8D94,editable_source_and_audit_evidence,bounded_working_artifact_not_critical_or_certified
17_Noether_R823_French_Spanish_Interslavic_VisualEvidence_20260718.zip,380772878,EB3F787D9FFE28CF783F98823114C1E8AAB98F1831555824658DE18A96A18174,render_and_visual_qa_evidence,bounded_working_artifact_not_critical_or_certified
99_Noether_Public_Status_Multilingual_R823_P03_P27_P29_VisualEvidence_20260718.md,4023,FFEDE303B1D416C8CE5A9C16707C7071F3452374F817DBEE406143ABB0088528,public_status_and_scope_caveats,bounded_working_artifact_not_critical_or_certified
