evidence_id,collection,source_relative_path,public_payload_path,bytes,sha256,mime_extension,width_px,height_px,dpi,rotation_degrees,evidence_role,linked_output_page,linked_unit_id,parent_asset,parent_asset_sha256_or_binding,authority_class,qa_disposition,rights_status,publication_disposition
VE-6D3B376AC2CEE7A555A7,french_r823_final_494p,page-001.png,,121834,6D3B376AC2CEE7A555A73599FE6D23DF7EA565F691DB243DEA6638DDF7AAAA84,.png,993,1404,120x120,0,target_page_render,1,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,already_public_existing_noether_package
VE-2CB9E55817004763027E,french_r823_final_494p,page-002.png,images/french_r823_final_494p/page-002.png,307326,2CB9E55817004763027EA48E328ECC40F894FEB030D3A5C23914DAA23A5F0B4A,.png,993,1404,120x120,0,target_page_render,2,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-69C135EFA3BECA5ACF8A,french_r823_final_494p,page-003.png,images/french_r823_final_494p/page-003.png,252801,69C135EFA3BECA5ACF8A784C4363EDE1EB888330C0AE982CC168E85986940A60,.png,993,1404,120x120,0,target_page_render,3,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-0AB78BE4FA0B1728FF57,french_r823_final_494p,page-004.png,images/french_r823_final_494p/page-004.png,342370,0AB78BE4FA0B1728FF5705A66B530E8D342B1F83D1878744038B219C626259AF,.png,993,1404,120x120,0,target_page_render,4,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-1B969658BDA9330C0F7E,french_r823_final_494p,page-005.png,images/french_r823_final_494p/page-005.png,227370,1B969658BDA9330C0F7E813408EA913A59D8886CE95C81831C826F077C5094DC,.png,993,1404,120x120,0,target_page_render,5,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-F423B1D97F300D9FA1A7,french_r823_final_494p,page-006.png,images/french_r823_final_494p/page-006.png,292004,F423B1D97F300D9FA1A72E5068C116CA6655C3EF7840399482D4EF32844B7660,.png,993,1404,120x120,0,target_page_render,6,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-E6D9EEA20BAF30CDE13F,french_r823_final_494p,page-007.png,images/french_r823_final_494p/page-007.png,279650,E6D9EEA20BAF30CDE13F837F6071A74FFF9111B7F23BEF687C466B2717C93B18,.png,993,1404,120x120,0,target_page_render,7,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-9CE60F25D2B9DFD6A8CF,french_r823_final_494p,page-008.png,images/french_r823_final_494p/page-008.png,209757,9CE60F25D2B9DFD6A8CF20BA7D50D798E08E3C87BB6996D660917C2DDAC982CB,.png,993,1404,120x120,0,target_page_render,8,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-06BD8123F931FE3475CD,french_r823_final_494p,page-009.png,images/french_r823_final_494p/page-009.png,289617,06BD8123F931FE3475CD9F1E39E5EF7B62EC850A557213DFE5571E4430F2449A,.png,993,1404,120x120,0,target_page_render,9,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-D4C294C16B61AF27B8F3,french_r823_final_494p,page-010.png,images/french_r823_final_494p/page-010.png,316007,D4C294C16B61AF27B8F3B404F5F8000C5A21522B9CD8311FEA26ABB0BD5FD4DC,.png,993,1404,120x120,0,target_page_render,10,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-D5579ADFCEB50DB7DDAB,french_r823_final_494p,page-011.png,images/french_r823_final_494p/page-011.png,68542,D5579ADFCEB50DB7DDAB61B5E138E108B0431AB0C7164117ADA58AF435BCD730,.png,993,1404,120x120,0,target_page_render,11,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-AD487E388F93881EAE5C,french_r823_final_494p,page-012.png,images/french_r823_final_494p/page-012.png,220844,AD487E388F93881EAE5C10348F7A56F76D774193FFEC2AF0614E4AC0921CBAB0,.png,993,1404,120x120,0,target_page_render,12,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-D2CF47A8890BD98AE453,french_r823_final_494p,page-013.png,images/french_r823_final_494p/page-013.png,226332,D2CF47A8890BD98AE453DC406DA18ED4C2A0939B6DF08DF4170A3E15C29BA520,.png,993,1404,120x120,0,target_page_render,13,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
