binding_id,decision_id,target_id,layer,tex_path,locator,state
ILL-BIND-20260804-0001,ILL-TR-20260804-0001,illusie:I:title,en,tex/volume_I/en/front/000_cover.tex,title,active
ILL-BIND-20260804-0002,ILL-TR-20260804-0002,illusie:I:title,en,tex/volume_I/en/front/000_cover.tex,title,active_supersedes_ILL-BIND-20260804-0001
ILL-BIND-20260804-0003,ILL-TX-20260804-0001,ILL-CCD:LNM239:FM:IC,fr_diplomatic,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,illusie:I:front:p002,active
ILL-BIND-20260804-0004,ILL-TR-20260804-0003,ILL-CCD:LNM239:FM:IC,fr_diplomatic,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,illusie:I:front:p002,active
ILL-BIND-20260804-0005,ILL-TR-20260804-0003,ILL-CCD:LNM239:FM:IC,fr_corrected,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,illusie:I:front:p002,active
ILL-BIND-20260804-0006,ILL-TR-20260804-0003,ILL-CCD:LNM239:FM:IC,en,tex/volume_I/en/front/001_publisher_series_statement.tex,illusie:I:front:p002,active
ILL-BIND-20260804-0007,ILL-NORM-20260804-0001,ILL-CCD:LNM239:FM:IC,fr_diplomatic,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,illusie:I:front:p002,active
ILL-BIND-20260804-0008,ILL-NORM-20260804-0001,ILL-CCD:LNM239:FM:IC,fr_corrected,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,illusie:I:front:p002,active
ILL-BIND-20260804-0009,ILL-NORM-20260804-0001,ILL-CCD:LNM239:FM:IC,en,tex/volume_I/en/front/001_publisher_series_statement.tex,illusie:I:front:p002,active
ILL-BIND-20260804-0010,ILL-SC-20260804-0001,ILL-CCD:LNM239:FM:IC,fr_corrected,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,illusie:I:front:p002,active_zero_correction
ILL-BIND-20260804-0011,ILL-REV-20260804-0012,illusie:I:reader:fr,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,whole_master,sole_french_edition_if_directly_resumed
ILL-BIND-20260804-0012,ILL-REV-20260804-0012,illusie:I:reader:en,en,readers/volume_I_en_checkpoint.tex,whole_master,sole_english_edition_if_directly_resumed
ILL-BIND-20260804-0013,ILL-REV-20260804-0012,illusie:I:reader:fd,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,whole_master,internal_archival_layer_not_edition
ILL-BIND-20260804-0014,ILL-REV-20260804-0012,illusie:I:reader:bi,bi,readers/volume_I_bilingual_checkpoint.tex,whole_master,frozen_rejected_history_never_resume
ILL-BIND-20260804-0015,ILL-TX-20260804-0004,ILL-CCD:LNM239:FM:DED:TEXT,fr_diplomatic,tex/volume_I/fr_diplomatic/front/004_ded.tex,dedication,active
ILL-BIND-20260804-0016,ILL-SC-20260804-0004,ILL-CCD:LNM239:FM:DED:TEXT,fr_corrected,tex/volume_I/fr_corrected/front/004_ded.tex,dedication,active_zero_correction
ILL-BIND-20260804-0017,ILL-TR-20260804-0006,ILL-CCD:LNM239:FM:DED:TEXT,en,tex/volume_I/en/front/004_ded.tex,dedication,active
ILL-BIND-20260804-0018,ILL-NORM-20260804-0004,ILL-CCD:LNM239:FM:DED:TEXT,fr_diplomatic,tex/volume_I/fr_diplomatic/front/004_ded.tex,page_geometry,active
ILL-BIND-20260804-0019,ILL-NORM-20260804-0004,ILL-CCD:LNM239:FM:DED:TEXT,fr_corrected,tex/volume_I/fr_corrected/front/004_ded.tex,page_geometry,active
ILL-BIND-20260804-0020,ILL-NORM-20260804-0004,ILL-CCD:LNM239:FM:DED:TEXT,en,tex/volume_I/en/front/004_ded.tex,page_geometry,active
ILL-BIND-20260804-0021,ILL-TX-20260804-0005,ILL-CCD:LNM239:FM:IV:IA,source_authority,evidence/private/direct/v1p006/p6_1100.jpg,whole_page,active_source_only
ILL-BIND-20260804-0022,ILL-SC-20260804-0005,ILL-CCD:LNM239:FM:IV,fr_corrected,tex/volume_I/fr_corrected/front/005_blank.tex,whole_page,active_zero_correction
ILL-BIND-20260804-0023,ILL-TR-20260804-0007,ILL-CCD:LNM239:FM:IV,en,tex/volume_I/en/front/005_blank.tex,whole_page,active
ILL-BIND-20260804-0024,ILL-NORM-20260804-0005,ILL-CCD:LNM239:FM:IV,fr_diplomatic,tex/volume_I/fr_diplomatic/front/005_blank.tex,whole_page,active
ILL-BIND-20260804-0025,ILL-NORM-20260804-0005,ILL-CCD:LNM239:FM:IV,fr_corrected,tex/volume_I/fr_corrected/front/005_blank.tex,whole_page,active
ILL-BIND-20260804-0026,ILL-NORM-20260804-0005,ILL-CCD:LNM239:FM:IV,en,tex/volume_I/en/front/005_blank.tex,whole_page,active
ILL-BIND-20260804-0027,ILL-TX-20260804-0006,ILL-CCD:LNM239:FM:TOC,fr_diplomatic,tex/volume_I/fr_diplomatic/front/006_toc.tex,whole_unit,active
ILL-BIND-20260804-0028,ILL-SC-20260804-0006,ILL-CCD:LNM239:FM:TOC,fr_corrected,tex/volume_I/fr_corrected/front/006_toc.tex,whole_unit,active_zero_correction
ILL-BIND-20260804-0029,ILL-TR-20260804-0008,ILL-CCD:LNM239:FM:TOC,en,tex/volume_I/en/front/006_toc.tex,whole_unit,active
ILL-BIND-20260804-0030,ILL-NORM-20260804-0006,ILL-CCD:LNM239:FM:TOC,fr_diplomatic,tex/common/toc1_fr.tex,page_layout,active
ILL-BIND-20260804-0031,ILL-NORM-20260804-0006,ILL-CCD:LNM239:FM:TOC,fr_corrected,tex/common/toc1_fr.tex,page_layout,active
ILL-BIND-20260804-0032,ILL-NORM-20260804-0006,ILL-CCD:LNM239:FM:TOC,en,tex/common/toc1_en.tex,page_layout,active
ILL-BIND-20260804-0033,ILL-TX-20260804-0007,ILL-CCD:LNM239:FM:VIII,fr_diplomatic,tex/volume_I/fr_diplomatic/front/007_blank.tex,whole_page,active
ILL-BIND-20260804-0034,ILL-SC-20260804-0007,ILL-CCD:LNM239:FM:VIII,fr_corrected,tex/volume_I/fr_corrected/front/007_blank.tex,whole_page,active_zero_correction
ILL-BIND-20260804-0035,ILL-TR-20260804-0009,ILL-CCD:LNM239:FM:VIII,en,tex/volume_I/en/front/007_blank.tex,whole_page,active
ILL-BIND-20260804-0036,ILL-NORM-20260804-0007,ILL-CCD:LNM239:FM:VIII,fr_diplomatic,tex/volume_I/fr_diplomatic/front/007_blank.tex,whole_page,active
ILL-BIND-20260804-0037,ILL-NORM-20260804-0007,ILL-CCD:LNM239:FM:VIII,fr_corrected,tex/volume_I/fr_corrected/front/007_blank.tex,whole_page,active
ILL-BIND-20260804-0038,ILL-NORM-20260804-0007,ILL-CCD:LNM239:FM:VIII,en,tex/volume_I/en/front/007_blank.tex,whole_page,active
ILL-BIND-20260804-0039,ILL-TX-20260804-0008,ILL-CCD:LNM239:INTRO:p011,fr_diplomatic,tex/volume_I/fr_diplomatic/front/008_intro.tex,whole_page,active
ILL-BIND-20260804-0040,ILL-SC-20260804-0008,ILL-CCD:LNM239:INTRO:p011,fr_corrected,tex/volume_I/fr_corrected/front/008_intro.tex,whole_page,active_zero_correction
