occurrence_id,term_id,sense_ids,concept,language,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,evidence_tier,sense_review_status,acceptance,semantic_review_status,reviewed_sense_ids,adverse_to_sense_ids,held_for_sense_ids,review_reason_code,review_note,evidence_role,review_tier,reviewer_model_claim,bridge_form_promotion_eligible,human_observation
OCC-EF7497F66DAD5A8E,T21,T21-S1 | T21-S2,invariant,es,invariante,T21:es:invariante,TRANSFER-2209.02110v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2209_02110v1/2209.02110v1_monoides.tex,TRANSFER-0026,DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2209_02110v1\2209.02110v1_monoides.tex,1106,\textit{integral}. Un subconjunto K de $Q^{gp}$ que es invariante bajo la acción de Q es llamado un ideal fraccionario. El mapeo …,CF11CA8E6064D9684FB5470AC2DB3F596EE363EAF641236580622CF220A28905,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T21-S1,,,invariant_object_under_action_or_class,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-CD8D29A71D8CCF87,T21,T21-S1 | T21-S2,invariant,es,invariante,T21:es:invariante,WIKI-es-46655-163545571,WIKITEXT-ES-46655-163545571,4F1DEB1A343E766CB345FC705B629D0049867C2E85FB9A6A8CF80600A1B5092A,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\es\46655_163545571_Módulo_matemática.wikitext,11,"no satisface la condición de [[número de base invariante]], a diferencia de los espacios vectoriales, que siempre tienen una base (posiblemente …",5070C4FE4D517636029613116FE43AE88806DE412D080D7CE1FBA23092B181CB,module_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,,,invariant_basis_number_unmodeled,"Invariant-basis-number is a distinct compound/property, not either modeled invariant sense.",adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-AE63A1F83183BC7C,T21,T21-S1 | T21-S2,invariant,fr,invariant,T21:fr:invariant,TRANSFER-0911.2903v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex,TRANSFER-0001,73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,629,donc un invariant de la classe de mutation de $Q$. Il est utile,AA0A0615D95448F69FAF7C5947133E2764D0E4D332C10EE5D1B45BF19E0CD032,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T21-S1,,,invariant_object_under_action_or_class,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-0656FC5309458378,T21,T21-S1 | T21-S2,invariant,pt,invariante,T21:pt:invariante,WIKI-pt-616487-72002999,WIKIHTML-PT-616487-72002999,617BB2A637B1825FD72E43A97AF276FD07F7D54DE85991FD2FC6001E545F693F,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-616487-72002999.txt,222,número de base invariante,3F1DE84CA11245B7988EBBF9E47EA5C9FE585EDEE40D033795BFF09230DC4866,module_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,,,invariant_basis_number_unmodeled,"Invariant-basis-number is a distinct compound/property, not either modeled invariant sense.",adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-344E5A4568C7A286,T21,T21-S1 | T21-S2,invariant,ca,invariant,T21:ca:invariant,WIKI-ca-290598-37629739,WIKIHTML-CA-290598-37629739,4483145488DFD767A8B931CDB77F99AC18C515D55D463DB07938C10AA1235180,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-290598-37629739.txt,571,"d'aquestes formes, que és un invariant d'una forma binària. Entre els anys 1860 i 1890 la teoria dels …",20DFBC01C4ABA59A817FAFC85FD05B28C3F86F52ABEB7669A9E522622EDC5841,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T21-S2,,,invariant_theory_form,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-EF7D92B9CE0F9869,T21,T21-S1 | T21-S2,invariant,it,invariante,T21:it:invariante,WIKI-it-85128-146811610,WIKIHTML-IT-85128-146811610,8F11EAF0DEA8C71A97F4135C4A7B923E865D3C61E768C8AFAE92BD990F94CE05,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\it\WIKIHTML-85128-146811610.txt,301,proprietà invariante,8C7762D423BCF3E35E1941B451BDF0DB9827D8199AD4745F1F821B77BF9B5464,group_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T21-S1,,,invariant_object_under_action_or_class,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-29043AFDCC8D2288,T22,T22-S1 | T22-S2,basis,es,base,T22:es:base,TRANSFER-1312.6798v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_1312_6798v1/1312.6798v1_uqc.tex,TRANSFER-0025,0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,175,de la base can\'{o}nica. Aunque haremos uso de monoides de diferentes,29201DA68394413F348F27F2C2885430532D37DA8316DA638C09B5CF42C6D3B0,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T22-S1,,,linear_or_free_module_basis,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-31A59543452E768B,T22,T22-S1 | T22-S2,basis,es,base,T22:es:base,TRANSFER-2209.02110v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2209_02110v1/2209.02110v1_monoides.tex,TRANSFER-0026,DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2209_02110v1\2209.02110v1_monoides.tex,224,"funciones como operación, es un monoide libre con base $S \subset \N^{(S)}$. Entonces",D2A789FCD0044DC221CB3AA75178BB7B36220D4AF06292D344D5D8EAD41EF8E0,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,,,free_monoid_basis_unmodeled,Basis of a free commutative monoid is not a linear or historical ideal basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-7B8F73BF2BEF7D84,T22,T22-S1 | T22-S2,basis,es,base,T22:es:base,TRANSFER-2307.03598v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2307_03598v1/2307.03598v1_Paper_D-modulos_CNMXXII.tex,TRANSFER-0027,7CB92E7F60B1657B88128CDAF1166DC71BC39C2919F392981DF454661E28FF20,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2307_03598v1\2307.03598v1_Paper_D-modulos_CNMXXII.tex,167,"a una representaci�n del grupo fundamental del espacio base. Ahora bien, si se tiene una representaci�n del grupo fundamental del espacio …",8F4E7A071CA1F2A2A3DDFB69771ED293751860F3668D0EDB39B1B3CCB753D4FC,module_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,,,base_space_compound_unmodeled,Topological base-space compound is outside the modeled basis senses.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-F1B7B80E0A9674C2,T22,T22-S1 | T22-S2,basis,fr,base,T22:fr:base,TRANSFER-0911.2903v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex,TRANSFER-0001,73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,707,La construction d'une \og base canonique\fg\ de l'alg\`ebre amass\'ee $\ca_Q$,565902C8259D5DAAE7A9E01C0A576CA433DC994298685D0102E752B1284D556F,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T22-S1,,,linear_or_free_module_basis,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
