occurrence_id,term_id,sense_ids,concept,language,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,evidence_tier,sense_review_status,acceptance,semantic_review_status,review_reason_code,review_note,evidence_role,review_tier,reviewer_model_claim,bridge_form_promotion_eligible,human_observation
OCC-B5688AB1238DAB3B,T01,T01-S1,ring,es,anillo,T01:es:anillo,TRANSFER-1312.6798v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_1312_6798v1/1312.6798v1_uqc.tex,TRANSFER-0025,0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,78,Sea $R$ un anillo noetheriano y $M$ un m\'{o}dulo (por la izquierda o,47511D1C0CD33B1A2C77144397359588EC7041343A18BD1EEB22585DD7314F0B,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,Full extracted context window inspected.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-C006CE655F317F2F,T01,T01-S1,ring,es,anillo,T01:es:anillo,TRANSFER-2209.02110v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2209_02110v1/2209.02110v1_monoides.tex,TRANSFER-0026,DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2209_02110v1\2209.02110v1_monoides.tex,676,"$\bb{N}$ es valuativo y si V es un anillo de valuación, el submonoide $V^{\prime}$ de elementos no cero de V es …",88C5DD1C3EDEB1BEA49AC7C3FA550E9419CA4EBA3A2A2485E4AA7ACEF414B664,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,Full extracted context window inspected.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-A636D81B5B9DE8AF,T01,T01-S1,ring,es,anillo,T01:es:anillo,TRANSFER-2307.03598v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2307_03598v1/2307.03598v1_Paper_D-modulos_CNMXXII.tex,TRANSFER-0027,7CB92E7F60B1657B88128CDAF1166DC71BC39C2919F392981DF454661E28FF20,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2307_03598v1\2307.03598v1_Paper_D-modulos_CNMXXII.tex,147,acercamiento a la teor�a de m�dulos sobre el anillo de operadores diferenciales de una variedad algebraica suave.,CB2EDC1024C73A1B3EBB04C3A24481CDD5C5DAD47D08E7FAD22465289B9AC01D,module_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,Full extracted context window inspected.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-B428BAE734AF90A6,T01,T01-S1,ring,fr,anneau,T01:fr:anneau,TRANSFER-0911.2903v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex,TRANSFER-0001,73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,1492,une alg\`ebre amass\'ee comme l'anneau de Grothendieck d'une cat\'egorie,E0D35F86895AE2079411061B462ECA49E08481689C5ADF45556E258C7F6DC9B7,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,Full extracted context window inspected.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-3994744337A6FEBD,T01,T01-S1,ring,fr,anneau,T01:fr:anneau,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_avantpropos.tex,TRANSFER-0005,6C3ED9DDF1B010B6D4DBDDEEA7812DD17F30EF144BD9F50888962F793E41761C,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_avantpropos.tex,8,"Enfin, merci à la communauté de l'anneau et aux membres du C.L.A.I.R. qui m'ont encouragé à toujours croire que …",3D7BA0CF260D6E9241911FC560E7C41DDE0E71DB692A95F0232BDB2BECFF37AD,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,nonmathematical_homograph_or_named_community,Full extracted context window inspected.,adverse_false_friend_or_semantic_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-FA6771105A9F0FA2,T01,T01-S1,ring,fr,anneau,T01:fr:anneau,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre1.tex,TRANSFER-0006,34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre1.tex,24,"Soit $A$ un anneau ou une algèbre, soient $M_1$ et $M_2$ deux $A$-modules et soit $f …",DCAF922ACF5D5D35CAF54D2F37556390F004AABE5C8DCB2727D6E69BCE7245E5,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,Full extracted context window inspected.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-57C51AB046F7BBE5,T01,T01-S1,ring,pt,aneis,T01:pt:aneis,WIKI-pt-193830-71904594,WIKIHTML-PT-193830-71904594,681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-193830-71904594.txt,232,anéis,F95DC2A99FD57E1C8308FB2120880E390E108B7C315CD8DCF14A8444E496AB81,group_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,"Adjacent lines 230–234 list algebraic structures: anéis, campos.",sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-DED186FEB6B40FB9,T01,T01-S1,ring,pt,anel,T01:pt:anel,WIKI-pt-44171-72178684,WIKITEXT-PT-44171-72178684,9AD8C18F9B4283D019CA5DDAADD605D95ABA17C2AE25D96D2FD57721C7AE1956,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\pt\44171_72178684_Álgebra.wikitext,9,"[[álgebra abstrata]] estuda [[estrutura algébrica|estruturas algébricas]], como o [[anel de inteiros]] dado pelo conjunto dos [[número inteiro|inteiros]] (<math>\mathbb{Z}</math>) juntamente com as …",10114EB936DA37158E8D54E123D21D237135355FBC0CE73BFF94FA9256B3A1E4,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,Full extracted context window inspected.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-5AF849B829629BBE,T01,T01-S1,ring,pt,aneis,T01:pt:aneis,WIKI-pt-60301-68734795,WIKIHTML-PT-60301-68734795,E242C0297FB17E1248FC5E01F55430DAE8691F57B55EAF70F6B05DF4EB72E2AB,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-60301-68734795.txt,207,anéis,F95DC2A99FD57E1C8308FB2120880E390E108B7C315CD8DCF14A8444E496AB81,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,"Adjacent lines 204–210 list grupos, anéis, corpos.",sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-B409ECFB86750DE5,T01,T01-S1,ring,gl,anel,T01:gl:anel,WIKI-gl-209642-6945035,WIKIHTML-GL-209642-6945035,639F9C1386FDC1626745B699311EE87DCE516D423567DC8FF13AAA2B6FC75338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209642-6945035.txt,211,anel de división,3BCC2FDE5374219361DB89F7BF4BBA1523A9E6B9548E2CF2223D30BDEB051B69,field_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,algebraic_ring_sense_matches,Full extracted context window inspected.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
