"language","source_use_label","manifest_rows","payload_scope","effect","non_claim_boundary"
"Bashkir","native-source-body","16","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Bashkir","pointer-only","5","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Bashkir","source-rescribe-workpass","2","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Kyrgyz","native-source-body","9","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Kyrgyz","OCR-witness","5","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Kyrgyz","pointer-only","19","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Kyrgyz","source-rescribe-workpass","2","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Tatar","native-source-body","13","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Tatar","OCR-witness","3","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Tatar","pointer-only","14","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Tatar","rejected","1","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Tatar","source-rescribe-workpass","3","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Turkmen","native-source-body","12","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Turkmen","OCR-witness","2","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Turkmen","pointer-only","17","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
"Turkmen","source-rescribe-workpass","5","R2 Noetherian-ring / polynomial-ring hard-blocker source-use audit","count only; not source sufficiency or license clearance","generated-draft/source-canon blocker payload only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim"
