"package_relative_path","workspace_relative_path","bytes","sha256","source_use_label","generated_at_utc"
"b3/B3_ROUTE.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/b3/B3_ROUTE.csv","751","5dd41aff939a52cf3d6b34b170ba83bce2f779f4926fd7fd31757e6bb3e5df0c","package support file","2026-07-06T08:16:20Z"
"blockers/R6_AC6F_EXACT_BLOCKERS_AND_RECOVERY_NEXT_ACTIONS.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/blockers/R6_AC6F_EXACT_BLOCKERS_AND_RECOVERY_NEXT_ACTIONS.csv","12244","ffacb120c5fa0ca42114f366dfd5d5843b02f7d07e57cb57eafb2d9e1183b2c2","exact blocker and next-action rows","2026-07-06T08:16:20Z"
"branch-visible-audit/AC6F_BRANCH_AUDIT_FILE_CAPTURE.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/AC6F_BRANCH_AUDIT_FILE_CAPTURE.csv","1759","3bf11bbe659ac91e3de8e65be6b4ce8f6fe58208f33ad7e990d0d8d0d337f78b","branch-visible audit/provenance context","2026-07-06T08:16:20Z"
"branch-visible-audit/AC6F_BRANCH_AUDIT_R6_HITS.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/AC6F_BRANCH_AUDIT_R6_HITS.csv","50149","4ca3cdf0ce49d220993dabf10514d574d5c86d0f9f964996b6c16584fbd8112b","branch-visible audit/provenance context","2026-07-06T08:16:20Z"
"branch-visible-audit/AC6F_COMPARE_212DFB_TO_AC6F_FILE_INDEX.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/AC6F_COMPARE_212DFB_TO_AC6F_FILE_INDEX.csv","161442","29466046f9ae0f5e7298784140985bfe5b1d5ee6030b9f3c51c468bdeefce571","branch-visible audit/provenance context","2026-07-06T08:16:20Z"
"branch-visible-audit/AC6F_R6_RELEVANT_BRANCH_VISIBLE_ROWS.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/AC6F_R6_RELEVANT_BRANCH_VISIBLE_ROWS.csv","207167","15fc5e78e380691212a4410aa12849386d3264b587f7af15126079d5b4accee1","branch-visible audit/provenance context","2026-07-06T08:16:20Z"
"branch-visible-audit/transfer-audits__old-b__OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706__B3_LATEST_OUTPUTS_SNAPSHOT.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/transfer-audits__old-b__OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706__B3_LATEST_OUTPUTS_SNAPSHOT.csv","9397","e76b5bc6904c21e1374a8016717d348e832602bf4ba732ee8c94bd882e1f4d86","branch-visible audit/provenance context","2026-07-06T08:16:20Z"
"branch-visible-audit/transfer-audits__old-b__OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706__LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/transfer-audits__old-b__OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706__LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv","88509","2de492d1b292dc59a52c0f80cdb39a4ff31a128c9b57a93a96a09d3c2acd7fa5","branch-visible audit/provenance context","2026-07-06T08:16:20Z"
"branch-visible-audit/transfer-audits__session12-20260705__B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706__B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_MANIFEST_20260706.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/transfer-audits__session12-20260705__B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706__B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_MANIFEST_20260706.csv","181170","92036826d8bc04ae3ce819900693c51dee5918a64226c8d04602ad43d4625f5f","branch-visible audit/provenance context","2026-07-06T08:16:20Z"
"draft-support/R6_AC6F_SOURCE_GATED_DRAFT_SCAFFOLD_AUDIT.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/draft-support/R6_AC6F_SOURCE_GATED_DRAFT_SCAFFOLD_AUDIT.csv","6229","cdae485213d8a76f837d8376bf583796bc2280fdcf72a4582e72312621169d72","source-gated generated-draft/noncanonical audit","2026-07-06T08:16:20Z"
"fable/R6_AC6F_FABLE_BRANCH_WEIGHT_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/fable/R6_AC6F_FABLE_BRANCH_WEIGHT_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","8107","e8cdeba5b55a0bc4b03c8538750fd9e750274f2757f15b98c3fddfe5dd04294a","Fable branch-weight/source-use/adverse/do-not-use ledger","2026-07-06T08:16:20Z"
"ledgers/R6_AC6F_ETHICS_AUTHORITY_SOURCE_START_MAP.csv","outputs/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_AC6F_ETHICS_AUTHORITY_SOURCE_START_MAP.csv","1497","2dcc1916114c01848068fa19fde1481d83ca49747fb406486965420c4920826a","package support file","2026-07-06T08:16:20Z"
