"comparison_id","evidence_class","authority_role","unit_id","object_type","source_locator","source_tex_lines","original_printed_pages","physical_source_pdf_pages","target_locator","parent_id","cross_references","critical_controls","decision","result","status","confidence","adverse_or_choice","rejected_alternative","record_revision","continuation_cursor"
"SGA2-VIII-L24-CMP-001","source_structure","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24","unit_boundary","French lines2715-2725 physical80","2715-2725","90","80","authority box body lemma and cursors","","SGA2-VIII-L24-BOUND;SGA2-VIII-L24-LAYOUT","two reductions lead-in lemma statement then blank and layout reset","retain lines2715-2721 and assign line2723 outbound","pass","self_reviewed_structure_pass","high","one physical page contains substantial adjacent proof","include proof or lose layout command","1","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-002","source_geometry","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24-RED1","regular_prescheme_cover","French line2715 physical80","2715","90","80","first reduction sentence","SGA2-VIII-L24","SGA2-VIII-L24-RED2","cover X by open subsets embeddable in a regular prescheme","preserve prescheme and embeddability","pass","self_reviewed_source_pass","high","candidate close wording remains comparison-only","regular scheme or open immersions","1","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-003","source_geometry_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24-RED1","closed_regular_ambient_reduction","French line2715 physical80","2715","90","80","first reduction paragraph","SGA2-VIII-L24","SGA2-VIII-L24-RED2","X is closed in regular X-prime and reduction to X-prime immediate","preserve closed relation ambient object and conclusion","pass","self_reviewed_logic_pass","high","closed does not explicitly assert closed subscheme","write closed subscheme or omit X-prime","1","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-004","source_geometry_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24-RED2","regular_affine_local_reduction","French line2717 physical80","2717","90","80","second reduction paragraph","SGA2-VIII-L24","SGA2-VIII-L24-STM","regular and even affine by covering X with affine open subsets","retain causal by-covering construction","pass","revised_source_logic_pass","high","initial after-covering wording sounded temporal","affine after covering X","2","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-005","source_symbol_formula","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24-RED2","associated_module_form","French line2717 physical80","2717","90","80","lemma lead-in","SGA2-VIII-L24","SGA2-VIII-L24-STM","script-F equals tilde-M and M finite projective dimension","preserve tilde symbol equality and homological property","pass","self_reviewed_symbol_pass","high","text extraction flattens the tilde but render is clear","F equals M or finite-dimensional M","1","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-006","source_structure","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24-STM","lemma_number_and_label","French lines2719-2721 physical80","2719-2721","90","80","Lemma2.4 theorem environment","SGA2-VIII-L24","SGA2-VIII-L24-HYPX;SGA2-VIII-L24-HYPF;SGA2-VIII-L24-FUNC","visible number2.4 and destination lemma.2.4","use automatic theorem counter and source label","pass","self_reviewed_structure_pass","high","candidate rendered heading is unnumbered","manual unnumbered Lemma heading","1","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-007","source_hypothesis","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24-HYPX","regular_noetherian_prescheme","French line2720 physical80","2720","90","80","Lemma2.4 first sentence","SGA2-VIII-L24-STM","SGA2-VIII-L24-HYPF","X regular Noetherian prescheme","retain all three properties","pass","self_reviewed_hypothesis_pass","high","prescheme register is historically intentional","regular Noetherian scheme","1","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-008","source_hypothesis_register","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24-HYPF","coherent_OX_module","French line2720 physical80","2720","90","80","Lemma2.4 second sentence","SGA2-VIII-L24-STM","SGA2-VIII-L24-FUNC","script-F coherent O_X-module","normalize ordinary English module to lowercase","pass","revised_register_pass","high","source and candidate capitalize Module","capitalized O_X-Module or coherent sheaf","2","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-009","source_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24-FUNC","bounded_projective_dimension_function","French line2720 physical80","2720","90","80","Lemma2.4 final sentence","SGA2-VIII-L24-STM","SGA2-VIII-L24-HYPX;SGA2-VIII-L24-HYPF","for every x in X assign projective dimension of script-F_x and bounded above","retain prose structure and bounded-above conclusion only","pass","revised_source_structure_pass","high","source introduces no pd notation map display or upper-semicontinuity claim","display x maps to pd of F_x or call upper-semicontinuous","2","raw line2723 layout command; prose line2725 after blank2724"
"SGA2-VIII-L24-CMP-010","source_layout","corrected_french_tex","SGA2-VIII-L24-LAYOUT","equation_counter_reset","French line2723","2723","90","80","outbound continuation control","SGA2-VIII-L24-BOUND","OUTBOUND:SGA2-VIII-L24-PROOF","set equation counter to1 occurs before proof prose line2725","assign explicitly to next cumulative unit","pass","self_reviewed_layout_pass","high","command has no visible source-page text but affects subsequent numbering","skip command because it is non-prose","1","raw line2723 layout command; prose line2725 after blank2724"
