"hash_id","relative_path","bytes","sha256","evidence_role","status"
"SGA2-VIII-L24-HASH-001","ARTIFACT_TOOL_MANIFEST_QA.md","732","14A30FC5776A0CED0E8A10FD0DBAF0FEF88B8D949ABDBEB054F14CF949744962","artifact_tool_machine_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-002","ARTIFACT_TOOL_VISUAL_QA.md","639","608CAAD46E2E10DD2A982F8DDBA8934FEE3433A317E35A5AF82F80D91EB45219","artifact_tool_visual_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-003","AUTHORITY_ARTIFACT_HASHES.csv","1541","7062CA632332DA18BBD7B21E56E5E8E2E11248A64792F61DC3CD670F97B7F262","authority_hash_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-004","BUILD_VALIDATION.md","1482","3A6982442155ABC6E418D941700771E67248659C71A0ED59327AAE95A1F2A12B","self_gate_build_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-005","DIFFICULTY_REVISION_LEDGER.jsonl","13379","7ADB685D3D5CF6590FEA8252418668F3CBE9E0C4CCA4893E15799A269836B037","revision_event_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-006","DRAFT_SOURCE_AUDIT.md","2568","7718AA5A74C7F92995B81B8F44A1A221EF5B78CF8BCA6AC86607C445C4136D16","source_audit","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-007","FORMULA_SYMBOL_NOTE_STRUCTURE_COMPARISON.csv","9519","96431B30276B0BABCA55435E03A96ADB06B36E970AA597C0480245E6FBA717B5","formula_symbol_note_structure_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-008","INDEPENDENT_BUILD_PASS1_SANITIZED.log","24149","9990054EED7E7A95B150CB75BC8EFA5AB686E98A0D506F8E0D3B8C59FC807DBF","independent_sanitized_build_log_pass1","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-009","INDEPENDENT_BUILD_PASS2_SANITIZED.log","23930","4BBEB12531BC538A2CD333652C8FB495BF9F34B9328BA0F8803B4F6AEBFD29C4","independent_sanitized_build_log_pass2","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-010","INDEPENDENT_BUILD_VALIDATION_20260719.md","1574","955E4CC0D47D127A5B30CEF1462C1F34F35F5407369C7CB6A05B2664F1EA084A","independent_build_validation","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-011","INDEPENDENT_PDF_DESTINATIONS.txt","175","F97A6B91F86D5CCB98F980764B48C7658873DAE44B34FA799AD75581DA9C7C04","independent_pdf_destination_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-012","INDEPENDENT_PDFFONTS.txt","1520","A3E03929DED3A44EA55F9761107526FB4BA87D211293A981BAB8FF01E434B66B","independent_pdf_font_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-013","INDEPENDENT_PDFINFO.txt","689","EAE54987F0BD35BDE4BA6967315AEF93DFE69459E481922CB715ADA529A74BCC","independent_pdf_information_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-014","INDEPENDENT_REVIEW_SEAL_20260719.md","1765","A6D6160A3696069E5C6BDD5CBC7D5068091E36CE4902B15DE9BC2DCE7BA948CF","independent_review_seal","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-015","INDEPENDENT_VISUAL_QA_20260719.md","1353","3A12D18A08BE057732FD1B62CCB218C9004B3031F97860D0057051A0B32E716C","independent_visual_qa_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
