"master_row_id","origin_artifact","origin_role","origin_path","row_kind","lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","gap_or_blocker_note","non_claim_boundary","witness_id","origin_row_id","retrieval_status","routed_consumer_lane","source_upload_policy","cross_lane_alignment_note","r3_relevance","created_utc"
"r3_normalized_witness::ar_pdf_hiast_algebra_vol2_linear_algebra","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Algebra II / Linear Algebra - الجبر الجزء الثاني: الجبر الخطي - Omran Kouba, HIAST","Omran Kouba / Higher Institute for Applied Sciences and Technology (HIAST)","linear_algebra_textbook","B_pdf_publication_fallback","pdf","https://hiast.edu.sy/sites/default/files/general/Algebra%20Vol.%202%20-O.%20Kouba-HIAST-2017.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_pdf_hiast_algebra_vol2_linear_algebra.pdf","Search result/PDF page text indicates Creative Commons BY-ND 4.0; verify before reuse beyond witness citation.","9E1A2EC4E2CD27889748DF75DCB9F631734F105A2E19BF542AD52F26470DB06F","Arabic","True","False","True","Arabic source witness for linear algebra topics only; not a translation approval. | No bridge promotion or native-review claim.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","ar_pdf_hiast_algebra_vol2_linear_algebra","","fetched_and_hashed","Arabic RTL source-canon lane","PDF/HTML fallback provenance: publish manifest/hash/URL and avoid redistribution claims unless B3 creates a gated source-canon package.","Route as controlled Arabic source witness. Arabic RTL lane has stronger algebra/ring PDFs; this R3 row is adjacent linear-algebra or invariant-context support only.","","20260704T203059Z"
"r3_normalized_witness::ar_wikibooks_linear_systems_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic Wikibooks: Algebra / Linear algebra / systems of linear equations","Arabic Wikibooks contributors / Wikimedia Foundation hosting","linear_systems_coefficients_variables","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%AC%D9%85%D9%84%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%84%D8%A7%D8%AA_%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A9","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_linear_systems_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","1C42729D36326EAAE4F8C528D26B9777D61A0DCD87840FFB6CEB295BA4FD72DC","Arabic","True","False","True","Arabic raw source witness for linear systems, coefficients, variables. | Review-only; no canonical translation claim.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","ar_wikibooks_linear_systems_raw","","fetched_and_hashed","Arabic RTL source-canon lane","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as controlled Arabic source witness. Arabic RTL lane has stronger algebra/ring PDFs; this R3 row is adjacent linear-algebra or invariant-context support only.","","20260704T203059Z"
"r3_normalized_witness::ar_wikibooks_matrices_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic Wikibooks: Algebra / Linear algebra / matrices","Arabic Wikibooks contributors / Wikimedia Foundation hosting","matrices_linear_algebra","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D8%A7%D8%AA","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_matrices_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","F1FADB95A074728BF7B5C6A03468EEFD63BA000BE75A9BE4302B2CD3479FC87E","Arabic","True","False","True","Arabic raw source witness for matrices. | Review-only; no canonical translation claim.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","ar_wikibooks_matrices_raw","","fetched_and_hashed","Arabic RTL source-canon lane","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as controlled Arabic source witness. Arabic RTL lane has stronger algebra/ring PDFs; this R3 row is adjacent linear-algebra or invariant-context support only.","","20260704T203059Z"
"r3_normalized_witness::ar_wikipedia_linear_algebra_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic Wikipedia: جبر خطي","Arabic Wikipedia contributors / Wikimedia Foundation hosting","linear_algebra_vector_space","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_linear_algebra_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","3762E086A6268F425014603D2E31867CB8B2A566F4AA1D9559D511E9B8173103","Arabic","True","False","True","Arabic raw source witness for linear algebra overview. | Review-only; not sufficient for invariant-theory bridge.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","ar_wikipedia_linear_algebra_raw","","fetched_and_hashed","Arabic RTL source-canon lane","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as controlled Arabic source witness. Arabic RTL lane has stronger algebra/ring PDFs; this R3 row is adjacent linear-algebra or invariant-context support only.","","20260704T203059Z"
"r3_normalized_witness::ar_wikipedia_vector_space_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic Wikipedia: فضاء متجهي","Arabic Wikipedia contributors / Wikimedia Foundation hosting","vector_space","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikipedia.org/wiki/%D9%81%D8%B6%D8%A7%D8%A1_%D9%85%D8%AA%D8%AC%D9%87%D9%8A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_vector_space_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","0281433D2944392DB236F4650CB57007F28AF0BDA36B2454A853EDDAC93380CA","Arabic","True","False","True","Arabic raw source witness for vector spaces. | Review-only; no native-review claim.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","ar_wikipedia_vector_space_raw","","fetched_and_hashed","Arabic RTL source-canon lane","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as controlled Arabic source witness. Arabic RTL lane has stronger algebra/ring PDFs; this R3 row is adjacent linear-algebra or invariant-context support only.","","20260704T203059Z"
"r3_normalized_witness::ar_wikipedia_frank_grosshans_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic Wikipedia: Frank Grosshans / invariant theory mention","Arabic Wikipedia contributors / Wikimedia Foundation hosting","invariant_theory_biographical_mention","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D9%83_%D8%AC%D8%B1%D9%88%D8%B4%D8%A7%D9%86%D8%B3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_frank_grosshans_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","D8F9C4774F628E5C9041C20F11E34A6F83327574EEA532F4E0FA7E45151EC592","Arabic","True","False","True","Arabic direct specialist invariant-theory source package still open. | Arabic source witness for invariant-theory mention only. | Weak witness; not an Arabic invariant-theory term promotion.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","ar_wikipedia_frank_grosshans_raw","","fetched_and_hashed","Arabic RTL source-canon lane","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as controlled Arabic source witness. Arabic RTL lane has stronger algebra/ring PDFs; this R3 row is adjacent linear-algebra or invariant-context support only.","","20260704T203059Z"
"r3_normalized_witness::fa_github_sirejeff_repo_metadata","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","source_level_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","GitHub repository metadata: SireJeff/linear-algebra-3blue1brown-notes","SireJeff GitHub repository","linear_algebra_tex_source_package_metadata","A_source_level_repository_or_package_metadata","github_api_json","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_repo_metadata.json","GitHub API license field to be inspected; README states educational purpose/original video content belongs to 3Blue1Brown.","11720593D60DB2D657DA344CB250B254B0324084010446F9C8E402EAB23AF56A","Persian/Farsi","True","True","False","Persian TeX source-package provenance for linear algebra only. | No canonical approval; license unclear until repo license is independently closed.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","fa_github_sirejeff_repo_metadata","","fetched_and_hashed","Persianate/Tajik source-canon lane, fa_IR only","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as Persian/Farsi source-level linear-algebra TeX/archive witness. Adjacent linear algebra only; it does not close Noether/invariant-theory source gaps.","","20260704T203059Z"
"r3_normalized_witness::fa_github_sirejeff_persian_main_tex","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","source_level_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","SireJeff Persian linear algebra main.tex","SireJeff GitHub repository","linear_algebra_tex_source","A_source_level_tex_or_latex_file","tex","https://github.com/SireJeff/linear-algebra-3blue1brown-notes/blob/master/persian_notes/main.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_persian_main_tex.tex","Repository README says educational purpose; no separate license file verified in this pass.","AA4207AE05BA1804FFB3BBE8265954571BE276E75A8CB7A1656A72ED92417427","Persian/Farsi","True","True","False","Persian/Farsi TeX source witness for linear algebra compilation spine. | Review-only; does not authorize Dari/Tajik/Urdu/Pan-Turkic.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","fa_github_sirejeff_persian_main_tex","","fetched_and_hashed","Persianate/Tajik source-canon lane, fa_IR only","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as Persian/Farsi source-level linear-algebra TeX/archive witness. Adjacent linear algebra only; it does not close Noether/invariant-theory source gaps.","","20260704T203059Z"
"r3_normalized_witness::fa_github_sirejeff_source_zip","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","source_level_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","SireJeff Persian/English linear algebra source archive zipball","SireJeff GitHub repository","linear_algebra_tex_source_archive","A_source_level_archive","zip_source_archive","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_source_zip.zip","Repository README says educational purpose; archive fetched for provenance/hash only.","EEEE28E88CA465F0A125AFE056F6203B84C138EB44114867D8E49F3C3344252C","Persian/Farsi","True","True","False","Persian/Farsi TeX source package hash witness. | Review-only; source package does not establish terminology approval.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","fa_github_sirejeff_source_zip","","fetched_and_hashed","Persianate/Tajik source-canon lane, fa_IR only","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as Persian/Farsi source-level linear-algebra TeX/archive witness. Adjacent linear algebra only; it does not close Noether/invariant-theory source gaps.","","20260704T203059Z"
"r3_normalized_witness::fa_wikipedia_invariant_theory_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persian Wikipedia: نظریه ناوردا","Persian Wikipedia contributors / Wikimedia Foundation hosting","invariant_theory","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D9%86%D8%A7%D9%88%D8%B1%D8%AF%D8%A7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_invariant_theory_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","DF288DE95947706B819F9F78026E1F9AA6104E95EEBC27ED2CDD9157A5B8E0B6","Persian/Farsi","True","False","True","Persian/Farsi raw source witness for invariant theory. | Persian witness only; does not authorize Arabic/Dari/Tajik bridge.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","fa_wikipedia_invariant_theory_raw","","fetched_and_hashed","Persianate/Tajik source-canon lane, fa_IR only","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as Persian/Farsi provenance witness. Persianate/Tajik lane has stronger fa_IR algebra sources; no Dari/Tajik/Urdu/Hindustani/Pan-Turkic inheritance.","","20260704T203059Z"
