"RelativePath","Bytes","LastWriteUtc","SHA256","Role"
"B3_LATEST_OUTPUTS_SNAPSHOT.csv","9395","2026-07-06T07:49:21.7252405Z","3AD59D3FF4B81803930B713C14AB0A1DA8AF851A362C9A5E379AE968C2FE8CF0","old-B audit-only branch/package frontier artifact"
"B3_TRACKED_STATUS_FIRST120.txt","17732","2026-07-06T07:49:21.5539585Z","DEDEBDCB49D295944C98C1977532C765971E6308CDA158519733485FE1CEF527","old-B audit-only branch/package frontier artifact"
"BODY_ROOT_COUNTS_212DFB.csv","491","2026-07-06T07:46:57.2271296Z","ED1D85309A40682C294EDD5621FF087B7B30DE8FB183C83916B9706397567052","old-B audit-only branch/package frontier artifact"
"BRANCH_EXTENSION_COUNTS_212DFB.csv","1853","2026-07-06T07:46:54.8579210Z","FE3FB2C0F3D5EA9C862CD32DF085B4B271A259B8EA654DD40DDC026E2BCA1A84","old-B audit-only branch/package frontier artifact"
"BRANCH_FILENAME_SECURITY_SCAN.csv","1532","2026-07-06T07:49:48.2710917Z","CA428685173CE32CC7ADDBF2A2B18CE5CC76C66D9596DD002AA16355004F8B41","old-B audit-only branch/package frontier artifact"
"BRANCH_TOP_ROOT_COUNTS_212DFB.csv","2413","2026-07-06T07:46:55.4495506Z","647B0FEF87199555F4CF61D5277F8B1CAA8DD0048CB6629028DD20D15F0AEAD2","old-B audit-only branch/package frontier artifact"
"BRANCH_TREE_COUNTS_212DFB.json","650","2026-07-06T07:46:53.8674635Z","584FE28992467407333018913460D88AABF0CF144966F5672E6B85ABAD00CC1F","old-B audit-only branch/package frontier artifact"
"BRANCH_TREE_MANIFEST_212DFB.csv","4184594","2026-07-06T07:46:45.7842759Z","C43BCDECFAD215FDE07263D0B16C24E24750CEA3AF5871B2DCE3C80317A5C27E","old-B audit-only branch/package frontier artifact"
"CHECKOUT_SAFETY_BLOCKERS.csv","783","2026-07-06T07:49:21.5361675Z","6F3C4A170F3B994763AE3582510C5A3DF7F115C4BEBFB44916E14BBC0E4D4B79","old-B audit-only branch/package frontier artifact"
"DRIFT_AND_BLOCKER_ROWS.csv","806","2026-07-06T07:49:23.8501796Z","5B4EC1C317DCAF2B5D46DA4012A1AC7F1ADB57A81C8917B72D3537043B1BB8E3","old-B audit-only branch/package frontier artifact"
"HEARTBEAT_LOGBOOK_EXCERPT_20260706.md","1253","2026-07-06T07:50:41.0417014Z","D5ED809A8DCF2EC20EE2FED11FF393D8412D5A0F47214466B65D9264F598B826","old-B audit-only branch/package frontier artifact"
"LOCAL_DRIFT_CREDENTIAL_PATTERN_SCAN.csv","0","2026-07-06T07:49:49.4617027Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","old-B audit-only branch/package frontier artifact"
"LOCAL_DRIFT_LARGE_FILE_RISKS_GE50MB.csv","0","2026-07-06T07:49:49.4617027Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","old-B audit-only branch/package frontier artifact"
"LOCAL_OUTPUT_DRIFT_AFTER_B3_BY_LANE.csv","899","2026-07-06T07:49:23.8186039Z","5A7332A32DE5F96A94AB21647AAFFF97B2A1DAB9BC8490515AED7D0813508E14","old-B audit-only branch/package frontier artifact"
"LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv","88507","2026-07-06T07:49:23.7396057Z","6A32AF1C5AD0D5C5A5A3A46881163F28F0477AF216DBBB5C96EEA2A5EF09DCDB","old-B audit-only branch/package frontier artifact"
"NOETHER_SESSION_OUTPUT_PACKAGE_ROOTS_212DFB.csv","37913","2026-07-06T07:48:40.7982138Z","02559B772AB9A4FABD77348B0605D08BA95C3D19434531E477CBACD18E5B103C","old-B audit-only branch/package frontier artifact"
"OLD_B_SCOPE_COMPARISON_212DFB.csv","971","2026-07-06T07:48:40.9521044Z","31A6FD830F2CB72BC55B3D894332F87E657AF150A80CEE44ACACCE85382C6FC1","old-B audit-only branch/package frontier artifact"
"PACKAGE_FRONTIER_SUMMARY_212DFB.json","492","2026-07-06T07:48:40.9500966Z","A7208FB35A9E5386AC32E352FC9F4BC9831A287605F5C089138E83FFFDACF7E6","old-B audit-only branch/package frontier artifact"
"PACKAGE_NUMBER_KIND_COUNTS_212DFB.csv","58691","2026-07-06T07:48:32.2951219Z","313DA67E1191F57A1FE601D6E2D28666ADC47684363CF782B45EC6929D9F2E7C","old-B audit-only branch/package frontier artifact"
"PACKAGE_REFERENCE_IGNORED_DATE_LIKE_MATCHES.csv","223","2026-07-06T07:48:31.3762846Z","16C30306811E3DB0194DA54CF99E5A19D3DAD3D63475A7197D61E412538D49C2","old-B audit-only branch/package frontier artifact"
"PACKAGE_REFERENCE_PATHS_212DFB.csv","2942338","2026-07-06T07:48:31.3752860Z","648DCE0BFE75B971446F8D39929C349AEE6EC91B9331D57395691A496D0DD1DA","old-B audit-only branch/package frontier artifact"
"README.md","4742","2026-07-06T07:50:41.0396914Z","DD8B9A39D27E8CA4B1F4984AECE502B31209A98797CB15F4F7C3FE86F7079D37","old-B audit-only branch/package frontier artifact"
