"file","extension","bytes","sha256","artifact_class","b3_raw_source_pattern","b3_zip_primary","b3_temp_cache_runtime_pattern","over_5_mib","package_action","payload_boundary","source_body_or_media_payload","license_or_authority_claim","translation_or_pilot_claim","ethics_authority_note"
"NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md",".md","14215","2b7ed3db35fd8d0b796ddc5cfcd50752b64a23177ed4e2d6dcbf57da0d579327","authority_or_routing_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv",".csv","16573","a002d41c2fe5182491be687903dbe5e86285795ddfb09c9fd9d0914a2fcab0cd","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_ARUBA_PAPIAMENTO_SOURCE_ROUTE_RETRY_ADDENDUM_20260705.csv",".csv","10778","663e4e25815653ec49c8121b058ef8e111c5eeaf0ae1656679b61c3129f87ef7","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_ARUBA_PAPIAMENTO_SOURCE_ROUTE_RETRY_ADDENDUM_20260705.md",".md","4051","93be35dbee4f0be65ecd851e026ab84f17058c3a48ab75d823064a02a30d9dfd","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BISLAMA_OFFICIAL_SOURCE_RETRY_ADDENDUM_20260705.csv",".csv","12765","4413d066f8850716ad4637abb607037cbed50d0cc7edb14629c6891ed0948df0","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BISLAMA_OFFICIAL_SOURCE_RETRY_ADDENDUM_20260705.md",".md","4620","311de2b374151ab3a4f685b7a85b8e5534b8166442cdda2c0d7d4bd6f313ee8c","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md",".md","11274","7c0ea96f0e5d689b3a31691b1aa9ef0ff73a59125b862df708aed8df7473c89b","blocker_or_gate_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BOLIVIA_QUECHUA_RED_MINEDU_SOURCE_CAPTURE_ADDENDUM_20260705.csv",".csv","4303","2be47bee35dc05dc0a474f29386c5104430c708885759756f98868e716ee212f","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BOLIVIA_QUECHUA_RED_MINEDU_SOURCE_CAPTURE_ADDENDUM_20260705.md",".md","2832","44c9ac340e0198edb052282c04d4769b4e34e4596006bdf0a72db563841b060d","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md",".md","9850","80f992c445e89efa98b99e30ed3bf9763b36d0dcff6dd1fb22f93b79d6fe50a0","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
