"package","relative_path","expected_sha256","actual_sha256","bytes","status"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","b3/B3_ROUTE.csv","f74d9777b4fb47aac262403f8a0c11d74eb3635480936a4cc571f99216020188","f74d9777b4fb47aac262403f8a0c11d74eb3635480936a4cc571f99216020188","720","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","blockers/R6_2BD3E449_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","f59a2a311c8b60fabe1235ef2d9781247af54f4ef32c4b9bc53e050c79c6d90a","f59a2a311c8b60fabe1235ef2d9781247af54f4ef32c4b9bc53e050c79c6d90a","2060","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_2BD3E449_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","c57129276b3c718e96faa8098f755eef47d85fd4a41a40f3707b2597d0a89dcf","c57129276b3c718e96faa8098f755eef47d85fd4a41a40f3707b2597d0a89dcf","553","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_2BD3E449_LOCAL_HEAD_NAMED_FILE_HITS.csv","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","5","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_2BD3E449_PAYLOAD_FRONTIER_CORRECTION.csv","6a93c735aa4b95088701b3602e8d7ef7958f2b03026c2953bbca08f84eedb0f8","6a93c735aa4b95088701b3602e8d7ef7958f2b03026c2953bbca08f84eedb0f8","1025","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","ethics/R6_2BD3E449_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","b17cadff4005c09fe82b31615394ee0704c4b79c775b41f828fbd9207fda003e","b17cadff4005c09fe82b31615394ee0704c4b79c775b41f828fbd9207fda003e","1149","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","fable/R6_2BD3E449_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","d3c04764e768fc7c396507f06635cbf08108633b0c2fc8f9823052749d8cb791","d3c04764e768fc7c396507f06635cbf08108633b0c2fc8f9823052749d8cb791","1536","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","input-verification/R6_2BD3E449_PRIOR_PACKAGE_SHA_VERIFY.csv","08a08cfd2a3ef8f0272b23583a4a56624e30fbde33f91cb21167e345e1098851","08a08cfd2a3ef8f0272b23583a4a56624e30fbde33f91cb21167e345e1098851","4423","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","logs/LOGBOOK_EXCERPT_20260706.md","e6efbe0d38d06004b9ee7f3f97dabf7233c0b9208555cea356b9ea49e7f72f81","e6efbe0d38d06004b9ee7f3f97dabf7233c0b9208555cea356b9ea49e7f72f81","1722","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","mutual-watch/R6_2BD3E449_MUTUAL_WATCH_OBSERVATION.csv","e0c8961864eee28bf7b58b1a0c044a2efa6948400c4ece1919b0be60c253df39","e0c8961864eee28bf7b58b1a0c044a2efa6948400c4ece1919b0be60c253df39","627","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","0a3b3488782fffeee1e0504fa599dab119f9cd7b34e78a5c31893a9502d87c24","0a3b3488782fffeee1e0504fa599dab119f9cd7b34e78a5c31893a9502d87c24","897","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","README.md","8239448819cab57cca774c7c90de77fb1e7ed2b102af7f620e86ad555b5708f5","8239448819cab57cca774c7c90de77fb1e7ed2b102af7f620e86ad555b5708f5","1972","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","source-use/R6_2BD3E449_CROSS_LANE_CONTEXT_BOUNDARY.csv","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","5","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","source-use/R6_2BD3E449_SOURCE_USE_CONTINUATION_LEDGER.csv","4bb25d6f30e13020605038fb66f1547326361b1f2315359a0643766f692be731","4bb25d6f30e13020605038fb66f1547326361b1f2315359a0643766f692be731","2310","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","witness-index/R6_2BD3E449_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","01838883f968faacb280c6f09dcd5ccb2d03e13e4568f5e7b9a763e456232ac8","01838883f968faacb280c6f09dcd5ccb2d03e13e4568f5e7b9a763e456232ac8","250780","ok"
"outputs/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","witness-index/R6_2BD3E449_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","8407651e8facee4119a2646d98cce98d83953434fabfb94b7c5a43bab3907de7","8407651e8facee4119a2646d98cce98d83953434fabfb94b7c5a43bab3907de7","34495","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","2BD3E449_B3_HANDOFF_BOUNDARIES_20260707.csv","c54b767c57faa6d50015db61559caf48a55011c71abb50ec473222bf688c6364","c54b767c57faa6d50015db61559caf48a55011c71abb50ec473222bf688c6364","1260","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","2BD3E449_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","ec30a465602e7951736a089a76bd3cb50e947d5b2bc5f52ab76a373200d9e33b","ec30a465602e7951736a089a76bd3cb50e947d5b2bc5f52ab76a373200d9e33b","3693","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","2BD3E449_SAME_FRONTIER_WAKE_DEDUP_20260707.csv","a30f79f8903eae3d8c34b7bc26cfafb7e9badc696196e294e76b1b1989dde815","a30f79f8903eae3d8c34b7bc26cfafb7e9badc696196e294e76b1b1989dde815","3917","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","2BD3E449_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","41d9f997d2594c838e08a04f239560099331bb3a832979217a0695c7709cbbf5","41d9f997d2594c838e08a04f239560099331bb3a832979217a0695c7709cbbf5","4129","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","2BD3E449_STALE_WAKE_DEDUP_019F2B1C_0B86_20260707.csv","22c57c7060de350b6c36823213458f1b6412add8e8c62177fb36e53a52b86f77","22c57c7060de350b6c36823213458f1b6412add8e8c62177fb36e53a52b86f77","1192","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","ACTIVE_SESSION_STATE.md","ceaff613a24e7951f611681fd04f710cbf0f868f3519971b00923a247231f78d","ceaff613a24e7951f611681fd04f710cbf0f868f3519971b00923a247231f78d","1542","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","adverse_evidence.csv","5a9efbc1e398077b8c4d409b7206847ef4ea1bd0b824110d89899e60bfb145b0","5a9efbc1e398077b8c4d409b7206847ef4ea1bd0b824110d89899e60bfb145b0","1604","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","B3_UPLOADER_READY_SUMMARY_2BD3E449.csv","b7dd225da405b7b50609a040e3057b8f2b9c92bf16c678156b2b9ea84f73db10","b7dd225da405b7b50609a040e3057b8f2b9c92bf16c678156b2b9ea84f73db10","667","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","branch_weight_ledger.csv","c42d2de54acfcd4886043f4bd13b0084b449f0c223f65f285da6a8db2500524a","c42d2de54acfcd4886043f4bd13b0084b449f0c223f65f285da6a8db2500524a","5502","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","do_not_use.csv","43c2ef5560af679008bd3f0523980607f263ef827b3572acb8a20b73be297675","43c2ef5560af679008bd3f0523980607f263ef827b3572acb8a20b73be297675","1913","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","DRAFT_NONCANONICAL_PRETRANSLATION_INTERLINEAR_ROWS_2BD3E449.csv","bc1bfa7e07cf87fba65c20a7cd0ee8a5583d98d97ce286b57b411e7f3b816fc4","bc1bfa7e07cf87fba65c20a7cd0ee8a5583d98d97ce286b57b411e7f3b816fc4","8523","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","EXACT_BLOCKERS_AND_RECOVERY_ROWS_2BD3E449.csv","1eed738e889f024aa871f393f3d28790d373a1bf35e5157eabcc174a4d67e545","1eed738e889f024aa871f393f3d28790d373a1bf35e5157eabcc174a4d67e545","9353","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","FABLE_FORMAL_OBJECT_CARRYFORWARD_2BD3E449.csv","b7de6b3e1b0ee5e64b28ae66a512cad10d38bd8c6f2957c5315ae01dc2509a26","b7de6b3e1b0ee5e64b28ae66a512cad10d38bd8c6f2957c5315ae01dc2509a26","6042","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","FABLE_REQUIREMENTS_ACKNOWLEDGED_20260707.md","99692e9a0a8a02ae95a4f1de1bab0908e2bf6b3e21952a4b33e92bc900068b43","99692e9a0a8a02ae95a4f1de1bab0908e2bf6b3e21952a4b33e92bc900068b43","1123","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","forms.csv","26022528eda2d81ec547b04f34e3b68cdb30a746401be44dc713a093f8d8a104","26022528eda2d81ec547b04f34e3b68cdb30a746401be44dc713a093f8d8a104","10505","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","FRONTIER_DELTA_2BD3E449.csv","3b959ef8985b6fbc41c4eeb1cf7bd74da5e69d1e4ed91386e7d25f75dc20d895","3b959ef8985b6fbc41c4eeb1cf7bd74da5e69d1e4ed91386e7d25f75dc20d895","1567","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","HEARTBEAT_20260707.md","6bae569c1005ddd4d9b3dedc5831b8843951bee8ee693b8388af325af18c4ef6","6bae569c1005ddd4d9b3dedc5831b8843951bee8ee693b8388af325af18c4ef6","2578","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","languages.csv","4df41260b0318483b6960924f7f2a5356a2ea356c734c90fe51530039a18b57c","4df41260b0318483b6960924f7f2a5356a2ea356c734c90fe51530039a18b57c","1507","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","lexemes.jsonl","009670ae69ee28c5005c6c534869c55f6f327f0e8adba6f275648089661da0b2","009670ae69ee28c5005c6c534869c55f6f327f0e8adba6f275648089661da0b2","2437","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","marginal_intelligibility.csv","1b32510e55639ebd172c6ecf935f867a2b1ee29e0a79c94802b4a45898907c4b","1b32510e55639ebd172c6ecf935f867a2b1ee29e0a79c94802b4a45898907c4b","4167","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","README.md","38e1f5f478c8368595a4cc173ff91ddd8824d68f5065ba3cbd0d74e5ceadeca1","38e1f5f478c8368595a4cc173ff91ddd8824d68f5065ba3cbd0d74e5ceadeca1","2531","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","rules_acknowledgement.md","b5eded5064ec24b97118b227a4caa39e5b2c6d7542b0573b02e43eae3c3c2d20","b5eded5064ec24b97118b227a4caa39e5b2c6d7542b0573b02e43eae3c3c2d20","4655","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","SESSION_LOGBOOK_20260707.md","2c83d09bf544aa7cfe6493abe6eb015fd1a4b38bb5c697a110315d8c07a756c2","2c83d09bf544aa7cfe6493abe6eb015fd1a4b38bb5c697a110315d8c07a756c2","2265","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","source_documents.csv","479336f2d88a42d261972068e75a2ba388293f370cf6ce7d0ed5dfa7968b4a13","479336f2d88a42d261972068e75a2ba388293f370cf6ce7d0ed5dfa7968b4a13","63239","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","SOURCE_USE_GAP_ADVERSE_FABLE_LEDGER_2BD3E449.csv","ff5180ab47c12af242a6deb96bd34178f430bbe57f6f658d1088fb86ae119fed","ff5180ab47c12af242a6deb96bd34178f430bbe57f6f658d1088fb86ae119fed","4650","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","source_use_ledger.csv","2e3a5e84e666f24b435c03153a5ed72be55c4ca5f774998fd6460ae3f68dcfab","2e3a5e84e666f24b435c03153a5ed72be55c4ca5f774998fd6460ae3f68dcfab","3981","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","SOURCE_WITNESS_SUBSET_BY_SUBLANE_2BD3E449.csv","cdd1bd8e3dfb7d97452d99571422ae369562e725d28d7d021b3575c5df956fa1","cdd1bd8e3dfb7d97452d99571422ae369562e725d28d7d021b3575c5df956fa1","15498","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","SUBLANE_SOURCE_CONTEXT_MANUAL_REVIEW_NOTES_2BD3E449.csv","c7b0f9a2184f76b3f5879d26d93d8753a229c13c78dc99211e79e2a60c0e37c5","c7b0f9a2184f76b3f5879d26d93d8753a229c13c78dc99211e79e2a60c0e37c5","16690","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","SUMMARY_COUNTS_2BD3E449.csv","0e35605e2443052901a4217c3acd25ba09c12a48c6c5520a69cb58cb7e678f28","0e35605e2443052901a4217c3acd25ba09c12a48c6c5520a69cb58cb7e678f28","838","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","TG_CYRL_TJ_SOURCE_DISCOVERY_ONLY_ROWS_2BD3E449.csv","e6b11314dd80a6e9a402bad1ebee9bdc86bdd8e7c6fca4caeb4aa690c09fdf5f","e6b11314dd80a6e9a402bad1ebee9bdc86bdd8e7c6fca4caeb4aa690c09fdf5f","13033","ok"
"C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/outputs/PERSIANATE_TAJIK_2BD3E449_FRONTIER_CORRECTION_RECOVERY_20260707","word_weights.csv","c79a02e76f4adb30efdb628e101ee17841e88cb51e79694256a64a872c65f757","c79a02e76f4adb30efdb628e101ee17841e88cb51e79694256a64a872c65f757","4098","ok"
