"status","path","category","source_use_decision","notes"
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/B3_UPLOADER_READY_SUMMARY.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/MANIFEST.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/PACKAGE_VALIDATION.json","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/R3_7B77DA5B_BLOCKERS_AND_RECOVERY_ROWS.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/R3_7B77DA5B_BRANCH_COMMITS_FROM_EB15C5DD.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/R3_7B77DA5B_BRANCH_DELTA_FROM_EB15C5DD.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/R3_7B77DA5B_BRANCH_VISIBLE_732B_PACKET_HASH_CHECK.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/R3_7B77DA5B_CARRIED_FORWARD_732B_SOURCE_USE_GAP_ROWS.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/R3_7B77DA5B_INCOMING_WAKE_DEDUP.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/R3_7B77DA5B_REVIEW_ONLY_BOUNDARY_ROWS.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/R3_7B77DA5B_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/README.md","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/SHA256SUMS.txt","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
