"branch_head_active","previous_branch_head","carry_forward_type","direct_r7_body_change_at_212dfb","branch_effect","blocker_carry_forward","c7fb_change","next_action_under_c7fb","blocker_id","scope","source_witness_row_id","source_title","observed_state","searched_paths_or_file","next_recovery_action","active_recovery_status","authority_boundary"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-MI-ID-GLOS-01","comparator_only_body_not_translation_authority","MI-ID-GLOS-01","indonesia_glosarium_matematika_1993_wikimedia_mirror","official_repository_timed_out_mirror_only_not_proof_prose","bodies/comparator_only_body_not_translation_authority/MI-ID-GLOS-01__indonesia_glosarium_matematika_1993_wikimedia_mirror.pdf","preserve comparator-only label; do not treat as term authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-MI-ID-GLOS-02","comparator_only_body_not_translation_authority","MI-ID-GLOS-02","indonesia_glosarium_matematika_2008_wikimedia_mirror","official_repository_timed_out_mirror_only_not_proof_prose","bodies/comparator_only_body_not_translation_authority/MI-ID-GLOS-02__indonesia_glosarium_matematika_2008_wikimedia_mirror.pdf","preserve comparator-only label; do not treat as term authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-MI-MY-GLOS-01","comparator_only_body_not_translation_authority","MI-MY-GLOS-01","um_bm_to_english_math_terms","terminology_glossary_not_proof_prose","bodies/comparator_only_body_not_translation_authority/MI-MY-GLOS-01__um_bm_to_english_math_terms.pdf","preserve comparator-only label; do not treat as term authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-MI-MY-GLOS-02","comparator_only_body_not_translation_authority","MI-MY-GLOS-02","um_english_to_bm_math_terms","terminology_glossary_not_proof_prose","bodies/comparator_only_body_not_translation_authority/MI-MY-GLOS-02__um_english_to_bm_math_terms.pdf","preserve comparator-only label; do not treat as term authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-MI-MY-PRPM-01","comparator_only_body_not_translation_authority","MI-MY-PRPM-01","prpm_invarian_search","search_result_only_not_exact_adoption_or_translation_authority","bodies/comparator_only_body_not_translation_authority/MI-MY-PRPM-01__prpm_invarian_search.html","preserve comparator-only label; do not treat as term authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-MI-MY-PRPM-02","comparator_only_body_not_translation_authority","MI-MY-PRPM-02","prpm_kovarian_search","search_result_only_not_exact_adoption_or_translation_authority","bodies/comparator_only_body_not_translation_authority/MI-MY-PRPM-02__prpm_kovarian_search.html","preserve comparator-only label; do not treat as term authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-MI-MY-PRPM-03","comparator_only_body_not_translation_authority","MI-MY-PRPM-03","prpm_paduan_search","search_result_only_not_exact_adoption_or_translation_authority","bodies/comparator_only_body_not_translation_authority/MI-MY-PRPM-03__prpm_paduan_search.html","preserve comparator-only label; do not treat as term authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-MI-MY-PRPM-04","comparator_only_body_not_translation_authority","MI-MY-PRPM-04","prpm_unggulan_search","search_result_only_not_exact_adoption_or_translation_authority","bodies/comparator_only_body_not_translation_authority/MI-MY-PRPM-04__prpm_unggulan_search.html","preserve comparator-only label; do not treat as term authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-BS-BRUNEI-CTX-01","route_context_body_not_translation_authority","BS-BRUNEI-CTX-01","brunei_translation_language_education_1994","not_mathematics_or_algebra_terminology_authority","bodies/route_context_body_not_translation_authority/BS-BRUNEI-CTX-01__brunei_translation_language_education_1994.pdf","recover exact target-language higher-algebra body/topic gate before draft use","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb7e644e04102b67cc5da379ba9d4226feaef8","active blocker/recovery rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","active_recovery_required","no direct blocker closure from R3/R6 c7fb commits","continue exact body/provenance search; if recovered, add source body path/hash/source-use label before any draft support","R7-8F7D1CB-BLOCKER-BS-BRUNEI-CTX-02","route_context_body_not_translation_authority","BS-BRUNEI-CTX-02","brunei_ubd_code_switching_intelligibility_emi_2017","not_algebra_terminology_authority","bodies/route_context_body_not_translation_authority/BS-BRUNEI-CTX-02__brunei_ubd_code_switching_intelligibility_emi_2017.pdf","recover exact target-language higher-algebra body/topic gate before draft use","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
