"branch_head_active","previous_branch_head","carry_forward_type","direct_r7_body_change_at_212dfb","branch_effect","c7fb_delta_direct_r7_body_change","c7fb_delta_effect","ledger_id","row_id","ledger_type","allowed_use","blocked_or_adverse_use","source_context","status","boundary"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-ID-PROOF-01","MI-ID-PROOF-01","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-ID-PROOF-02","MI-ID-PROOF-02","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-ID-PROOF-03","MI-ID-PROOF-03","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-ID-PROOF-04","MI-ID-PROOF-04","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-ID-PROOF-05","MI-ID-PROOF-05","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-ID-SPEC-01","MI-ID-SPEC-01","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-ID-SPEC-02","MI-ID-SPEC-02","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-ID-SPEC-03","MI-ID-SPEC-03","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-MY-COURSE-01","MI-MY-COURSE-01","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Malaysian Malay","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-MY-COURSE-02","MI-MY-COURSE-02","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Malaysian Malay","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-MY-COURSE-03","MI-MY-COURSE-03","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Malaysian Malay","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-MY-COURSE-04","MI-MY-COURSE-04","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Malaysian Malay","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-MY-COURSE-05","MI-MY-COURSE-05","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Malaysian Malay","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-MY-COURSE-06","MI-MY-COURSE-06","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Malaysian Malay","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-MI-MY-SPEC-01","MI-MY-SPEC-01","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Malaysian Malay","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-REC-C2-ID-DIRECTSUM-ITB-01","REC-C2-ID-DIRECTSUM-ITB-01","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-REC-C2-ID-DIRECTSUM-UNILA-01","REC-C2-ID-DIRECTSUM-UNILA-01","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-REC-C2-ID-CONTRAVARIAN-UNDIP-01","REC-C2-ID-CONTRAVARIAN-UNDIP-01","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-SU-REC-C2-ID-ELEMDIV-ITB-BAB3-01","REC-C2-ID-ELEMDIV-ITB-BAB3-01","source-use","source-backed generated-draft/non-canonical pretranslation and interlinear context","native review, accepted terminology, license clearance, source certification, final or translation-completion claim","Indonesian","extracted","source-backed generated-draft/non-canonical support only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-DNU-DIRECTSUM-DIRECTPRODUCT","darap langsung as direct-sum evidence","adverse/do-not-use","check exact passage and notation","direct product and direct sum must remain separated unless exact formula context shows equivalence","R7 source-use boundary","adverse-evidence","do-not-use/adverse-evidence"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-DNU-COURSE-AS-PROOF","course/catalog row as proof authority","adverse/do-not-use","recover or cite proof/article passage","course rows can support source-canon terminology context but not proof-language authority without proof prose","R7 source-use boundary","source-use boundary","do-not-use/adverse-evidence"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-DNU-COMPARATOR-AUTHORITY","PRPM/MABBIM/comparator row as translation authority","adverse/do-not-use","use only direct source-gated rows for draft support","comparator-only material remains held out","R7 source-use boundary","adverse-evidence","do-not-use/adverse-evidence"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-WC4-DNU-APPROVAL","accepted terminology/native review/source certification","adverse/do-not-use","label generated-draft/non-canonical","no review/license/certification gate exists in this lane output","R7 source-use boundary","governance boundary","do-not-use/adverse-evidence"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-ID-GLOS-01","MI-ID-GLOS-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: official_repository_timed_out_mirror_only_not_proof_prose","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
