"branch_head","claim","value","evidence_basis"
"6034c6b4126af7268d61e39ddb2e84d4842202f0","mapping","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","translation","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","approval","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","native_review","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","accepted_terminology","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","license_clearance","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","gate_promotion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","source_certification","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","final_status","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","bridge_pilot","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"6034c6b4126af7268d61e39ddb2e84d4842202f0","translation_completion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
