relative_path,artifact_class,bytes,sha256
controls/COMPILED_REFERENCE_VALIDATION.json,validation_control,6231,9D4C78BBE27B136C17339BFDFF55BAA0D2CFA288E5E530568453361F763D3CC3
controls/DELIVERY_MANIFEST_VALIDATION.json,validation_control,579,573E0F4EE9B66273A9AC7D426B23BF2DC8014733E972ED6D8034D1C1F660F45A
controls/EDGE_SET_SUPERSESSION.csv,validation_control,591474,0E38B5203C3FC59CBE3D9C2508253B375D936562EB830B1A6B5E0BF3DAA41AD1
controls/EDGE_SET_SUPERSESSION.json,validation_control,27563,5D02ADF4E87ADCA370F7040C3E755298ABBA5D88C08EFC3B1AE91373335CC554
controls/FINAL_REFERENCE_SUMMARY.json,validation_control,31078,E4B8B872DA7D0FE8D4165BC2F03F12A1A872E4BF7B12861A8EBBD489B1F8BB85
controls/FONT_INVENTORY_VALIDATION.json,validation_control,7908,55A948818BC3CBE8F82B478C192F0ADC6B5013182A8BAF04CB4EEA5795D30F81
controls/GENERATION_SUMMARY.json,validation_control,31740,9FFB6383728D56B3B23D6DCB86180CD125165BB6DDCE80F1D78B1D11880D7FFF
controls/INDEPENDENT_RESIDUAL_AUDIT.json,validation_control,964,FAAEAEA062489187C5BD209CBBBB2652C624B2936D31016427F48D3F3096026B
controls/LOCATOR_RESIDUAL_AUDIT.csv,validation_control,598821,430AA2E86A62E86E78168391A747CFEDEA30D1FBB03A691531CEDB3B9A7B06FD
controls/MACHINE_READABLE_INTERNAL_REFERENCES_CONVENTION_v2_EXHAUSTIVE.md,validation_control,5149,F5BDC71164EDA34128E584E4F117993D31EE07698E329986CF5013519E5CA8CC
controls/REPRESENTATIVE_VISUAL_INSPECTION.md,validation_control,676,C4C240301BF18FB5681ABF5779C51142B41E46EC02D5811F14BEA847E6F4049A
controls/RETROFIT_SHA256SUMS.csv,validation_control,4666,6423A1ACE5AE9C3B00FAC30F80328E6E0673390695B04E2996A0F5860FECA5D6
controls/RETROFIT_VALIDATION.json,validation_control,6231,9D4C78BBE27B136C17339BFDFF55BAA0D2CFA288E5E530568453361F763D3CC3
controls/SEALED_PAYLOAD_VALIDATION.json,validation_control,1138,DD7FE080237199D278247EDC469B70BEEE08F393E447E28D49596D8B980A7D9D
controls/SUBITEM_REFERENCE_AUDIT.csv,validation_control,15520,E799672B84A7BD17E587C5ED83BD1728B6BC6B9ECF23EF8A2C4F047ADD9F9D60
