filelist_id,lead_identifier,lead_source,candidate_url,file_path_or_name,file_type_or_format,size_bytes,sha_or_hash_signal,metadata_source_path,metadata_source_sha256,license_or_access_signal,topic_language_tags,filelist_role,source_gate_decision,explicit_blocker,body_saved,source_text_saved,promotion_allowed
R9-HAUSA-FILELIST-IA-001,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/__ia_thumb.jpg,__ia_thumb.jpg,Item Tile,13871,sha1=6ee561babd44a5fd6d187437a9270d1c4d5b072e; md5=00cede60016a4f9703ff5b1f652ada52,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_static_preview_metadata_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-002,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf,hawiki-Lissafi-20200722.pdf,Text PDF,881857,sha1=e12108bedc9bf33aa1b5903ba8b73be7d04b69cb; md5=41d00099bc6a48f593b93e0880f39a40,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,public_wiki_pdf_file_metadata_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-003,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf_archive.torrent,hawiki-Lissafi-20200722.pdf_archive.torrent,Archive BitTorrent,3115,sha1=1ebc514fe687a8e02e5a9df3ad11ecf03d889a55; md5=5fafc33103138898b0ddb356bfaeefe6,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_distribution_sidecar_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-004,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf_files.xml,hawiki-Lissafi-20200722.pdf_files.xml,Metadata,,md5=f7dfeea04522f8bdb7c5ff01b923323c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_metadata_sidecar_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-005,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf_meta.sqlite,hawiki-Lissafi-20200722.pdf_meta.sqlite,Metadata,9216,sha1=44b335d9ec93464a2cdf76ddcbe44d372c7b7526; md5=057b6b85f6b9711dec1705867b278b67,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_metadata_sidecar_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-006,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf_meta.xml,hawiki-Lissafi-20200722.pdf_meta.xml,Metadata,1241,sha1=ba42f1a24ab50ae75f9be5af72d02d121cd69c9e; md5=b7ca6aa93d2f64cede411cacad1f108c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_metadata_sidecar_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-007,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722_abbyy.gz,hawiki-Lissafi-20200722_abbyy.gz,Abbyy GZ,37178,sha1=3b3cbca0dda465158aca19be0bc74d6da8c1b949; md5=ee299f03958eae7afe2ff8c9271c67bf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_derivative_ocr_or_image_file_metadata_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-008,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722_djvu.txt,hawiki-Lissafi-20200722_djvu.txt,DjVuTXT,2772,sha1=c42749fb53b4d27ec9a34aade9a25a4f3fbbe9ef; md5=0f13aee516480ce6137cd0907e124352,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_derivative_ocr_or_image_file_metadata_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-009,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722_djvu.xml,hawiki-Lissafi-20200722_djvu.xml,Djvu XML,30795,sha1=5f2343f58fe167a26c9193ff456db09aa0b1f06b; md5=5ca9a1646e7b46845c869ed315adfc61,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_metadata_sidecar_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
R9-HAUSA-FILELIST-IA-010,hawiki-Lissafi-20200722.pdf,Internet Archive metadata file list,https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722_jp2.zip,hawiki-Lissafi-20200722_jp2.zip,Single Page Processed JP2 ZIP,645179,sha1=605c27188e3d429818dbe613d9bc91a2004ded7f; md5=029cf67d7b8b6acec8261b7a8ce03d3a,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_deferred_lead_detail\ia_hawiki_lissafi_metadata.json,a5335fd474274ff9633e9f5b54c6114f9cde3ed20f9bcc98e018bdc556e522d5,licenseurl=https://creativecommons.org/licenses/by-sa/3.0/; creator=Wikipedia; language=Hausa; mediatype=texts; date=2020-07-22,Hausa; lissafi/math; Wikipedia-derived public wiki/register context; Internet Archive texts metadata,ia_derivative_ocr_or_image_file_metadata_only,not_admitted_filelist_metadata_only,"File-list metadata only. No IA file body, OCR text, PDF text, attribution-chain review, source-owner return, or math-source corpus review was captured; Wikipedia-derived public/register context is not admitted as a school/university/publisher source witness.",false,false,false
