language_code,language_name,repo,path,url,reason,detail
pl,Polish,mhorod/tcs-suffering,aatl/chapters/Exercises/3/main.tex,https://github.com/mhorod/tcs-suffering/blob/1f8574d57c312b80c65b2e67374843251de1626a/aatl/chapters/Exercises/3/main.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mhorod/tcs-suffering,aatl/chapters/B/ideal.tex,https://github.com/mhorod/tcs-suffering/blob/1f8574d57c312b80c65b2e67374843251de1626a/aatl/chapters/B/ideal.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,stosowana-pl/sprawozdania_fizyka_LaTeX,1. Wahadło fizyczne/wersja 2/niepewnosc_rozszerzona.tex,https://github.com/stosowana-pl/sprawozdania_fizyka_LaTeX/blob/a1b53a01bba21534ee5c327bb4c1f40fe133af8b/1. Wahadło fizyczne/wersja 2/niepewnosc_rozszerzona.tex,raw_download_failed,InvalidURL
pl,Polish,stosowana-pl/sprawozdania_fizyka_LaTeX,1. Wahadło fizyczne/wersja 2/1.tex,https://github.com/stosowana-pl/sprawozdania_fizyka_LaTeX/blob/a1b53a01bba21534ee5c327bb4c1f40fe133af8b/1. Wahadło fizyczne/wersja 2/1.tex,raw_download_failed,InvalidURL
pl,Polish,mlodyjesienin/Algebra-Komputerowa,06rozkladalnosc.tex,https://github.com/mlodyjesienin/Algebra-Komputerowa/blob/c8dabbbbc0649386cd6a5beca3057a75dee2726f/06rozkladalnosc.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,Rafisto/uni,1_semester_2023/algebra_1/lecture.tex,https://github.com/Rafisto/uni/blob/d4c296b0773defbabdaf7029b338f48577db4187/1_semester_2023/algebra_1/lecture.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mhorod/tcs-suffering,probabil/chapters/entropy/shannons-theorem.tex,https://github.com/mhorod/tcs-suffering/blob/1f8574d57c312b80c65b2e67374843251de1626a/probabil/chapters/entropy/shannons-theorem.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,Rafisto/uni,6_semester_2026/algebra/lecture.tex,https://github.com/Rafisto/uni/blob/d4c296b0773defbabdaf7029b338f48577db4187/6_semester_2026/algebra/lecture.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,Rafisto/uni,6_semester_2026/algebra/task1/task1.tex,https://github.com/Rafisto/uni/blob/d4c296b0773defbabdaf7029b338f48577db4187/6_semester_2026/algebra/task1/task1.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,TCA166/notes,algebra/algebra.tex,https://github.com/TCA166/notes/blob/f1e5d9562135ae824643e4e7b04881f2cf4923bf/algebra/algebra.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mlodyjesienin/Algebra-Komputerowa,02powtorzenie.tex,https://github.com/mlodyjesienin/Algebra-Komputerowa/blob/c8dabbbbc0649386cd6a5beca3057a75dee2726f/02powtorzenie.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mdbrnowski/notes,src/algebra/lec3_structures.tex,https://github.com/mdbrnowski/notes/blob/91d90397867685f21c594a5ffc86d518afb0f309/src/algebra/lec3_structures.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,TCA166/notes,eatl/eatl.tex,https://github.com/TCA166/notes/blob/f1e5d9562135ae824643e4e7b04881f2cf4923bf/eatl/eatl.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,michaszko/analiza-II-zadania,L12/main.tex,https://github.com/michaszko/analiza-II-zadania/blob/48d2bed1a0fb3b60a349c2e514e741ebe699f7cd/L12/main.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mdbrnowski/Lean4-course,lean_itp.tex,https://github.com/mdbrnowski/Lean4-course/blob/0ee4e87f9fd084aca37f8d2ed098ba2d191631b9/lean_itp.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mhorod/tcs-suffering,aatl/chapters/C/schonhage_strassen.tex,https://github.com/mhorod/tcs-suffering/blob/1f8574d57c312b80c65b2e67374843251de1626a/aatl/chapters/C/schonhage_strassen.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mlodyjesienin/Algebra-Komputerowa,05teoria-pierscieni.tex,https://github.com/mlodyjesienin/Algebra-Komputerowa/blob/c8dabbbbc0649386cd6a5beca3057a75dee2726f/05teoria-pierscieni.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mhorod/tcs-suffering,aatl/chapters/Exercises/4/main.tex,https://github.com/mhorod/tcs-suffering/blob/1f8574d57c312b80c65b2e67374843251de1626a/aatl/chapters/Exercises/4/main.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,wojtask/CormenSol,chapter08/ex8.4.tex,https://github.com/wojtask/CormenSol/blob/55b89ece4fd8b7427fa088462476452b5b507345/chapter08/ex8.4.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mattpap/masters-thesis,slides/slides.tex,https://github.com/mattpap/masters-thesis/blob/d15a7792f7907771e8fce72f0aa73f5eb66baf16/slides/slides.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,akwasniewski/zeta-suffering,36_atl/tex/chapters/364.tex,https://github.com/akwasniewski/zeta-suffering/blob/0f8acd8c385e9e9d4df5bb3ba82a5d1faf0175c4/36_atl/tex/chapters/364.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,ronia-jakim/zima-22,alg_1R/notatnik/01_wstep.tex,https://github.com/ronia-jakim/zima-22/blob/fdc4042164b8f444dc40113a879ce7bbf863ca81/alg_1R/notatnik/01_wstep.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,MarRogala/Warianty-gry-w-zycie-Conwaya,doc/paper.tex,https://github.com/MarRogala/Warianty-gry-w-zycie-Conwaya/blob/602662de3936f67fe2a2021df2a7d79c73deec4d/doc/paper.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,Piotreksaw/PRSW-projekt,sprawozdanie.tex,https://github.com/Piotreksaw/PRSW-projekt/blob/c02f7e152d96c4d65857eeeef054378da1b4e276/sprawozdanie.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,Szynkaa/PATOspiewnik,piosenki/memy.d/W_układzie_słonecznym.tex,https://github.com/Szynkaa/PATOspiewnik/blob/f458b5e1808da8fbb58477a827cb830d0749c002/piosenki/memy.d/W_uk%C5%82adzie_s%C5%82onecznym.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,NikodemWojtczak/riskscoop-ai,thesis/rozdzial4.tex,https://github.com/NikodemWojtczak/riskscoop-ai/blob/13f1eb755a7c0d199868c7435722ce1acd68dbb2/thesis/rozdzial4.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,NKFSUJ/LaTeX2025,chemia/tryb_chemiczny.tex,https://github.com/NKFSUJ/LaTeX2025/blob/dfc23e947b2953aaed7cb74de4974b912e07e53f/chemia/tryb_chemiczny.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,mishioo/dysertacja,chapter-2/sugars.tex,https://github.com/mishioo/dysertacja/blob/445dc4c12453ed26e6443501aad38b408ad293e7/chapter-2/sugars.tex,blocked_missing_or_unclear_license_metadata,
pl,Polish,piotrdurniat/physics-lab-1,15-lab-65/report/15-lab-65-report.tex,https://github.com/piotrdurniat/physics-lab-1/blob/1de4538752d91ed9bd3dac497953b3d1c46bbc22/15-lab-65/report/15-lab-65-report.tex,blocked_missing_or_unclear_license_metadata,
cs,Czech,kubi48/TransistorTester-documentation,pdftex/czech/20-hardware.tex,https://github.com/kubi48/TransistorTester-documentation/blob/9097de6e9997077324ec5fa40683f3575cd8791e/pdftex/czech/20-hardware.tex,blocked_missing_or_unclear_license_metadata,
cs,Czech,draliii/oi-mszz,PST/PST.tex,https://github.com/draliii/oi-mszz/blob/613b97b4f75b6766de47ed1eddd03622c76e3d16/PST/PST.tex,blocked_missing_or_unclear_license_metadata,
