"current_head","arabic_support_id","routing_id","source_use_value","source_gate_status","source_object_path","source_object_exists","source_object_sha256_expected","source_object_sha256_actual","source_object_hash_status","object_row_number","source_pointer","source_hash","generated_draft_target_rendering","morpheme_or_phrase_gloss","register_alternatives","target_or_gloss_contains_arabic_script","formula_neighboring_usage_note","rtl_formula_note_required","adverse_evidence_check","reviewer_question","r3_owner_lane_action","noncanonical_label","boundary","b3_route"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0001","ROUTE-001938","audit-ledger","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","1","ar-src-001","D576A0BCFFF032D0B521BB5A215A185F741C58673440BB93BB38425E25D66047","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","support/provenance row; preserve source-use label and owner-lane review question","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0002","ROUTE-001939","audit-ledger","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","2","ar-src-002","200B3748CFEF3E0B6309F66AFB04D2081C2F41DB3070C94268CFF3D0B580548F","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","support/provenance row; preserve source-use label and owner-lane review question","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0003","ROUTE-001940","OCR-witness","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","3","ar-src-003","FA3D4BE433AF17BD5AA5B8BB09C39C3554B9C1EE58BE15E60396A726F62535BC","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","OCR witness separated; source-context check required before generated-draft wording","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0004","ROUTE-001941","OCR-witness","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","4","ar-src-004","D21790756752C4B87495924A46104A66DDF7F97D692953B59A4218E5C47403A1","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","OCR witness separated; source-context check required before generated-draft wording","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0005","ROUTE-001942","OCR-witness","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","5","ar-src-005","09E160B4B1B6E9F9DE763883B3E94530811E1DDD8FD8B3F630C01E457479C880","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","OCR witness separated; source-context check required before generated-draft wording","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0006","ROUTE-001943","OCR-witness","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","6","ar-src-006","2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","OCR witness separated; source-context check required before generated-draft wording","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0007","ROUTE-001944","OCR-witness","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","7","ar-src-007","2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","OCR witness separated; source-context check required before generated-draft wording","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0008","ROUTE-001945","OCR-witness","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","8","ar-src-008","CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","OCR witness separated; source-context check required before generated-draft wording","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0009","ROUTE-001946","OCR-witness","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","9","ar-src-009","E6CA304375C2FBEA1FDC41DECF5C447FE928FF0AA19BCF2F191F3BE615CEFA74","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","OCR witness separated; source-context check required before generated-draft wording","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","AR-AC6F4E-SUPPORT-0010","ROUTE-001947","OCR-witness","source-gated-owner-lane-scaffold-allowed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","true","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3","source_object_hash_match","10","ar-src-010","B875DE52637DBFADF5DD4CBDCAE7253209CFAAC61077BF627EB4C8DD99E744D4","","","","false","OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.","Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context","OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.","OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.","OCR witness separated; source-context check required before generated-draft wording","generated-draft; non-canonical; not native reviewed","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
