"PackageNumber","PackageRoot","Classification","FileCount","TotalBytes","BodyExtensionCount","SourceBodyWitnessSignalCount","PdfCount","TexFamilyCount","ZipCount","ManifestHashSignalCount","LogbookHeartbeatSignalCount","TextDataCount"
"325","interlanguage-sidecar/20260704/noether_pc_packages_324_325_20260704/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE325_20260704T215157_ROLLING_DELTA_AFTER_PACKAGE324","metadata-log-manifest-only","7","34567","0","0","0","0","0","4","0","7"
"355","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE355_20260705T013832_ROLLING_DELTA_AFTER_PACKAGE354","metadata-log-manifest-only","8","21122","0","0","0","0","0","5","0","8"
"364","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE364_20260705T015554_ROLLING_DELTA_AFTER_PACKAGE363","metadata-log-manifest-only","7","15552","0","0","0","0","0","3","0","7"
"370","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE370_20260705T020508_ROLLING_DELTA_AFTER_PACKAGE369","metadata-log-manifest-only","9","54065","0","0","0","0","0","5","0","9"
"371","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE371_20260705T020644_ROLLING_DELTA_AFTER_PACKAGE370","metadata-log-manifest-only","7","444729","0","0","0","0","0","3","0","7"
"377","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE377_20260705T024951_ROLLING_DELTA_AFTER_PACKAGE376","metadata-log-manifest-only","7","453949","0","0","0","0","0","3","0","7"
"379","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE379_20260705T033223_ROLLING_DELTA_AFTER_PACKAGE378","metadata-log-manifest-only","9","58196","0","0","0","0","0","5","0","9"
"380","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE380_20260705T033346_ROLLING_DELTA_AFTER_PACKAGE379","metadata-log-manifest-only","13","158501","0","0","0","0","0","5","2","12"
"381","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE381_20260705T033902_ROLLING_DELTA_AFTER_PACKAGE380","metadata-log-manifest-only","7","464071","0","0","0","0","0","3","0","7"
"382","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE382_20260705T034204_ROLLING_DELTA_AFTER_PACKAGE381","metadata-log-manifest-only","16","126268","0","0","0","0","0","7","0","16"
"389","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE389_20260705T035131_ROLLING_DELTA_AFTER_PACKAGE388","metadata-log-manifest-only","9","43053","0","0","0","0","0","6","0","9"
"394","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE394_20260705T035754_ROLLING_DELTA_AFTER_PACKAGE393","metadata-log-manifest-only","10","160888","0","0","0","0","0","3","1","10"
"395","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE395_20260705T035902_ROLLING_DELTA_AFTER_PACKAGE394","metadata-log-manifest-only","13","170972","0","0","0","0","0","6","1","13"
"396","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE396_20260705T040053_ROLLING_DELTA_AFTER_PACKAGE395","metadata-log-manifest-only","6","6298","0","0","0","0","0","3","0","6"
"398","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE398_20260705T040334_ROLLING_DELTA_AFTER_PACKAGE397","metadata-log-manifest-only","15","88089","0","0","0","0","0","7","0","15"
"399","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE399_20260705T040448_ROLLING_DELTA_AFTER_PACKAGE398","metadata-log-manifest-only","14","91238","0","0","0","0","0","6","0","14"
"402","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE402_20260705T040833_ROLLING_DELTA_AFTER_PACKAGE401","metadata-log-manifest-only","7","91260","0","0","0","0","0","3","1","7"
"405","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE405_20260705T042523_ROLLING_DELTA_AFTER_PACKAGE404","metadata-log-manifest-only","9","64503","0","0","0","0","0","5","0","9"
"408","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE408_20260705T042935_ROLLING_DELTA_AFTER_PACKAGE407","metadata-log-manifest-only","8","21655","0","0","0","0","0","3","0","8"
"410","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE410_20260705T043149_ROLLING_DELTA_AFTER_PACKAGE409","metadata-log-manifest-only","7","73784","0","0","0","0","0","3","1","7"
"413","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE413_20260705T043837_ROLLING_DELTA_AFTER_PACKAGE412","metadata-log-manifest-only","9","56733","0","0","0","0","0","3","0","9"
"414","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE414_20260705T043952_ROLLING_DELTA_AFTER_PACKAGE413","metadata-log-manifest-only","12","128036","0","0","0","0","0","6","1","12"
"416","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE416_20260705T044154_ROLLING_DELTA_AFTER_PACKAGE415","metadata-log-manifest-only","8","89561","0","0","0","0","0","4","1","8"
"418","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE418_20260705T044415_ROLLING_DELTA_AFTER_PACKAGE417","metadata-log-manifest-only","13","145400","0","0","0","0","0","5","0","13"
"420","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE420_20260705T044634_ROLLING_DELTA_AFTER_PACKAGE419","metadata-log-manifest-only","9","93152","0","0","0","0","0","5","1","9"
"421","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE421_20260705T044736_ROLLING_DELTA_AFTER_PACKAGE420","metadata-log-manifest-only","9","117122","0","0","0","0","0","3","1","9"
"422","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE422_20260705T044843_ROLLING_DELTA_AFTER_PACKAGE421","metadata-log-manifest-only","8","23744","0","0","0","0","0","5","0","8"
"423","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE423_20260705T045250_ROLLING_DELTA_AFTER_PACKAGE422","metadata-log-manifest-only","8","29761","0","0","0","0","0","3","0","8"
"424","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE424_20260705T045428_ROLLING_DELTA_AFTER_PACKAGE423","metadata-log-manifest-only","8","32124","0","0","0","0","0","3","0","8"
"427","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE427_20260705T045759_ROLLING_DELTA_AFTER_PACKAGE426","metadata-log-manifest-only","7","98366","0","0","0","0","0","3","1","7"
"429","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE429_20260705T045955_ROLLING_DELTA_AFTER_PACKAGE428","metadata-log-manifest-only","9","62304","0","0","0","0","0","5","0","9"
"430","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE430_20260705T050351_ROLLING_DELTA_AFTER_PACKAGE429","metadata-log-manifest-only","8","12134","0","0","0","0","0","3","0","8"
"432","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE432_20260705T051318_ROLLING_DELTA_AFTER_PACKAGE431","metadata-log-manifest-only","7","487311","0","0","0","0","0","3","0","7"
"438","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE438_20260705T055517_ROLLING_DELTA_AFTER_PACKAGE437","metadata-log-manifest-only","9","154179","0","0","0","0","0","3","2","9"
"440","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE440_20260705T055807_ROLLING_DELTA_AFTER_PACKAGE439","metadata-log-manifest-only","6","6207","0","0","0","0","0","3","0","6"
"441","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE441_20260705T055907_ROLLING_DELTA_AFTER_PACKAGE440","metadata-log-manifest-only","6","6204","0","0","0","0","0","3","0","6"
"442","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE442_20260705T060328_ROLLING_DELTA_AFTER_PACKAGE441","metadata-log-manifest-only","9","32514","0","0","0","0","0","3","0","9"
"443","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE443_20260705T060425_ROLLING_DELTA_AFTER_PACKAGE442","metadata-log-manifest-only","10","118139","0","0","0","0","0","6","1","10"
"444","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE444_20260705T060656_ROLLING_DELTA_AFTER_PACKAGE443","metadata-log-manifest-only","7","101257","0","0","0","0","0","3","1","7"
"445","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE445_20260705T060835_ROLLING_DELTA_AFTER_PACKAGE444","metadata-log-manifest-only","9","20793","0","0","0","0","0","6","0","9"
"446","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE446_20260705T060957_ROLLING_DELTA_AFTER_PACKAGE445","metadata-log-manifest-only","6","10181","0","0","0","0","0","3","0","6"
"453","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE453_20260705T061859_ROLLING_DELTA_AFTER_PACKAGE452","metadata-log-manifest-only","6","4858","0","0","0","0","0","3","0","6"
"456","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE456_20260705T062306_ROLLING_DELTA_AFTER_PACKAGE455","metadata-log-manifest-only","7","7969","0","0","0","0","0","4","0","7"
"457","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE457_20260705T062447_ROLLING_DELTA_AFTER_PACKAGE456","metadata-log-manifest-only","13","105671","0","0","0","0","0","5","0","13"
"458","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE458_20260705T062547_ROLLING_DELTA_AFTER_PACKAGE457","metadata-log-manifest-only","13","105816","0","0","0","0","0","5","0","13"
"464","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE464_20260705T063523_ROLLING_DELTA_AFTER_PACKAGE463","metadata-log-manifest-only","8","23723","0","0","0","0","0","3","0","8"
"466","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE466_20260705T064037_ROLLING_DELTA_AFTER_PACKAGE465","metadata-log-manifest-only","7","12188","0","0","0","0","0","3","0","7"
"467","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE467_20260705T064201_ROLLING_DELTA_AFTER_PACKAGE466","metadata-log-manifest-only","7","49200","0","0","0","0","0","3","1","7"
"469","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE469_20260705T064429_ROLLING_DELTA_AFTER_PACKAGE468","metadata-log-manifest-only","8","17592","0","0","0","0","0","3","0","8"
"471","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE471_20260705T064632_ROLLING_DELTA_AFTER_PACKAGE470","metadata-log-manifest-only","7","84771","0","0","0","0","0","3","1","7"
"473","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE473_20260705T064830_ROLLING_DELTA_AFTER_PACKAGE472","metadata-log-manifest-only","7","502227","0","0","0","0","0","3","0","7"
"474","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE474_20260705T065500_ROLLING_DELTA_AFTER_PACKAGE473","metadata-log-manifest-only","14","666133","0","0","0","0","0","5","2","13"
"475","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE475_20260705T065609_ROLLING_DELTA_AFTER_PACKAGE474","metadata-log-manifest-only","6","12525","0","0","0","0","0","3","0","6"
"476","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE476_20260705T065842_ROLLING_DELTA_AFTER_PACKAGE475","metadata-log-manifest-only","9","60425","0","0","0","0","0","3","0","9"
"477","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE477_20260705T065954_ROLLING_DELTA_AFTER_PACKAGE476","metadata-log-manifest-only","7","105138","0","0","0","0","0","3","1","7"
"478","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE478_20260705T070109_ROLLING_DELTA_AFTER_PACKAGE477","metadata-log-manifest-only","10","125477","0","0","0","0","0","6","1","10"
"479","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE479_20260705T070140_ROLLING_DELTA_AFTER_PACKAGE478","metadata-log-manifest-only","6","4765","0","0","0","0","0","3","0","6"
"480","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE480_20260705T070202_ROLLING_DELTA_AFTER_PACKAGE479","metadata-log-manifest-only","6","29818","0","0","0","0","0","3","0","6"
"488","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE488_20260705T070822_ROLLING_DELTA_AFTER_PACKAGE487","metadata-log-manifest-only","7","114177","0","0","0","0","0","3","1","7"
"489","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE489_20260705T071016_ROLLING_DELTA_AFTER_PACKAGE488","metadata-log-manifest-only","6","4902","0","0","0","0","0","3","0","6"
"490","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE490_20260705T071129_ROLLING_DELTA_AFTER_PACKAGE489","metadata-log-manifest-only","14","38926","0","0","0","0","0","11","0","14"
"494","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE494_20260705T071554_ROLLING_DELTA_AFTER_PACKAGE493","metadata-log-manifest-only","15","134501","0","0","0","0","0","7","0","15"
