"TopRoot","SecondRoot","Path","Bytes","Extension","Object","IsPackagePath"
"OTHER_AI_IMMEDIATE_LATEX_SOURCE_BODY_DIRECTIVE_20260704.md","OTHER_AI_IMMEDIATE_LATEX_SOURCE_BODY_DIRECTIVE_20260704.md","OTHER_AI_IMMEDIATE_LATEX_SOURCE_BODY_DIRECTIVE_20260704.md","3004",".md","d2680c8be18f6078ebb49d2774f0dc6e40c1b6de","False"
"OTHER_AI_NATIVE_TEX_CORPUS_REQUIREMENT_20260705.md","OTHER_AI_NATIVE_TEX_CORPUS_REQUIREMENT_20260705.md","OTHER_AI_NATIVE_TEX_CORPUS_REQUIREMENT_20260705.md","2828",".md","d15f83d142be6535d632ffe0771893eec520f12e","False"
"SOURCE_BODY_UPLOAD_QUEUE.md","SOURCE_BODY_UPLOAD_QUEUE.md","SOURCE_BODY_UPLOAD_QUEUE.md","4116",".md","fcd94d66c42eff02e8228052649b4132d37466a5","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_001_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_002_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_003_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_004_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_005_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_006_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_007_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_008_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_009_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_010_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_011_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_012_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
"coordination","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705","coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705/UPLOAD_WHOLE_CORPUS_AS_IS_013_20260705.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False"
