"doc_id","language","branch","lexeme_ids","recovered_path","source_url","raw_url","bytes","sha256","recovery_status","source_use_status","claim_boundary"
"src-ext-wikimedia-pl-injective","pl","Slavic/West","rf_injective; rf_bijective","source_bodies/external_wikimedia_recovery/20260705/pl_funkcja_roznicowartosciowa.wiki.txt","https://pl.wikipedia.org/wiki/Funkcja_r%C3%B3%C5%BCnowarto%C5%9Bciowa","https://pl.wikipedia.org/w/index.php?title=Funkcja%20r%C3%B3%C5%BCnowarto%C5%9Bciowa&action=raw","7734","e02f5eefe8fc7d6382fba198e53906ddb2454950b700ab583d9e0a96d4c5723d","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-surjective","pl","Slavic/West","rf_surjective","source_bodies/external_wikimedia_recovery/20260705/pl_surjekcja.wiki.txt","https://pl.wikipedia.org/wiki/Surjekcja","https://pl.wikipedia.org/w/index.php?title=Surjekcja&action=raw","5682","7a81ba890bea8889cc1c16f5b4474a5006a6e1d2672138b24023e65b9879863f","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-bijective","pl","Slavic/West","rf_bijective; rf_inverse","source_bodies/external_wikimedia_recovery/20260705/pl_funkcja_wzajemnie_jednoznaczna.wiki.txt","https://pl.wikipedia.org/wiki/Funkcja_wzajemnie_jednoznaczna","https://pl.wikipedia.org/w/index.php?title=Funkcja%20wzajemnie%20jednoznaczna&action=raw","5372","518e60e233776d9af0648612bfcf45908f99391a84d7718963d4d367fc7a833e","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-domain","pl","Slavic/West","rf_domain","source_bodies/external_wikimedia_recovery/20260705/pl_dziedzina_matematyka.wiki.txt","https://pl.wikipedia.org/wiki/Dziedzina_(matematyka)","https://pl.wikipedia.org/w/index.php?title=Dziedzina%20%28matematyka%29&action=raw","8285","8c1b1596162e1765649863e9d83a9d3547621eb72800bb3a44859a9ff8119944","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-codomain","pl","Slavic/West","rf_codomain; rf_image_range","source_bodies/external_wikimedia_recovery/20260705/pl_przeciwdziedzina.wiki.txt","https://pl.wikipedia.org/wiki/Przeciwdziedzina","https://pl.wikipedia.org/w/index.php?title=Przeciwdziedzina&action=raw","3653","1bb5ce2f869e9c9f757e64e7f77c1abbc0c04ee614d34f31edd5ce75b4a6daf2","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-inverse","pl","Slavic/West","rf_inverse; rf_bijective","source_bodies/external_wikimedia_recovery/20260705/pl_funkcja_odwrotna.wiki.txt","https://pl.wikipedia.org/wiki/Funkcja_odwrotna","https://pl.wikipedia.org/w/index.php?title=Funkcja%20odwrotna&action=raw","7748","19e422c9abe7e367efc96e6fe32f61e3a5b8b136feb8b63cc259a215d1833489","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-cardinality","pl","Slavic/West","rf_cardinality; rf_bijective","source_bodies/external_wikimedia_recovery/20260705/pl_moc_zbioru.wiki.txt","https://pl.wikipedia.org/wiki/Moc_zbioru","https://pl.wikipedia.org/w/index.php?title=Moc%20zbioru&action=raw","16045","59ab83ba413b295750bec87eca921ce1d3f7e4eb37d10f025cbb14489dc11f90","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-linear-map","pl","Slavic/West","rf_linear_map; rf_function","source_bodies/external_wikimedia_recovery/20260705/pl_przeksztalcenie_liniowe.wiki.txt","https://pl.wikipedia.org/wiki/Przekszta%C5%82cenie_liniowe","https://pl.wikipedia.org/w/index.php?title=Przekszta%C5%82cenie%20liniowe&action=raw","28217","3d04a107e33dce2ea2e88aced93f4b475fc191507ac37e5b63a5e163d3b35fc7","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-image","pl","Slavic/West","rf_image_range; rf_function","source_bodies/external_wikimedia_recovery/20260705/pl_obraz_matematyka.wiki.txt","https://pl.wikipedia.org/wiki/Obraz_(matematyka)","https://pl.wikipedia.org/w/index.php?title=Obraz%20%28matematyka%29&action=raw","10230","b179def70366a6ed42714e5918349c9d6d4f064bc010a9694ae7b492139954b0","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
"src-ext-wikimedia-pl-function","pl","Slavic/West","rf_function; rf_domain; rf_codomain; rf_image_range","source_bodies/external_wikimedia_recovery/20260705/pl_funkcja.wiki.txt","https://pl.wikipedia.org/wiki/Funkcja","https://pl.wikipedia.org/w/index.php?title=Funkcja&action=raw","63980","860629b4c44a121a2e5c64277eab9949ac8f7e01702635bf2b3e8a84d04dea65","source-body-downloaded","external source-canon candidate; not row-verified; not counted in branch weights","no native review; no accepted terminology; no source certification; no license-clearance claim"
