"filename","status","additions","deletions","changes","route_bucket"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/B3_HANDOFF_SENT_7B34EC91.md","added","12","0","12","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/BRANCH_COMPARE_COMMITS_1A823D4A_TO_7B34EC91.csv","added","2","0","2","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/BRANCH_COMPARE_FILES_1A823D4A_TO_7B34EC91.csv","added","101","0","101","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/BRANCH_COMPARE_SUMMARY_7B34EC91.csv","added","12","0","12","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/CHILD_PACKET_REFRESH_INVENTORY_7B34EC91.csv","added","15","0","15","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/EIGHT_LANE_ROUTE_STATUS_ROWS_7B34EC91.csv","added","9","0","9","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/EXACT_BLOCKER_RECOVERY_ROWS_7B34EC91.csv","added","12","0","12","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/MANIFEST.csv","added","12","0","12","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/README.md","added","19","0","19","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/SHA256SUMS.txt","added","11","0","11","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_7B34EC91.csv","added","9","0","9","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/SUMMARY.json","added","28","0","28","7B parent packet branch-visible"
"coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707/NON_SLAVIC_CORE_7B34EC91_EIGHT_LANE_CURRENT_ROUTING_20260707/VISIBLE_THREAD_WAKE_STATUS_7B34EC91.csv","added","13","0","13","7B parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/BRANCH_COMPARE_COMMITS_7B34EC91_TO_A55A9D0F.csv","added","2","0","2","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/BRANCH_COMPARE_FILES_7B34EC91_TO_A55A9D0F.csv","added","35","0","35","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/BRANCH_COMPARE_SUMMARY_A55A9D0F.csv","added","2","0","2","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/CHILD_PACKAGE_INVENTORY_A55A9D0F.csv","added","5","0","5","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/EIGHT_LANE_ROUTE_STATUS_ROWS_A55A9D0F.csv","added","9","0","9","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_A55A9D0F.csv","added","7","0","7","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/MANIFEST.csv","added","11","0","11","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/README.md","added","17","0","17","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SHA256SUMS.txt","added","10","0","10","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_A55A9D0F.csv","added","5","0","5","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SUMMARY.json","added","29","0","29","A55 parent packet branch-visible"
"coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/VISIBLE_THREAD_WAKE_STATUS_A55A9D0F.csv","added","7","0","7","A55 parent packet branch-visible"
"interlanguage-sidecar/r3-7b34ec91-branch-visible-1a-persianate-route-source-use-gap-20260707/R3_7B34EC91_BRANCH_VISIBLE_1A_PERSIANATE_ROUTE_SOURCE_USE_GAP_20260707_20260707T035624Z/B3_UPLOADER_READY_SUMMARY.csv","added","2","0","2","R3 7B branch-visible source-use/gap"
