"filename","status","additions","deletions","changes","route_bucket"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/B3_AND_INTERLANGUAGE_HANDOFF_SENT_18BBB185.md","added","13","0","13","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/BRANCH_COMPARE_COMMITS_A55A9D0F_TO_18BBB185.csv","added","2","0","2","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/BRANCH_COMPARE_FILES_A55A9D0F_TO_18BBB185.csv","added","86","0","86","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/BRANCH_COMPARE_SUMMARY_18BBB185.csv","added","2","0","2","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/CHILD_PACKET_INVENTORY_18BBB185.csv","added","16","0","16","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/EIGHT_LANE_ROUTE_STATUS_ROWS_18BBB185.csv","added","9","0","9","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/EXACT_BLOCKER_RECOVERY_ROWS_18BBB185.csv","added","9","0","9","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/MANIFEST.csv","added","12","0","12","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/README.md","added","17","0","17","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/SHA256SUMS.txt","added","11","0","11","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_18BBB185.csv","added","11","0","11","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/SUMMARY.json","added","43","0","43","18B parent packet branch-visible"
"coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707/NON_SLAVIC_CORE_18BBB185_A55_7B_ROUTE_CONTEXT_BATCH_20260707/VISIBLE_THREAD_WAKE_STATUS_18BBB185.csv","added","7","0","7","18B parent packet branch-visible"
"coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/B3_HANDOFF_SENT_1FA37D6D.md","added","10","0","10","1FA parent packet branch-visible"
