"package_id","original_relative_path","bytes","sha256","width_px","height_px","dpi_x","dpi_y","disposition","linked_scope"
"P04_INTRO_S02_S04","04_qa/contacts/interslavic_all_changed_units_contact.png","3410475","FAF5C0A85A7D1F3E61FE02BE911FDD48E270C202F8059AAA77D191A7EF30CEC3","1288","5646","96","96","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/contacts/interslavic-cyrillic_all_changed_units_contact.png","3620588","4D54395B58F808A9D02E9280B64E2FB4AB708095C3DBC6B8F83D508C94600E6F","1288","6587","96","96","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/contacts/russian_all_changed_units_contact.png","3798966","640247821688E9009431A5E32D884B024BEB6CC176F41B8B92723C18B548B03E","1288","6587","96","96","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/contacts/ukrainian_all_changed_units_contact.png","3546159","63A02F3C827B237E264DE7B59481E2A6790A5DE413AFC03AF674DE01D3B59254","1288","5646","96","96","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Introduction/page-1.png","620076","95F815F7D6B169B586C129D455748716C9631A804314DEAFBB1A82FE4AA89D38","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Introduction/page-2.png","604018","3FE322C7B0F35802211EFD6B58EE9516925D7FF2D8A3EAAB379976FDD0544642","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Introduction/page-3.png","154837","E7F9B7BF35C0D414E2CDD4F67674B581DBF5E641ECA53E2490DC4E127339F051","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Section02/page-1.png","497429","8A810ABCE202B43589AC9863E3E926F0D42270D738C5E8D19471A7D8F3E71B95","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Section02/page-2.png","429039","6BFBC470C540D47EAC182E4A82E50115841FFDAE872F502319E348034ECDDD41","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Section02/page-3.png","122874","FD1DF2FD2BE2A8A2B7C8DABE6B62027A311D54DAC3A98C698580C5C793400079","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Section03/page-1.png","386493","8801ABA2B541477A147315401EFA060D1752A35F36CFA53D29C75882BB032EBC","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Section03/page-2.png","374669","DC574E1E057AC4A710E3F2349E9F58EF22DE8265E0C9353FFC872DB5EB41FB46","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
"P04_INTRO_S02_S04","04_qa/renders_240dpi/interslavic-cyrillic/Section03/page-3.png","362511","7000CA7A20B2F76FD655354A10DA823680E56C71677ED3965DECFFDBC9DE7918","1985","2807","239.9792","239.9792","redundant_target_render_not_public","paper04-introduction-sections02-04"
