tex_path,delivered_pdf_path,pass1_exit,pass2_exit,delivered_pages,rebuilt_pages,extracted_layout_text_exact,delivered_pdf_sha256,rebuilt_pdf_sha256
paper04-introduction-sections02-04/current/tex/interslavic-cyrillic/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,paper04-introduction-sections02-04/current/pdf/interslavic-cyrillic/Introduction/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.pdf,0,0,3,3,True,41EC73C03883A9528F7F21C47B7CED5ED20323DD48D38F5DE6ABC22794DDF488,56BC7627E9A5C2CAEA8A01706F6F9B8D8EFFAB5553429CD8B792137612225772
paper04-introduction-sections02-04/current/tex/interslavic-cyrillic/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,paper04-introduction-sections02-04/current/pdf/interslavic-cyrillic/Section02/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.pdf,0,0,3,3,True,338570340D4A9D6FFA88038248E07086D2C6ED35EE7DB8145DAD65266BEACD0B,9587007000BE3F1E0A81EF9A1A035E4BC3BBD4B9BF369E37A7DAF7F2347B2E5D
paper04-introduction-sections02-04/current/tex/interslavic-cyrillic/Noether_Paper04_Section03_Interslavic_Cyrillic_v001.tex,paper04-introduction-sections02-04/current/pdf/interslavic-cyrillic/Section03/Noether_Paper04_Section03_Interslavic_Cyrillic_v001.pdf,0,0,4,4,True,8F2A05D424B5032F976522F366F88F8677C5880D7B22B4CBB4B6E63364D3F1A0,B6AA19E51FACC81DB5DD22A80C8CE7647934659D2EF8AC30FFCB822C944E2869
paper04-introduction-sections02-04/current/tex/interslavic-cyrillic/Noether_Paper04_Section04_Interslavic_Cyrillic_v001.tex,paper04-introduction-sections02-04/current/pdf/interslavic-cyrillic/Section04/Noether_Paper04_Section04_Interslavic_Cyrillic_v001.pdf,0,0,3,3,True,E71192C27551C6ADB83CF769763FC617B13D055F79464393E938909BB5B53A3D,17235B23FFE6709D7631D9AE0F6D99B9F7EE191C84575435236CD5002EF9D485
paper04-introduction-sections02-04/current/tex/interslavic/Noether_Paper04_Introduction_Interslavic_v001.tex,paper04-introduction-sections02-04/current/pdf/interslavic/Introduction/Noether_Paper04_Introduction_Interslavic_v001.pdf,0,0,2,2,True,6A02FB3C9C3B2B749C84D333375C50741B2AA72B10CDBA90E22E18BFF5023B79,21B1FA2BFFB97623170C526D23EA3663ADF5AA6D39C295FEA9265612C38092FA
paper04-introduction-sections02-04/current/tex/interslavic/Noether_Paper04_Section02_Interslavic_v001.tex,paper04-introduction-sections02-04/current/pdf/interslavic/Section02/Noether_Paper04_Section02_Interslavic_v001.pdf,0,0,2,2,True,D88BA4172A124BF4B8E70D665451A8F84B049817AFCF2B268937701365BAEE5B,C92A9077BA87153B3AE4F59BBE355AD21E3336BB7BE98FCAE9C74186A7F0E25E
paper04-introduction-sections02-04/current/tex/interslavic/Noether_Paper04_Section03_Interslavic_v001.tex,paper04-introduction-sections02-04/current/pdf/interslavic/Section03/Noether_Paper04_Section03_Interslavic_v001.pdf,0,0,4,4,True,7B8E837EAC4FC7BFF259E673C6E0E4DA310E50D9CCFE2D2B21D828B01D9E389D,E0AB3B3A0A8E3D05050A45927154560DEB8E4B08139DA4CFFA10A14E72326547
paper04-introduction-sections02-04/current/tex/interslavic/Noether_Paper04_Section04_Interslavic_v001.tex,paper04-introduction-sections02-04/current/pdf/interslavic/Section04/Noether_Paper04_Section04_Interslavic_v001.pdf,0,0,3,3,True,CD47195673736BD6C74A2D794035806171C1AB22DC74970DDBCE2E6A75770AF2,DB791504F50EFBBE4F7AE036F94C2E0CBF9433371B4C6C02FDBFFFB315B41A5E
paper04-introduction-sections02-04/current/tex/russian/Noether_Paper04_Introduction_Russian_v001.tex,paper04-introduction-sections02-04/current/pdf/russian/Introduction/Noether_Paper04_Introduction_Russian_v001.pdf,0,0,3,3,True,05ADE4BB26E5F1C80C4417E503832A91CA1BBCB4135EC0D3BC9E7B8C4E86EED9,F271F55956784DCD3119269923236CC7EE3D326EF9927604EF24F27ED504AC12
paper04-introduction-sections02-04/current/tex/russian/Noether_Paper04_Section02_Russian_v001.tex,paper04-introduction-sections02-04/current/pdf/russian/Section02/Noether_Paper04_Section02_Russian_v001.pdf,0,0,3,3,True,7200A4C29364453FDBE643BE6F794C0CD5A02605F93B85B10E74FA28D964A80D,9041CF41D9CB5A30655EAB7B2041E2C3DF4C1E14D76D394C839036EF89E2BCCA
paper04-introduction-sections02-04/current/tex/russian/Noether_Paper04_Section03_Russian_v001.tex,paper04-introduction-sections02-04/current/pdf/russian/Section03/Noether_Paper04_Section03_Russian_v001.pdf,0,0,4,4,True,C33782E72B28B5F450509A9B742347C59F61DAA59D15D2D913893627BF85F2CB,FD6C057D1C7896B9BCDD40D47105E183A3BB367324A9D5440DFBA4FC1D0393BD
paper04-introduction-sections02-04/current/tex/russian/Noether_Paper04_Section04_Russian_v001.tex,paper04-introduction-sections02-04/current/pdf/russian/Section04/Noether_Paper04_Section04_Russian_v001.pdf,0,0,3,3,True,39D3615073FE1B9AF980F53BE60589D58D8AC17BDF59AE10937C944B9D005E33,3365D7C1BC8D07D67B6F7C3DF2C9A694E07463FD3C9D6AFF43E7544A70EB1D8A
paper04-introduction-sections02-04/current/tex/ukrainian/Noether_Paper04_Introduction_Ukrainian_v001.tex,paper04-introduction-sections02-04/current/pdf/ukrainian/Introduction/Noether_Paper04_Introduction_Ukrainian_v001.pdf,0,0,3,3,True,5B3F320C6710E4FD9BFDDAD4D761AA8E81ECEB1E4E942395ECAEC0869A1D24D3,E6403717892665F877DD7C8B316D6432CB12B33D3DEE46B32C02EA1A62657B60
paper04-introduction-sections02-04/current/tex/ukrainian/Noether_Paper04_Section02_Ukrainian_v001.tex,paper04-introduction-sections02-04/current/pdf/ukrainian/Section02/Noether_Paper04_Section02_Ukrainian_v001.pdf,0,0,2,2,True,C9993CF34CD60CBD45A8568027C2F00BD39F9C5231BCF8D2AE14BEBDBC12A617,1FA59CEACF3194DE0D0B11EEE96C1F09CE0165C4F69F1190234808D50AD9BFA7
paper04-introduction-sections02-04/current/tex/ukrainian/Noether_Paper04_Section03_Ukrainian_v001.tex,paper04-introduction-sections02-04/current/pdf/ukrainian/Section03/Noether_Paper04_Section03_Ukrainian_v001.pdf,0,0,4,4,True,17C76510A2D2DE3CE13907720D633032A70E6FE714D1B1CD161637643567F790,95560CE9FDEF6C27664EFD2743EAE41B506A908C16A4B3AE3283239E929A0289
paper04-introduction-sections02-04/current/tex/ukrainian/Noether_Paper04_Section04_Ukrainian_v001.tex,paper04-introduction-sections02-04/current/pdf/ukrainian/Section04/Noether_Paper04_Section04_Ukrainian_v001.pdf,0,0,3,3,True,CD316B003B53423A8EF8B089978C9F3F12F453B956A90D98364BD049A3A92C32,701339AB978C823031AC982C6E1D1D475D79C6E7B7F8964DE122AF5D316BC487
paper04-section05/current/tex/section05/interslavic-cyrillic/Noether_Paper04_Section05_Interslavic_Cyrillic_v001.tex,paper04-section05/current/pdf/interslavic-cyrillic/Noether_Paper04_Section05_Interslavic_Cyrillic_v001.pdf,0,0,2,2,True,3CB4B16A6D10A7DC2C1045992C02B9DDBE84BF8255A9CB7E88F2BDDF8786E701,8C8FEEFC531586FDC82371D717194BB6E11F6292B01229341F5FF7E6C551339B
paper04-section05/current/tex/section05/interslavic/Noether_Paper04_Section05_Interslavic_v001.tex,paper04-section05/current/pdf/interslavic/Noether_Paper04_Section05_Interslavic_v001.pdf,0,0,2,2,True,7CA64C7F0B19A653AF4DBE2862D68884C9C038304293161EBAF215CAAA695DDF,AE5870AC3BC0D756C8CCF021552045FE0CFF0185E4B57E343A55B81B6926695B
paper04-section05/current/tex/section05/russian/Noether_Paper04_Section05_Russian_v001.tex,paper04-section05/current/pdf/russian/Noether_Paper04_Section05_Russian_v001.pdf,0,0,3,3,True,D2AAAC82245D193F8B7C69363C2E0E861F551AC18FD888547C3F9F63BEDDD06C,E7E9AAFB12516A832E3E3A9D99978FCA03E449B3144E2D8D55CD8EAE031F5E22
paper04-section05/current/tex/section05/ukrainian/Noether_Paper04_Section05_Ukrainian_v001.tex,paper04-section05/current/pdf/ukrainian/Noether_Paper04_Section05_Ukrainian_v001.pdf,0,0,2,2,True,4D80BD5D2C9779A87DCE220017A67656F504DCEF2A7D685EB96D80FF1C49BB2A,000F848F5D909F2928F70A1CD7ECE7878AE76F733540EB39AAB91597B131C221
paper37/current/tex/interslavic-cyrillic/Noether_Paper37_SourceFidelity_Interslavic_Cyrillic_v001.tex,paper37/current/pdf/interslavic-cyrillic/Noether_Paper37_SourceFidelity_Interslavic_Cyrillic_v001.pdf,0,0,5,5,True,C2245DB3C8BF12832A6924C4E07DC00E63E57E675314DFA8A60FBF306C3EE914,8926F0E4BF11F9DA2BAE4A55FAB6267FC6C3E55691B676BDFC71735694041E0D
paper37/current/tex/interslavic/Noether_Paper37_SourceFidelity_Interslavic_v001.tex,paper37/current/pdf/interslavic/Noether_Paper37_SourceFidelity_Interslavic_v001.pdf,0,0,5,5,True,D30512D3FCEBB990630B0741797B846D7801A0DB44D619346A31068F0305737A,0EF0558A51AE9AB3215894762B09F7BD9906FD0C6DFD78364233E21FB4DD7508
paper37/current/tex/russian/Noether_Paper37_SourceFidelity_Russian_v001.tex,paper37/current/pdf/russian/Noether_Paper37_SourceFidelity_Russian_v001.pdf,0,0,5,5,True,38B4B09FBF1C67D6BEF0BF99E26886B7F4F55862413A7C0F64838CC29917BCDA,170BDE2CC2B95D7B7FBE9B9C227495712304BE7C569F2BA47E08B0482F368669
paper37/current/tex/ukrainian/Noether_Paper37_SourceFidelity_Ukrainian_v001.tex,paper37/current/pdf/ukrainian/Noether_Paper37_SourceFidelity_Ukrainian_v001.pdf,0,0,5,5,True,0DECD841F400A1A3E0AC6D25FC5A32490C873BB13D84774F4B572BAD2A6F5883,6E4F54F44C248695D6DF51E7C4336394043CA781FDA36D5B0C528D7B4F5A0CFA
