"package_id","original_relative_path","bytes","sha256","disposition","public_relative_path","reason"
"P04_INTRO_S02_S04","01_current_tex/interslavic-cyrillic/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex","14765","73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F","included_exact","paper04-introduction-sections02-04/current/tex/interslavic-cyrillic/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/interslavic-cyrillic/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex","12864","DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB","included_exact","paper04-introduction-sections02-04/current/tex/interslavic-cyrillic/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/interslavic-cyrillic/Noether_Paper04_Section03_Interslavic_Cyrillic_v001.tex","15601","1DAD993AC6014F302F9ED85010229B9B46B0657BE89E3F1153ECF09E47D55FBF","included_exact","paper04-introduction-sections02-04/current/tex/interslavic-cyrillic/Noether_Paper04_Section03_Interslavic_Cyrillic_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/interslavic-cyrillic/Noether_Paper04_Section04_Interslavic_Cyrillic_v001.tex","10105","4FF6C7A127079FED9C35DDC1BB0068E02A22900437C941A96EF700014CD3BFC8","included_exact","paper04-introduction-sections02-04/current/tex/interslavic-cyrillic/Noether_Paper04_Section04_Interslavic_Cyrillic_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/interslavic/Noether_Paper04_Introduction_Interslavic_v001.tex","9687","A2244E98B56E8C1E61A46526971B6BEF2C5ECC13B0928BFA9F4A5708BAB2FDA1","included_exact","paper04-introduction-sections02-04/current/tex/interslavic/Noether_Paper04_Introduction_Interslavic_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/interslavic/Noether_Paper04_Section02_Interslavic_v001.tex","8632","537A115AE93A2CB72751359E713B3D931E0DA965459BC4DF525F532F2AF222CD","included_exact","paper04-introduction-sections02-04/current/tex/interslavic/Noether_Paper04_Section02_Interslavic_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/interslavic/Noether_Paper04_Section03_Interslavic_v001.tex","11919","F91C649465A9E534293AC5242557886F97DA03125A48771B830AE901E93DC9CA","included_exact","paper04-introduction-sections02-04/current/tex/interslavic/Noether_Paper04_Section03_Interslavic_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/interslavic/Noether_Paper04_Section04_Interslavic_v001.tex","8182","EFFDA05FEF9A9824925B525654AD65183BAAD36C15BBCE307CFC991F6B300E6B","included_exact","paper04-introduction-sections02-04/current/tex/interslavic/Noether_Paper04_Section04_Interslavic_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/russian/Noether_Paper04_Introduction_Russian_v001.tex","15164","6EA6562172E6BC373F9EE854A0C5E1E1A8A6910FD367359AB47C9E86CADE163E","included_exact","paper04-introduction-sections02-04/current/tex/russian/Noether_Paper04_Introduction_Russian_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/russian/Noether_Paper04_Section02_Russian_v001.tex","13795","A042DE7DAA078CEEE123B884A8A79389691396FBA01C18573E8CFC70492C6A00","included_exact","paper04-introduction-sections02-04/current/tex/russian/Noether_Paper04_Section02_Russian_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/russian/Noether_Paper04_Section03_Russian_v001.tex","16026","95A5C13A93CAEF1AB5956A955E5F577465E9C17AC8611A2B3742E42F3C059CBC","included_exact","paper04-introduction-sections02-04/current/tex/russian/Noether_Paper04_Section03_Russian_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/russian/Noether_Paper04_Section04_Russian_v001.tex","10309","5B75154F9A29C030750A8F640EE7C45EE3C8381DC7855BB4DDC4E17F5CD21E28","included_exact","paper04-introduction-sections02-04/current/tex/russian/Noether_Paper04_Section04_Russian_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/ukrainian/Noether_Paper04_Introduction_Ukrainian_v001.tex","14429","CF620A96689ED2028F95F106449B7131FD1FA39A5E411CECCBCF953A2165DF78","included_exact","paper04-introduction-sections02-04/current/tex/ukrainian/Noether_Paper04_Introduction_Ukrainian_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/ukrainian/Noether_Paper04_Section02_Ukrainian_v001.tex","12727","AA913D40F07B7D11A96FC07BD56CE76691D5B495B5E7AD633693102CD9494B87","included_exact","paper04-introduction-sections02-04/current/tex/ukrainian/Noether_Paper04_Section02_Ukrainian_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/ukrainian/Noether_Paper04_Section03_Ukrainian_v001.tex","15390","633F36AA4A26111B65644A8FEE1811DD20E25AE149109003DCEA534C5957D82E","included_exact","paper04-introduction-sections02-04/current/tex/ukrainian/Noether_Paper04_Section03_Ukrainian_v001.tex","post-repair editable target body"
"P04_INTRO_S02_S04","01_current_tex/ukrainian/Noether_Paper04_Section04_Ukrainian_v001.tex","10090","0AD22847875442C609636BF638D025EB165A87C84BB91EEF55D1BD0F9D864945","included_exact","paper04-introduction-sections02-04/current/tex/ukrainian/Noether_Paper04_Section04_Ukrainian_v001.tex","post-repair editable target body"
