file,role,bytes,sha256,status
CJK_TRI_BRANCH_BRANCH_WEIGHT_WITNESS_ROWS_20260705.csv,generated-draft CJK pretranslation/interlinear packet support,14573,A223AD6E22EE0963BDAA2124BAFC61D39575982282FD61A6ABC691B354E81851,see artifact-specific status; generated-draft/non-canonical
CJK_TRI_BRANCH_FALSE_FRIEND_ADVERSE_ROWS_20260705.csv,generated-draft CJK pretranslation/interlinear packet support,18825,9569B6535BE257BD31A33A1BC598E01FB1CEEEB422DD242ACF1372A014416A7D,see artifact-specific status; generated-draft/non-canonical
CJK_TRI_BRANCH_PRETRANSLATION_PACKET_20260705.csv,generated-draft CJK pretranslation/interlinear packet support,115708,1A70B917C3F536C8F13049E8B2F2B6EA41E569BEEDAD294219B3F3FF2867B917,see artifact-specific status; generated-draft/non-canonical
CJK_TRI_BRANCH_PRETRANSLATION_PACKET_20260705.generated-draft.tex,generated-draft CJK pretranslation/interlinear packet support,6082,20F1C777C8E60535F214879743A6B89CE3750CDE74B120127B08D5A45177EE0F,see artifact-specific status; generated-draft/non-canonical
CJK_TRI_BRANCH_PRETRANSLATION_PACKET_20260705.json,generated-draft CJK pretranslation/interlinear packet support,135637,DEE1F8A445FE449C6E6CB418FB5D00D30C328A8891B47E9CDBE11788BABBEA67,see artifact-specific status; generated-draft/non-canonical
CJK_TRI_BRANCH_PRETRANSLATION_PACKET_20260705.md,generated-draft CJK pretranslation/interlinear packet support,11715,1EA8DAA6AFDD50103A075C6B3E428893C33FB33581D25902374EF3FA32F7575A,see artifact-specific status; generated-draft/non-canonical
CJK_TWO_BRANCH_BRANCH_WEIGHT_WITNESS_ROWS_20260705.csv,generated-draft CJK pretranslation/interlinear packet support,12158,3C0FA3C56EA9DC5D4E56980F6A8A90506487F97DC35220CE6E97677EF1BEE229,generated-draft/non-canonical/source-gated gap-backfill pretranslation support; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not translation completion
CJK_TWO_BRANCH_FALSE_FRIEND_ADVERSE_ROWS_20260705.csv,generated-draft CJK pretranslation/interlinear packet support,40950,ECBE858E90EDFC58A0321E16119C300DCB49070ED376D6524D615F22E3EC82B3,generated-draft/non-canonical/source-gated gap-backfill pretranslation support; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not translation completion
CJK_TWO_BRANCH_GAP_BACKFILL_PACKET_20260705.csv,generated-draft CJK pretranslation/interlinear packet support,88344,04AC9153FBF49F3771A8A8B6B2B77EC2FAAF72044B65AC96BAD7E677A6E0100E,generated-draft/non-canonical/source-gated gap-backfill pretranslation support; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not translation completion
CJK_TWO_BRANCH_GAP_BACKFILL_PACKET_20260705.generated-draft.tex,generated-draft CJK pretranslation/interlinear packet support,5315,B8623E29C6714D9D1BBB9448C8858770C50FC9D5DF75297C1BDD8459959FF231,generated-draft/non-canonical/source-gated gap-backfill pretranslation support; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not translation completion
CJK_TWO_BRANCH_GAP_BACKFILL_PACKET_20260705.json,generated-draft CJK pretranslation/interlinear packet support,107101,96D6C27B1D4BEC0AD6F036A6EF4DBA95BEE9D13A375E07CB4C291E2D086EBE0E,generated-draft/non-canonical/source-gated gap-backfill pretranslation support; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not translation completion
CJK_TWO_BRANCH_GAP_BACKFILL_PACKET_20260705.md,generated-draft CJK pretranslation/interlinear packet support,5810,2F3E73B165C13DE42AA8482F8D3FD511F6B07FD188FC08CBA612AEE66901A5A9,generated-draft/non-canonical/source-gated gap-backfill pretranslation support; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not translation completion
CJK_TWO_BRANCH_GAP_BLOCKERS_AND_NEXT_ACTIONS_20260705.csv,generated-draft CJK pretranslation/interlinear packet support,60877,A659E02FACF57101DD99110C6CABCF25A75F035695E70CA02380643FD95DCDCF,generated-draft/non-canonical/source-gated gap-backfill pretranslation support; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not translation completion
