rel_path,bytes,lines,sha256,grade,score,flags,title_guess,opening_comments
16_Gauss_Werke_Band02/gauss_b02_ch1.tex,61885,912,ccd8a0b21fb465b07deb26bd5c717e44431db3507fa01409d18a33e94b5caba2,A,102,GOOD_MATH|HAS_THEOREMS,Carl Friedrich Gauß Werke --- Band II,Carl Friedrich Gauß Werke — Band 2 | Typeset from pages 1-50 | Encoding and Language | Page layout
16_Gauss_Werke_Band02/gauss_b02_ch10.tex,12530,486,a985e23952fdc69466fc48b8c64adc7fa1dbf358ca3b0c556149ef802f06bb4c,A,84,GOOD_MATH,"Carl Friedrich Gauß Werke --- Band~2, Teil~10",============================================ | PREAMBLE | ============================================ | Page geometry
16_Gauss_Werke_Band02/gauss_b02_ch11.tex,52166,1009,25b5fc1a10908553ba8ab353b79129f9db255b1c123b3097ff187aa4f58a3d93,A,78,GOOD_MATH,"Carl Friedrich Gau Werke --- Band 2, Teil 11",
16_Gauss_Werke_Band02/gauss_b02_ch2.tex,37901,575,6e6e373420077c3aae2ef0e45d34ed39ff6485033aaaa20c730fa205713607fa,A,111,GOOD_MATH|HAS_THEOREMS,"Carl Friedrich Gau Werke --- Band 2, Teil 2",
16_Gauss_Werke_Band02/gauss_b02_ch3.tex,39186,499,24575363c29960110eb4bf1e1e4d5accaceafb99df3f2087621accc759c45b03,A,70,GOOD_MATH,"Carl Friedrich Gau Werke --- Band 2, Teil 3",
16_Gauss_Werke_Band02/gauss_b02_ch4.tex,43738,454,31ff14d623b30688b3d075b9efc6086fc121aee4e3ec392e2ef3cf3861a9790a,A,79,GOOD_MATH,"Carl Friedrich Gauß Werke --- Band 2, Teil 4",Encoding and language | Page layout | Mathematics
16_Gauss_Werke_Band02/gauss_b02_ch5.tex,93553,1280,74f04e17abde8e6b1979cec0475be7cce2262afb01a9c82c84f6d832d456223e,A,87,GOOD_MATH,"Carl Friedrich Gau  Werke --- Band 2, Teil 5","Carl Friedrich Gauss Werke --- Band 2, Teil 5 | Pages 201--250: Seeber, Solutio Congruentiae, Disquisitiones Generales de Congruentiis"
16_Gauss_Werke_Band02/gauss_b02_ch6.tex,88962,1498,3866ccf3dfd002adff73d4c7e21267bf1de87c7768b9a7d195ba7f53a0c5b6e3,A,87,GOOD_MATH,"Carl Friedrich Gau Werke --- Band 2, Teil 6",
16_Gauss_Werke_Band02/gauss_b02_ch7.tex,55697,1300,3d1239d738edb13cb80f58ef1156c225a5956730bf0fd496be17faec79ef743b,A,88,GOOD_MATH,"Carl Friedrich Gauß Werke --- Band~2, Teil~7",
16_Gauss_Werke_Band02/gauss_b02_ch8.tex,49829,942,63e83958f4c4624299d22ad8b2b5382046f3bcdff4a4c978ec1cfbea156e45c5,A,87,GOOD_MATH,"Carl Friedrich Gauß Werke — Band 2, Teil 8",
16_Gauss_Werke_Band02/gauss_b02_ch9.tex,56099,1494,fecad8f07458ee84ad3d7509646d4fc81962a9069b292aee1bffee77781fd584,D,-38,OCR_SPACING|GOOD_MATH,"Carl Friedrich Gau  Werke --- Band 2, Teil 9",
17_Gauss_Werke_Band03/gauss_b03_ch1.tex,70115,382,5bd0eb18b6e4bacb6123394ba86a21be921ccec74a47734864d6d77f03c43a7e,A,95,GOOD_MATH|MULTILINGUAL,Carl Friedrich Gau Werke --- Band 3,"Carl Friedrich Gauss Werke, Band 3 | Pages 1-50: Demonstratio Nova Theorematis & Demonstratio Nova Altera"
17_Gauss_Werke_Band03/gauss_b03_ch10.tex,74514,2123,762c1b02493cac8e5bcdd62a60a9ee57bbbe9d36bf4168973aaaf95987826c13,A,90,GOOD_MATH,[.5em],"Carl Friedrich Gauß Werke — Band 3, Teil 10 | Pages 451–500 (original pagination: pp. 437–486) | Typeset in LaTeX with original German/Latin preserved | ==================== ENCODING & FONTS ===================="
17_Gauss_Werke_Band03/gauss_b03_ch11.tex,44741,856,0c76c6596775285de5e061edf3728fa57ed3bcaca7bc5e9c74e78718cf6e9909,A,89,GOOD_MATH,"Werke --- Band 3, Teil 11",!TEX encoding = UTF-8 Unicode | ==================== PACKAGES ====================
17_Gauss_Werke_Band03/gauss_b03_ch2.tex,89837,1611,f972f346d14b5c2dabf37199996b85534789db0d909cb6427b51e95fccef4b7b,A,86,GOOD_MATH,"Carl Friedrich Gauß Werke --- Band 3, Teil 2","Carl Friedrich Gauß Werke — Band 3, Teil 2 | Typeset pages 51-100 | Encoding and language | Math packages"
17_Gauss_Werke_Band03/gauss_b03_ch3.tex,46652,695,367f2e371852ba5e17b20edaac15e6836e8d10e134383241acc46d7ac9d3a5be,A,88,GOOD_MATH,"Carl Friedrich Gauß Werke — Band 3, Teil 3",============================================ | Carl Friedrich Gauss Werke — Band 3 | Pages 101–150 (Teil 3) | ============================================
17_Gauss_Werke_Band03/gauss_b03_ch4.tex,105257,1561,d956f3fa716dfa13de86a485aa8c57cc55fc09fc5745daa309fa9104d4885c04,A,89,GOOD_MATH,"Carl Friedrich Gau  Werke --- Band 3, Teil 4",Encoding and fonts | Language support: German and Latin | Math packages
17_Gauss_Werke_Band03/gauss_b03_ch5.tex,48404,1045,b865e8a8b11745ebe8551b3d83de8b8860e75716d3900973d0c0e00b4f0edf14,A,84,GOOD_MATH,"Carl Friedrich Gau Werke --- Band 3, Teil 5",Encoding and fonts | Language support | Math packages
17_Gauss_Werke_Band03/gauss_b03_ch6.tex,71053,1381,a650575e293fab398c78ab17789efea05bebdf5dd63eef1a00beb659780937ce,A,77,GOOD_MATH,"Carl Friedrich Gauß Werke --- Band 3, Teil 6",
17_Gauss_Werke_Band03/gauss_b03_ch7.tex,49998,836,3dec6cba12149c9205a2fa842d9e1bf8eba906ee9e28a258bee7cf990a8b4519,A,93,GOOD_MATH|HAS_THEOREMS,"Carl Friedrich Gauß Werke --- Band 3, Teil 7",
17_Gauss_Werke_Band03/gauss_b03_ch8.tex,93270,1807,91885531e2e2a86d215015d13795cb9ce0383ce74b57ef5561c03b64f8fdedb1,A,89,GOOD_MATH,"Carl Friedrich Gauß Werke --- Band 3, Teil 8",
17_Gauss_Werke_Band03/gauss_b03_ch9.tex,87408,1883,9dd9b7326c9f2610cd45343133c8b50eed7c8c86e31a4d685fdf809d1f5e65e1,A,89,GOOD_MATH,Carl Friedrich Gauß Werke --- Band 3 [0.5em],"Carl Friedrich Gauß Werke — Band 3, Teil 9 | Pages 401-450 (printed pages 387-436) | Topics: Arithmetisch-geometrisches Mittel; Lemniscatische Functionen; | De Curva Lemniscata; Zur Theorie der neuen Transcendenten | Encoding and Language"
18_Gauss_Werke_Band04/gauss_b04_ch1.tex,79519,1256,e2d3d22414006c1f114fcfd72d3a6dace1a604acd6bc2e22165eb37b983e726c,A,89,GOOD_MATH,[1em],===================================================== | PREAMBLE | ===================================================== | Encoding and fonts | Language support
18_Gauss_Werke_Band04/gauss_b04_ch2.tex,80291,1646,0f7de52af32c3336df73f5b60821793848b2a442ca05b7b115b0b5bae6462ff8,C,0,LOW_MATH,"Carl Friedrich Gau  Werke --- Band 4, Teil 2",
18_Gauss_Werke_Band04/gauss_b04_ch4.tex,63959,835,f1db2d56d8e48e699bc345079e69603b277a4fa33f08a1ce5346c5903c80f30a,A,88,GOOD_MATH,"Carl Friedrich Gau Werke --- Band 4, Teil 4",
18_Gauss_Werke_Band04/gauss_b04_ch5.tex,166525,797,2a8d0a002af550b71bd7c3b64b1a9788725efed4002e29f8831127e067d2d3bf,A,89,GOOD_MATH,,
18_Gauss_Werke_Band04/gauss_b04_ch5_raw.tex,77572,1492,ea05b726dc0f6ec47fb548a6eaa57b3703ebb46b52d933ca778273e24e5a9a24,C,0,LOW_MATH,"Carl Friedrich Gau Werke --- Band 4, Teil 5",
18_Gauss_Werke_Band04/gauss_b04_ch6.tex,98658,3484,6882162f5ff3bfbc42d479e4722b782bfe3885582cfc9d63974558cb6a38be69,D,-510,OCR_SPACING|LOW_MATH,"Carl Friedrich Gau Werke --- Band 4, Teil 6",
18_Gauss_Werke_Band04/gauss_b04_ch7.tex,66740,1189,c1e814d45d41e61351eced0b5b2c224c160e81627cee5568460d43c0ea2ce570,D,-325,OCR_SPACING|LOW_MATH,"Carl Friedrich Gau Werke --- Band 4, Teil 7",
18_Gauss_Werke_Band04/gauss_b04_ch8.tex,49380,409,02fa701b011b9709ff1f2789a65897a946b4ac77165d76a26a128e3f95a8193a,A,73,GOOD_MATH,"Carl Friedrich Gauß Werke --- Band 4, Teil 8",Encoding and fonts | Language support | Math support
18_Gauss_Werke_Band04/gauss_b04_ch9.tex,40387,998,e81aaaf427e88bad8a6b21ceacab954a844c0dd41969fa3451b111822d12793b,A,83,GOOD_MATH,"Carl Friedrich Gau Werke --- Band 4, Teil 9",
19_Gauss_Werke_Band05/gauss_b05_ch1.tex,76571,1578,49db413fa1a02e781a425e0318ffa4e5ccf6c7e54bfe89d2346dac8d56a7af59,A,90,GOOD_MATH,Carl Friedrich Gau Werke --- Band~5,
