path,bytes,sha256,generated_at_utc,upload_policy,non_claim_boundary
branch_weight_ledger.csv,2575,85ED59EDA3157287B4AE8D79A7BB0836F1C85FF98E232349ED3782F91EEC84EE,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK_FABLE_WAVE4_INTEGRATION_DELTA_SUMMARY.json,1488,AFA19212DDAD89B2A04E2A8475F43EA7094F2C0A1F4C8F1CF771038DE7495967,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
do_not_use.csv,1081,99FACEC48A203F8BBC4910D204B867613A5E9B0CC8598D8C3BA0D6496271FD4B,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
draft_pretranslation_support.csv,3725,B99A04288995642B24CA7F985D30918E542A997719CF8BAD5CA70D8F292BE6D3,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
FABLE_REQUIREMENTS_ACKNOWLEDGED_20260705.md,2641,42B4B42A01887D7C0D79A3859FC0EF6D0977EF348446B23EA055B08D4EEF8F0D,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
false_friend_adverse_evidence.csv,6502,7EFEE80980EDC41EEA17D1B6AD17EDFA73D10C18D010A88CF2A5E79F0F3D7549,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
forms.csv,16422,C5AAD72440CB7BD4083ADFB8F73B42D908DAF3723412FC1194FF27F39123B993,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
languages.csv,1467,98932AD7AC1E059622152A9EA59CFC06339355C55EC3983F2DDA5B58433479ED,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
lexemes.jsonl,4222,AE70F2850B1A5B3C09677B0C29E592EB636F81F3A2561AE20F959060F939E11C,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
marginal_intelligibility.csv,9582,0984C01785962248B6E9FE7DAE4F233E2757481D3367CD066051D418EB063098,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
README.md,913,C8E89506E5F0D2C5B0A97A8107891FFC8690B163906844F9F8D0EE6C45E5C010,2026-07-05T21:19:26Z,package-for-uploader; no Git push from this lane,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
