source_document_id,language_code,language_lane,family,branch,source_kind,source_title,source_url,fetch_url,fetch_status,fetch_error,local_path,local_relpath,hash_sha256,byte_count,text_relpath,text_sha256,text_byte_count,topic_tags,source_use_label,license_availability_note,access_class,upload_policy,non_claim_boundary
CJK-WAVE4-JA-PDF-RIMS-0909-1,ja,japanese,Japonic,Japanese,official_academic_pdf,半単純Lie群のstandard表現入門,https://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0909-1.pdf,https://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0909-1.pdf,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\japanese\kurims.kyoto-u.ac.jp\0909-1.pdf,downloaded-source-files/japanese/kurims.kyoto-u.ac.jp/0909-1.pdf,5CC766D7BD75A23BD5918A38745F49475E66992C355982BD0A1F838C6C4138B3,3821210,downloaded-source-files\japanese\kurims.kyoto-u.ac.jp\0909-1.pdf.pdftotext.txt,1A0CC81BCD64B469762F0DC79B453094DB8288B46AAA05CEFE530EE1AEF1687C,384197,representation_theory; Harish-Chandra module; D-module; Japanese,candidate-source-body,Public Kyoto University RIMS PDF URL; redistribution/license not cleared; manual review required,fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-JA-PDF-MATHSOC-ALGSYMP14,ja,japanese,Japonic,Japanese,official_academic_pdf,第59回代数学シンポジウム報告集,https://www.mathsoc.jp/section/algebra/algsymp_past/algsymp14_files/unified.pdf,https://www.mathsoc.jp/section/algebra/algsymp_past/algsymp14_files/unified.pdf,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\japanese\mathsoc.jp\algsymp14_unified.pdf,downloaded-source-files/japanese/mathsoc.jp/algsymp14_unified.pdf,1F816ABAADB5B3F417CD0D064ECFCFABB508214C061205627B4F655D91473286,2933374,downloaded-source-files\japanese\mathsoc.jp\algsymp14_unified.pdf.pdftotext.txt,AC9AB4F781C644AAF7258497F8662E729C4F5C8B43171EC94783D2CDFBB98B10,680185,representation_theory; Harish-Chandra bimodule; finite W algebra; Japanese,candidate-source-body,Public Mathematical Society of Japan PDF URL; redistribution/license not cleared; manual review required,fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-JA-PDF-HIROSHIMA-KAN-KAGUN6,ja,japanese,Japonic,Japanese,official_academic_pdf,代数学II：環と加群,https://www.math.sci.hiroshima-u.ac.jp/m-mat/TEACH/kan-kagun6.pdf,https://www.math.sci.hiroshima-u.ac.jp/m-mat/TEACH/kan-kagun6.pdf,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\japanese\math.sci.hiroshima-u.ac.jp\kan-kagun6.pdf,downloaded-source-files/japanese/math.sci.hiroshima-u.ac.jp/kan-kagun6.pdf,D2A6B542A4916E58EE89F74686B00052E1FBD205535FB3B6FB335CF395293857,358704,downloaded-source-files\japanese\math.sci.hiroshima-u.ac.jp\kan-kagun6.pdf.pdftotext.txt,480C2FB471E0C5856AC2608073B7BE07B3D4B25FE7DD985B50ECA3EDDFDCABEC,134875,abstract_algebra; modules; Artin; Noether; Japanese,candidate-source-body,Public Hiroshima University course PDF URL; redistribution/license not cleared; manual review required,fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-JA-PDF-MATHSOC-BABA,ja,japanese,Japonic,Japanese,official_academic_pdf,古典的アルティン環と関連する話題,https://www.mathsoc.jp/section/algebra/algsymp_past/algsymp13_files/baba.pdf,https://www.mathsoc.jp/section/algebra/algsymp_past/algsymp13_files/baba.pdf,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\japanese\mathsoc.jp\algsymp13_baba.pdf,downloaded-source-files/japanese/mathsoc.jp/algsymp13_baba.pdf,70FFCD87006D8F2545E4E084ED2537990B624999FA17CC0CB964DE180EC82F9E,66703,downloaded-source-files\japanese\mathsoc.jp\algsymp13_baba.pdf.pdftotext.txt,988D9A5725923E8B2E867AE6F70A4EAF5A7DD3AB7ACD7026008681A105362414,24389,ring_theory; Artin ring; Japanese,candidate-source-body,Public Mathematical Society of Japan PDF URL; redistribution/license not cleared; manual review required,fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-JA-WIKI-ARTIN-MODULE-RAW,ja,japanese,Japonic,Japanese,community_web_raw_wikitext,アルティン加群,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3%E5%8A%A0%E7%BE%A4,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3%E5%8A%A0%E7%BE%A4?action=raw,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\japanese\ja.wikipedia.org\%E3%82%A2%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3%E5%8A%A0%E7%BE%A4.wiki,downloaded-source-files/japanese/ja.wikipedia.org/%E3%82%A2%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3%E5%8A%A0%E7%BE%A4.wiki,A49CE124DB91820DFC7AEF5AF36367BB184748B5C35C155FFF88319704619C06,8130,,,0,abstract_algebra; Artinian module; Japanese raw wikitext,community-provenance-not-canonical,"Wikimedia raw page; CC BY-SA/GFDL-style project licensing expected, not legal clearance",fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-KO-PDF-KOREASCIENCE-GROUP-REP-HISTORY,ko,korean_addendum,Koreanic,Korean addendum,academic_pdf_korean_addendum,군표현의 역사와 기약지표들,https://koreascience.kr/article/JAKO200514714192481.pdf,https://koreascience.kr/article/JAKO200514714192481.pdf,fetch_failed,"URLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)'))",C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\korean_addendum\koreascience.kr\JAKO200514714192481.pdf,downloaded-source-files/korean_addendum/koreascience.kr/JAKO200514714192481.pdf,,0,,,0,representation_theory; complete reducibility; group representation; Korean addendum,korean-addendum-candidate-source-body,Public KoreaScience PDF URL; redistribution/license not cleared; manual review required,fetch_failed_logged,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-KO-WIKI-REDUCTIVE-LIE-ALGEBRA-RAW,ko,korean_addendum,Koreanic,Korean addendum,community_web_raw_wikitext,가약 리 대수,https://ko.wikipedia.org/wiki/%EA%B0%80%EC%95%BD_%EB%A6%AC_%EB%8C%80%EC%88%98,https://ko.wikipedia.org/wiki/%EA%B0%80%EC%95%BD_%EB%A6%AC_%EB%8C%80%EC%88%98?action=raw,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\korean_addendum\ko.wikipedia.org\%EA%B0%80%EC%95%BD_%EB%A6%AC_%EB%8C%80%EC%88%98.wiki,downloaded-source-files/korean_addendum/ko.wikipedia.org/%EA%B0%80%EC%95%BD_%EB%A6%AC_%EB%8C%80%EC%88%98.wiki,67A1FB2F8ED57BD32A7B55A3FDE10102E3B50FAA4E56992466F93EE6F34608AD,1669,,,0,representation_theory; completely reducible representation; Korean raw wikitext,korean-addendum-community-provenance-not-canonical,"Wikimedia raw page; CC BY-SA/GFDL-style project licensing expected, not legal clearance",fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-KO-WIKI-LIE-GROUP-REPRESENTATION-RAW,ko,korean_addendum,Koreanic,Korean addendum,community_web_raw_wikitext,리 군의 표현,https://ko.wikipedia.org/wiki/%EB%A6%AC_%EA%B5%B0%EC%9D%98_%ED%91%9C%ED%98%84,https://ko.wikipedia.org/wiki/%EB%A6%AC_%EA%B5%B0%EC%9D%98_%ED%91%9C%ED%98%84?action=raw,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\korean_addendum\ko.wikipedia.org\%EB%A6%AC_%EA%B5%B0%EC%9D%98_%ED%91%9C%ED%98%84.wiki,downloaded-source-files/korean_addendum/ko.wikipedia.org/%EB%A6%AC_%EA%B5%B0%EC%9D%98_%ED%91%9C%ED%98%84.wiki,5C37379224931F451302894F571245611BF997BCD69DE5C36B105AA725FA59EB,34635,,,0,representation_theory; complete reducibility; Korean raw wikitext,korean-addendum-community-provenance-not-canonical,"Wikimedia raw page; CC BY-SA/GFDL-style project licensing expected, not legal clearance",fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-KO-WIKI-HARISH-CHANDRA-PERSON-RAW,ko,korean_addendum,Koreanic,Korean addendum,community_web_raw_wikitext,하리시찬드라 메로트라,https://ko.wikipedia.org/wiki/%ED%95%98%EB%A6%AC%EC%8B%9C%EC%B0%AC%EB%93%9C%EB%9D%BC_%EB%A9%94%EB%A1%9C%ED%8A%B8%EB%9D%BC,https://ko.wikipedia.org/wiki/%ED%95%98%EB%A6%AC%EC%8B%9C%EC%B0%AC%EB%93%9C%EB%9D%BC_%EB%A9%94%EB%A1%9C%ED%8A%B8%EB%9D%BC?action=raw,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\korean_addendum\ko.wikipedia.org\%ED%95%98%EB%A6%AC%EC%8B%9C%EC%B0%AC%EB%93%9C%EB%9D%BC_%EB%A9%94%EB%A1%9C%ED%8A%B8%EB%9D%BC.wiki,downloaded-source-files/korean_addendum/ko.wikipedia.org/%ED%95%98%EB%A6%AC%EC%8B%9C%EC%B0%AC%EB%93%9C%EB%9D%BC_%EB%A9%94%EB%A1%9C%ED%8A%B8%EB%9D%BC.wiki,DE8EE41485C9D5602120EAC0CC1072194ADCDF0D85813A5FBED5AD57B7CA29E5,3807,,,0,Harish-Chandra name routing; Korean raw wikitext; not module terminology,korean-addendum-name-routing-only,"Wikimedia raw page; CC BY-SA/GFDL-style project licensing expected, not legal clearance",fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
CJK-WAVE4-KO-WIKI-UNIVERSAL-ENVELOPING-ALGEBRA-RAW,ko,korean_addendum,Koreanic,Korean addendum,community_web_raw_wikitext,보편 포락 대수,https://ko.wikipedia.org/wiki/%EB%B3%B4%ED%8E%B8_%ED%8F%AC%EB%9D%BD_%EB%8C%80%EC%88%98,https://ko.wikipedia.org/wiki/%EB%B3%B4%ED%8E%B8_%ED%8F%AC%EB%9D%BD_%EB%8C%80%EC%88%98?action=raw,200,,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\source-recovery\20260705\cjk_open_gap_acquisition_wave4\downloaded-source-files\korean_addendum\ko.wikipedia.org\%EB%B3%B4%ED%8E%B8_%ED%8F%AC%EB%9D%BD_%EB%8C%80%EC%88%98.wiki,downloaded-source-files/korean_addendum/ko.wikipedia.org/%EB%B3%B4%ED%8E%B8_%ED%8F%AC%EB%9D%BD_%EB%8C%80%EC%88%98.wiki,AE9EEC62B28ABA35BA586A9D11F989CF0DAAA8B6CD3E34CBC2919AB9D24ABDF9,14395,,,0,universal_enveloping_algebra; Harish-Chandra isomorphism name routing; Korean raw wikitext,korean-addendum-partial-provenance-not-module,"Wikimedia raw page; CC BY-SA/GFDL-style project licensing expected, not legal clearance",fetched,source-body acquired for package/uploader; no license clearance claim,"wave-4 Fable integration delta only; generated-draft/non-canonical; no native review, accepted terminology, canonical approval, blanket license clearance, source certification, gate promotion, final status, translation completion, public/native signoff, pan-CJK authority, or Korean-school authority claim"
