lexeme_id,candidate_bridge_form,language_code,language_lane,supporting_forms,adverse_forms,false_friend_notes,branch_weights_json,marginal_intelligibility_score,dominance_penalty,evidence_caution_factor,source_ref_factor,final_status,notes
CJK-W4-LEX-harish-chandra-representation-theory-a419b6bd13,Harish-Chandra 加群,ja,japanese,CJK-WAVE4-WITNESS-20260705-0001;CJK-WAVE4-DRAFT-JA-HARISH-CHANDRA-001,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.866667,0.333333,1.000000,0.500000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-harish-chandra-representation-theory-a419b6bd13,Harish-Chandra,ja,japanese,CJK-WAVE4-WITNESS-20260705-0002;CJK-WAVE4-WITNESS-20260705-0004,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.866667,0.333333,1.000000,0.500000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-harish-chandra-representation-theory-a419b6bd13,Harish-Chandra 両側加群,ja,japanese,CJK-WAVE4-WITNESS-20260705-0003,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artin-artinian-finiteness-d5fab98be6,Artin かつ Noether,ja,japanese,CJK-WAVE4-WITNESS-20260705-0005,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artin-artinian-finiteness-d5fab98be6,Artin 性,ja,japanese,CJK-WAVE4-WITNESS-20260705-0006,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artin-artinian-finiteness-d5fab98be6,Artin,ja,japanese,CJK-WAVE4-WITNESS-20260705-0007,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artinian-artin-finiteness-5a1f243ed6,Artin かつ Noether,ja,japanese,CJK-WAVE4-WITNESS-20260705-0008,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artinian-artin-finiteness-5a1f243ed6,Artin 性,ja,japanese,CJK-WAVE4-WITNESS-20260705-0009,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artinian-artin-finiteness-5a1f243ed6,Artin,ja,japanese,CJK-WAVE4-WITNESS-20260705-0010,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artin-artinian-finiteness-d5fab98be6,アルティン環,ja,japanese,CJK-WAVE4-WITNESS-20260705-0011;CJK-WAVE4-WITNESS-20260705-0016,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.866667,0.333333,1.000000,0.500000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
