"schema_version","record_id","work_id","unit_id","structure_type","label","parent_id","order","record_basis_json","source_language","target_language","authority_pointer_id","authority_pointer_sha256","authority_state","source_path","source_line_start","source_line_end","source_file_sha256","source_slice_sha256_lf","source_fragment_kind","source_fragment_occurrence","source_fragment_text","source_fragment_sha256_utf8","target_locator_count","target_paths","target_file_sha256_values","target_locators_json","relations_json","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"1.2","NOE-P03-KO-WORK-001","NOE-P03","ALL","work","Paper 3 complete bounded translation interval","","1","[""source_fact"",""computation""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3573","3608","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","E600FD2A19ACA22F43D54FB65C61B79172B12FE5AB09446A2C9C9B8CACD26E7D","line_slice","","","","3","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U01_UNCHECKED.tex;${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex;${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U03_UNCHECKED.tex","057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB;A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1;7942126177C707C89F67444BE020F90F2139C0C5036A153297C0A7F83119F4B4","[{""unit_id"":""U01"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U01_UNCHECKED.tex"",""line_start"":14,""line_end"":25,""file_sha256"":""057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB"",""slice_sha256_lf"":""5AD28FB533B6B69C945637733703CEB83F38CB18C616FA9FDA2FD8D8A3A35FC1"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null},{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":20,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""D2656077B22F5A2ADF3C171843F4DD395900D0F054BEA043E92621160C34BCCF"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null},{""unit_id"":""U03"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U03_UNCHECKED.tex"",""line_start"":14,""line_end"":26,""file_sha256"":""7942126177C707C89F67444BE020F90F2139C0C5036A153297C0A7F83119F4B4"",""slice_sha256_lf"":""454101567ED49EA8E6F20B71972EEDE7B7D60A8143012270C72E095D5D0EA8CA"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}]","[{""relation"":""contains"",""target_id"":""NOE-P03-KO-U01-UNIT-001""},{""relation"":""contains"",""target_id"":""NOE-P03-KO-U02-UNIT-001""},{""relation"":""contains"",""target_id"":""NOE-P03-KO-U03-UNIT-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 3 interval exhausted after whole-authority line 3608; lines 3609--3610 excluded; await independent Korean checker","A2E4E9E67C425D60C3E53669C14A28EB1659192CB23183BEBCE87A124118ACB2"
"1.2","NOE-P03-KO-U01-UNIT-001","NOE-P03","U01","unit","Title, motivation, ternary symbolic method, and contraction result","NOE-P03-KO-WORK-001","1","[""source_fact"",""computation""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3573","3584","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","DF50EAD7065F663901F51ADFCA37A138921063362CA449665D37B855921B496C","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U01_UNCHECKED.tex","057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB","{""unit_id"":""U01"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U01_UNCHECKED.tex"",""line_start"":14,""line_end"":25,""file_sha256"":""057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB"",""slice_sha256_lf"":""5AD28FB533B6B69C945637733703CEB83F38CB18C616FA9FDA2FD8D8A3A35FC1"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-WORK-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3586 / Korean U02","AFDC103104E754F9CB8BC2C7071B6582FB9B4ACF6DC953CDD9DD0030297364A9"
"1.2","NOE-P03-KO-U02-UNIT-001","NOE-P03","U02","unit","n-ary coordinate rows, corresponding matrices, and display (1)","NOE-P03-KO-WORK-001","2","[""source_fact"",""computation""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3594","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","A7B7CA981F7B8D6B32171BF0709E27440A25B2754642BD095304E54A5A25D5C6","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":20,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""D2656077B22F5A2ADF3C171843F4DD395900D0F054BEA043E92621160C34BCCF"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-WORK-001""},{""relation"":""continues"",""target_id"":""NOE-P03-KO-U01-UNIT-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","3AD5026A262339E0B9D121F9388E474A26CC55C5ED30BD04EB40B95A47CC8E6B"
"1.2","NOE-P03-KO-U03-UNIT-001","NOE-P03","U03","unit","Converse representation, decomposition identity, and final contraction theorem","NOE-P03-KO-WORK-001","3","[""source_fact"",""computation""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3596","3608","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","0D110465AEE20E18EE1427577D33D435FCF97D5CA99BEF3878EF52DC341F01A5","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U03_UNCHECKED.tex","7942126177C707C89F67444BE020F90F2139C0C5036A153297C0A7F83119F4B4","{""unit_id"":""U03"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U03_UNCHECKED.tex"",""line_start"":14,""line_end"":26,""file_sha256"":""7942126177C707C89F67444BE020F90F2139C0C5036A153297C0A7F83119F4B4"",""slice_sha256_lf"":""454101567ED49EA8E6F20B71972EEDE7B7D60A8143012270C72E095D5D0EA8CA"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-WORK-001""},{""relation"":""continues"",""target_id"":""NOE-P03-KO-U02-UNIT-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 3 interval exhausted after whole-authority line 3608; lines 3609--3610 excluded; await independent Korean checker","E32F4E5CB393D191435149040789EE520D1A1FEB92D6823BCE1B7F602035CC3B"
"1.2","NOE-P03-KO-U01-OTHER-001","NOE-P03","U01","other","Centered title, byline, and publication block","NOE-P03-KO-U01-UNIT-001","1","[""source_fact"",""computation""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3573","3579","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","B9426D7F2B5CD4B6D4312A2D0D6E49ED8C6300B038568B92ABE81A460AD8D63D","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U01_UNCHECKED.tex","057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB","{""unit_id"":""U01"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U01_UNCHECKED.tex"",""line_start"":14,""line_end"":20,""file_sha256"":""057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB"",""slice_sha256_lf"":""04EFDE766A48E72A4E58BDE313B7290A53C9915B872AE5E20353B705139897B9"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U01-UNIT-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3586 / Korean U02","0BD9B539322F57F4F84E5BD4F7D5F2B9D73DB7B19B4148635E27B494E94F4E67"
"1.2","NOE-P03-KO-TITLE-001","NOE-P03","U01","title","Zur Invariantentheorie der Formen von n Variabeln","NOE-P03-KO-U01-OTHER-001","1","[""source_fact"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3574","3574","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","E81CFF697F17C8A71E1191BC9F5714395413C414C4E4B70569CF61C7C84BA4F3","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U01_UNCHECKED.tex","057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB","{""unit_id"":""U01"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U01_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB"",""slice_sha256_lf"":""D11B49498D33200FCC672695B34FC9AFEC03C6A3FEC26A8F464096EF7F118520"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U01-OTHER-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3586 / Korean U02","2339C7142CEF13C7BBF0699803830115A508B0C5514B2F984BB2CB0D4B42645D"
"1.2","NOE-P03-KO-U01-FOOTNOTE-001","NOE-P03","U01","footnote","1909 Salzburg lecture provenance","NOE-P03-KO-TITLE-001","1","[""source_fact"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3574","3574","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","E81CFF697F17C8A71E1191BC9F5714395413C414C4E4B70569CF61C7C84BA4F3","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U01_UNCHECKED.tex","057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB","{""unit_id"":""U01"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U01_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB"",""slice_sha256_lf"":""D11B49498D33200FCC672695B34FC9AFEC03C6A3FEC26A8F464096EF7F118520"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-TITLE-001""},{""relation"":""note_for"",""target_id"":""NOE-P03-KO-TITLE-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3586 / Korean U02","E41C6F58D49F98BA4BB7984B4DAD490579E6A3C80914B6F085D764B42CA2E463"
"1.2","NOE-P03-KO-U01-OTHER-002","NOE-P03","U01","other","Title inline-math occurrence group","NOE-P03-KO-TITLE-001","2","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3574","3574","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","E81CFF697F17C8A71E1191BC9F5714395413C414C4E4B70569CF61C7C84BA4F3","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U01_UNCHECKED.tex","057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB","{""unit_id"":""U01"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U01_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB"",""slice_sha256_lf"":""D11B49498D33200FCC672695B34FC9AFEC03C6A3FEC26A8F464096EF7F118520"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-TITLE-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3586 / Korean U02","AD61276CCF742819D3B24EE9AE9B2DA81C40353110B8BA1A5FA0A5FD0A2B3BEC"
"1.2","NOE-P03-KO-U01-FORMULA-001","NOE-P03","U01","formula","Inline math occurrence 1 on source line 3574 / target line 15","NOE-P03-KO-U01-OTHER-002","1","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3574","3574","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","E81CFF697F17C8A71E1191BC9F5714395413C414C4E4B70569CF61C7C84BA4F3","inline_math","1","$n$","BB28A9B83048A0F36A72A56394914040F7F0171B49534F6138053BDD68916943","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U01_UNCHECKED.tex","057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB","{""unit_id"":""U01"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U01_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB"",""slice_sha256_lf"":""D11B49498D33200FCC672695B34FC9AFEC03C6A3FEC26A8F464096EF7F118520"",""fragment_kind"":""inline_math"",""fragment_occurrence"":1,""fragment_text"":""$n$"",""fragment_sha256_utf8"":""BB28A9B83048A0F36A72A56394914040F7F0171B49534F6138053BDD68916943""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U01-OTHER-002""},{""relation"":""formula_in"",""target_id"":""NOE-P03-KO-U01-OTHER-002""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3586 / Korean U02","E9E5A94D267D861F7E704CB75C58CCC3AAAF482716C2E7BD392E73D44FAAE8B0"
"1.2","NOE-P03-KO-AUTHOR-001","NOE-P03","U01","author","Emmy Noether byline in Erlangen","NOE-P03-KO-U01-OTHER-001","2","[""source_fact"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3576","3576","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","2E45479D77BFF214A5F1103809775EE85F117104C83F24BF6FC00E932E70A1DF","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U01_UNCHECKED.tex","057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB","{""unit_id"":""U01"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U01_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""057D6EAECAAB02C4D19C6908276C11E32953748726BD36B628712AB5C5E78ECB"",""slice_sha256_lf"":""FD5E34B3A66D3F5447870C2D97C88318EAE7C2EFFBE6A53685D0A3E500381E73"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U01-OTHER-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3586 / Korean U02","DC4A90CA29C3D9DB47171FE6B82509A4F6554111BF361D122014A412AA41862D"
