"alignment_id","evidence_class","authority_role","unit_id","parent_id","source_tex_lines","original_printed_pages","physical_source_pdf_pages","recomposed_running_pages","target_locator","coverage_status","decision","status","confidence","adverse_delta","rejected_alternative","cross_references","continuation_cursor","revisit_condition","record_revision"
"SGA2-VIII-IV-II-NGT1-ALIGN-001","induction_opening","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-INDUCTION","SGA2-VIII-IV-II-NGT1","2856","95","83","75","opening paragraph","complete","Preserve n greater than one and induction for every n-prime below n","independently_sealed_pending_archive_custody","high","none","result acquired as literal calque","SGA2-VIII-IV-II-NGT1-POINTS","French line2874","source or logic review","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-002","point_choice","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-POINTS","SGA2-VIII-IV-II-NGT1","2856","95","83","75","opening paragraph and dimension display","complete","Preserve x in U; c of x one; x outside Ass F-sub-x; y in closure intersect Y; local dimension one","independently_sealed_pending_archive_custody","high","source says x follows y","literal x follows y","SGA2-VIII-IV-II-NGT1-BASECHANGE","French line2874","specialization terminology review","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-003","cross_reference_dependency","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-BASECHANGE","SGA2-VIII-IV-II-NGT1","2856","95","83","75","base-change paragraph","complete","Render diagram 2.7 as literal outbound dependency without unresolved TeX reference","independently_sealed_pending_archive_custody","high","diagram body belongs to preceding unit","unresolved Ref macro or duplicate diagram body","OUTBOUND:eq:VIII.2.7","French line2874","cumulative assembly","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-004","base_change_formula","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-BCISO","SGA2-VIII-IV-II-NGT1","2856-2858","95","83","75","first isomorphism display","complete","Preserve v-star; R-sup-p; i-star and i-prime-star; v-prime-star; p in Z; EGA III 1.4.15","independently_sealed_pending_archive_custody","high","none","drop primes or restrict p","SGA2-VIII-IV-II-NGT1-LOCALRED","French line2874","formula review","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-005","italic_local_reduction","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-LOCALRED","SGA2-VIII-IV-II-NGT1","2859","95","83","75","italic reduction paragraph","complete","Preserve italic reduction; local ring A; underlined prime ideal x; source plain x in dim A slash x","independently_sealed_pending_archive_custody","high","source notation switches underline state","silently normalize dim A slash underlined x","SGA2-VIII-IV-II-NGT1-TORSION","French line2874","source-owner resolution of plain x oddity","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-006","supported_subsheaf_decomposition","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-TORSION","SGA2-VIII-IV-II-NGT1","2859","95","83","75","F-prime and F-double-prime display","complete","Preserve underlined Gamma-sub-Y sheaf functor; F-prime; quotient F-double-prime","independently_sealed_pending_archive_custody","high","none","plain Gamma or omit quotient","SGA2-VIII-IV-II-NGT1-COHISO","French line2874","notation review","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-007","stalk_and_associated_point","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-TORSION","SGA2-VIII-IV-II-NGT1","2861","95","83","75","paragraph after decomposition","complete","Preserve F-sub-x isomorphic F-double-prime-sub-x and ordinary point y outside Ass F-double-prime","independently_sealed_pending_archive_custody","high","ordinary point notation differs from underlined ideal notation","underline point y in Ass statement","SGA2-VIII-IV-II-NGT1-COHISO","French line2874","symbol review","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-008","higher_direct_image_isomorphism","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-COHISO","SGA2-VIII-IV-II-NGT1","2861-2864","95","83","75","second isomorphism display","complete","Preserve F-prime restricted to U equals zero and all-p higher-direct-image isomorphism","independently_sealed_pending_archive_custody","high","none","drop all-p qualifier or prime marks","SGA2-VIII-IV-II-NGT1-ASS","French line2874","formula review","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-009","page_mapping","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-MARKER","SGA2-VIII-IV-II-NGT1","2864-2865","95-96","83-84","75-76","gray printed-page marker and authority box","complete","Distinguish physical break between lines2864 and2865 from source pageoriginale token inside line2865 after il existe","independently_sealed_pending_archive_custody","high","visual marker is moved to paragraph start for legibility","claim token occurs at physical boundary","SGA2-VIII-IV-II-NGT1-ASS","French line2874","locator review","1"
"SGA2-VIII-IV-II-NGT1-ALIGN-010","associated_prime_exclusion","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-IV-II-NGT1-ASS","SGA2-VIII-IV-II-NGT1","2865","96","84","76","printed-page-96 paragraph","complete","Preserve ordinary x and y in Ass statement; underlined ideals in only-primes statement","independently_sealed_pending_archive_custody","high","point and ideal typography intentionally differs","make every x and y underlined or plain","SGA2-VIII-IV-II-NGT1-REGULAR","French line2874","symbol review","1"
