"lane","drift_kind","file","size_bytes","last_write","sha256","path"
"noether-arabic-rtl-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ARABIC_RTL_CORPUS_TRANSLATION_SHA256_20260704.txt","489","2026-07-04T22:14:23","1341137DAF668DAC7F0EC48258B5529D3EAC1A94DB7E3EEEBF8FE7D128DCCA22","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_CORPUS_TRANSLATION_SHA256_20260704.txt"
"noether-arabic-rtl-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ARABIC_RTL_DURABLE_RUN_LOG_20260704.md","28867","2026-07-04T22:13:52","22E57786A9FF1603011D7C8DE57AA535BD9BE50EBA858E2A6339823A83A9E423","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_DURABLE_RUN_LOG_20260704.md"
"noether-arabic-rtl-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ARABIC_RTL_SOURCE_CANON_COORDINATION_RECHECK_20260704.md","7649","2026-07-04T22:13:52","AD88C24CC0BADE75D836F9C8FB5173511A13F9DBDEDB6DBF860B6FF3BCD6CA7F","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_COORDINATION_RECHECK_20260704.md"
"noether-arabic-rtl-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ARABIC_RTL_SOURCE_CANON_COORDINATION_RECHECK_MANIFEST_20260704.md","1669","2026-07-04T22:14:23","8666C0C2D60EEE1621733C3FA31557D99BF297DEE019D21123EDB4750B2FC727","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_COORDINATION_RECHECK_MANIFEST_20260704.md"
"noether-arabic-rtl-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ARABIC_RTL_SOURCE_CANON_COORDINATION_RECHECK_SHA256_20260704.txt","520","2026-07-04T22:14:36","A2811499626D987A1808F5A18F81078BD25EE4613A4E31CD9EF33491F4433E59","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_COORDINATION_RECHECK_SHA256_20260704.txt"
"noether-arabic-rtl-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_NORMALIZED_20260704.csv","26326","2026-07-04T22:09:36","C70D17AFC7CA804738EDD376A86E432AD26B9336810142EB8AA62D6143505A4B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_NORMALIZED_20260704.csv"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_20260704.csv","33703","2026-07-04T22:13:31","A3EF1BED169388548C803170B9D8BB2755A9DA089E5077FCB9BC8B3263F48C3D","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_20260704.csv"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_20260704.json","54409","2026-07-04T22:13:31","BF65A4661F0A445D7C86E56A90AE348074A182BFFC51C24D003C9048C7727A2E","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_20260704.json"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_20260704.md","9601","2026-07-04T22:13:32","D5AEE568186BABCB17195DE1912BFDBE187C1951558A3EE8EA1296CB9620E979","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_20260704.md"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_MANIFEST_20260704.json","1618","2026-07-04T22:13:32","E81C01A790166C5ED5DD96722977982467702F8E564731E0B380E4731D794528","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_MANIFEST_20260704.json"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_RUNLOG_ADDENDUM_20260704.md","892","2026-07-04T22:13:32","BCBDA6B90B2126BD0423540E81945DED6CA98F50F4DA3A9561A97F715B4903BE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_RUNLOG_ADDENDUM_20260704.md"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_SHA256SUMS_20260704.txt","591","2026-07-04T22:13:32","BE292908A59A87DA62D867731DF59EC5FBCFD3F8BE1D1A75D3A41A4D3C8591AA","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_CANON_FIELD_NORMALIZED_WITNESS_TABLE_SHA256SUMS_20260704.txt"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_20260704.csv","37435","2026-07-04T22:18:30","A8D253FF454B749B6A915FA164AE20C0F970415E62618A89B91891A69716BC82","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_20260704.csv"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_20260704.json","46244","2026-07-04T22:18:30","2DD74105577050E628FF4B83F1EF59781070DEC58CA6C70D7FBC4F4ECF423295","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_20260704.json"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_20260704.md","26298","2026-07-04T22:18:30","D11CCDC6E78BA77CAF31E650C7295FEBCC412F2D0E559469369C8B1B8141FBD5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_20260704.md"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_MANIFEST_20260704.json","2057","2026-07-04T22:18:31","A21833F93EDFD1A38C640DC92DF7393CF60E3FB0CFC4A2A59CA89AA3E6C26E41","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_MANIFEST_20260704.json"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_RUNLOG_ADDENDUM_20260704.md","641","2026-07-04T22:18:30","8D4B4B6113C27DA5C8DFAC6A56093D726B346576D63766B7719BA8D12E246E62","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_PROGRAM_SOURCE_CANON_CROSS_LANE_INVENTORY_RUNLOG_ADDENDUM_20260704.md"
