relative_path,language_bucket,source_use_label,body_status,source_title,source_url,bytes,sha256,extraction_quality,row_impact,boundary
fa_IR/fa_ir_modares_resultant_method_adjacent_article_8214.pdf,fa_IR,adjacent-source-body,adjacent_source_body_pdf,"Modares article 8214, Resultant Method adjacency",https://journals.modares.ac.ir/article_8214_8b048efecbe64fe76045e0109de0c2f1.pdf,1530533,45215CD2C412CA91A3D9FFA0D0AA770A44E700F5208618F68DC65B25A094BE94,literal source body / adjacent source body,Persian/Farsi adjacent resultant-method recovery pointer; not accepted term evidence,"fa_IR source only; does not authorize Dari, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
fa_IR/fa_ir_modares_resultant_method_adjacent_article_8214.pdftotext.txt,fa_IR,OCR-witness,pdftotext_sidecar,pdftotext extraction of Modares article 8214 resultant-method candidate,derived from https://journals.modares.ac.ir/article_8214_8b048efecbe64fe76045e0109de0c2f1.pdf,103922,928EDF9088E32EB7536CCE175534EF256BFE6C2DF783FBCF443A2F8AB93F68F6,literal source body / adjacent source body,Persian/Farsi adjacent resultant-method recovery pointer; not accepted term evidence,"fa_IR source only; does not authorize Dari, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF/prs_af_ecampus_algebra_momand.pdf,ps_AF,native-source-body,native_source_body_pdf,"Algebra, Dr. Abdullah Mohmand, Pashto PDF",https://ecampus-afghanistan.org/,7993810,5145F1EFA0AB4275AD3CBF03C0016A3362D5D7A6EDE3444FDE512719E813D8F4,literal source body / adjacent source body,Pashto/RTL-adjacent source shelf only; does not authorize Dari/Afghan Persian rows,"ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF/prs_af_ecampus_algebra_momand.pdftotext.txt,ps_AF,OCR-witness,pdftotext_searchable_sidecar,"pdftotext extraction of Algebra, Dr. Abdullah Mohmand, Pashto PDF",derived from Afghanistan eCampus Pashto Algebra PDF,526375,0D79E389F4F971FC809551C6CE8A16E8E69F3EC0F8DF01F65F35FCFD11B6C879,"searchable pdftotext sidecar, not source truth",Pashto/RTL-adjacent source shelf only; does not authorize Dari/Afghan Persian rows,"ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF/prs_af_ecampus_algebra_number_theory_i_niazman.pdf,ps_AF,native-source-body,native_source_body_pdf,"Algebra and Theory of Numbers I, Sultan Ahmad Niazman, Pashto PDF",https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-and-theory-of-Numbers-I-Sultan-Ahmad-Niazman.pdf,51627893,5B803104023A2D204B55B3F34B50154C6F9C89D01B56421D97BCEA6AB584C464,literal source body / adjacent source body,Pashto/RTL-adjacent source shelf only; does not authorize Dari/Afghan Persian rows,"ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF/prs_af_ecampus_algebra_number_theory_i_niazman.pdftotext.txt,ps_AF,OCR-witness,pdftotext_weak_extraction,"weak pdftotext extraction of Algebra and Theory of Numbers I, Pashto PDF",derived from https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-and-theory-of-Numbers-I-Sultan-Ahmad-Niazman.pdf,238,93BE24A40D556274FAAC6EA4390CEB366D5A6129440823436B65FBF4F55C06CF,weak extraction; PDF retained as source body,Pashto/RTL-adjacent source shelf only; does not authorize Dari/Afghan Persian rows,"ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF/prs_af_ecampus_algebra_number_theory_ii_niazman.pdf,ps_AF,native-source-body,native_source_body_pdf,"Algebra Theory of Numbers II, Sultan Ahmad Niazman, Pashto PDF",https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Theory-of-Numbers-II-Sultan-Ahmad-Niazman.pdf,31496596,F93C72624FE64D4CFFAC9EE3C3EABC94C92D4AFC2C9A080F5A84039A17A3C4ED,literal source body / adjacent source body,Pashto/RTL-adjacent source shelf only; does not authorize Dari/Afghan Persian rows,"ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF/prs_af_ecampus_algebra_number_theory_ii_niazman.pdftotext.txt,ps_AF,OCR-witness,pdftotext_weak_extraction,"weak pdftotext extraction of Algebra Theory of Numbers II, Pashto PDF",derived from https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Theory-of-Numbers-II-Sultan-Ahmad-Niazman.pdf,221,275B225A8E507BF37C254057CF4DFA3B6B5EC5A5BF97E225F56D65E18D280B68,weak extraction; PDF retained as source body,Pashto/RTL-adjacent source shelf only; does not authorize Dari/Afghan Persian rows,"ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF/prs_af_ecampus_mathematical_logic_niazman.pdf,ps_AF,native-source-body,native_source_body_pdf,"Mathematical Logic, Sultan Ahmad Niazman, Pashto PDF",https://ecampus-afghanistan.org/wp-content/uploads/2022/06/Mathematical-Logic-Sultan-Ahmad-Niazman.pdf,4597644,DA64B52A63847E55ADF56C2C39D9FC63B70EBC295BD5938F95203B0FFFFD5C42,literal source body / adjacent source body,Pashto/RTL-adjacent source shelf only; does not authorize Dari/Afghan Persian rows,"ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF/prs_af_ecampus_mathematical_logic_niazman.pdftotext.txt,ps_AF,OCR-witness,pdftotext_searchable_sidecar,"pdftotext extraction of Mathematical Logic, Sultan Ahmad Niazman, Pashto PDF",derived from https://ecampus-afghanistan.org/wp-content/uploads/2022/06/Mathematical-Logic-Sultan-Ahmad-Niazman.pdf,644033,23B6679821D712BB76351BF92CFD9DFF337BFD38912AF22065BB0F1CB9A5F251,"searchable pdftotext sidecar, not source truth",Pashto/RTL-adjacent source shelf only; does not authorize Dari/Afghan Persian rows,"ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
