"filename","deletions","changes","r6_relevance","additions","status"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ACTIVE_SESSION_STATE.md","0","15","other","15","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_AC6F4E_SIBLING_WAKE_DISPATCH_LOG.csv","0","5","other","5","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_AC6F4E_SIBLING_WAKE_DISPATCH_LOG.json","0","58","other","58","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_ADVERSE_DO_NOT_USE_APPLICATION_QUEUE_AC6F4E.csv","0","132","other","132","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_ADVERSE_DO_NOT_USE_APPLICATION_QUEUE_AC6F4E.json","0","1705","other","1705","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_BLOCKER_RECOVERY_ROWS_AC6F4E.csv","0","63","other","63","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_BLOCKER_RECOVERY_ROWS_AC6F4E.json","0","870","other","870","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_ENFORCEMENT_MAPPING_AC6F4E.csv","0","2","other","2","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_ENFORCEMENT_MAPPING_AC6F4E.json","0","17","other","17","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_FABLE_CATEGORY_APPLICATION_QUEUE_AC6F4E.csv","0","8","other","8","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_FABLE_CATEGORY_APPLICATION_QUEUE_AC6F4E.json","0","86","other","86","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_SOURCE_BACKED_INTERLINEAR_SCAFFOLD_QUEUE_AC6F4E.csv","0","555","other","555","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_SOURCE_BACKED_INTERLINEAR_SCAFFOLD_QUEUE_AC6F4E.json","0","16068","other","16068","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_SOURCE_USE_PROVENANCE_COUNTS_AC6F4E.csv","0","18","other","18","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_SOURCE_USE_PROVENANCE_COUNTS_AC6F4E.json","0","189","other","189","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/B3_UPLOADER_READY_SUMMARY_ARABIC_AC6F4E.md","0","16","other","16","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/BRANCH_AC6F4E_REMOTE_VERIFICATION_ARABIC.csv","0","2","other","2","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/BRANCH_AC6F4E_REMOTE_VERIFICATION_ARABIC.json","0","11","other","11","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/FINAL_VALIDATION.json","0","8","other","8","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/HEARTBEAT_20260706.md","0","9","other","9","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/MANIFEST.csv","0","24","other","24","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/PACKAGE_SUMMARY.csv","0","14","other","14","added"
