"lane","delta_status","source_path","source_relative_path","bytes","sha256","source_last_write_utc","package_action","base_frontier","frontier_package","frontier_sha256","frontier_bytes"
"noether-persianate-tajik-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_knu_ghori_linear_algebra_record_8809_viewer.html","source_canon_witness_cache_20260704\prs_af_knu_ghori_linear_algebra_record_8809_viewer.html","17241","631FFBAD8ECE45BCB10E3593831F0548D73F27AF97EC83D08A72BB624E3D4D3D","2026-07-05T11:26:22.6249280Z","omitted_raw_source_body","through package 570",,,
"noether-persianate-tajik-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_knu_opac_ghori_linear_algebra_record_2088.html","source_canon_witness_cache_20260704\prs_af_knu_opac_ghori_linear_algebra_record_2088.html","59592","BF92AE49DE4DF72B32DD5FA36C8D447DC5B9791B229FF724373A1E1E557B46B8","2026-07-05T11:26:07.2339206Z","omitted_raw_source_body","through package 570",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-001_KY-PDF-001_rus_tgk_120dpi_pages_20-60_ocr.txt","sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-001_KY-PDF-001_rus_tgk_120dpi_pages_20-60_ocr.txt","66751","6C85E45D665166DF4E360DA547124BEE9B998A65AA9A008A90E4F07F6C140D42","2026-07-05T11:56:50.8331028Z","omitted_raw_source_body","through package 570",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-001_KY-PDF-001_rus_tgk_120dpi_pages_20-60_page_hits.csv","sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-001_KY-PDF-001_rus_tgk_120dpi_pages_20-60_page_hits.csv","3322","E331A2D314ABCD08F22A20ACCE4699BCB0C5D95954934F3E36EAA3FBFF3DA61B","2026-07-05T11:56:50.8331028Z","omitted_raw_source_body","through package 570",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-003_KY-PDF-003_rus_tgk_120dpi_pages_1-30_ocr.txt","sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-003_KY-PDF-003_rus_tgk_120dpi_pages_1-30_ocr.txt","5081","731FF48F8DCCA2090D478A2C3D7130A329236CECBACE4DB5EC9DDC051AFFE063","2026-07-05T11:57:19.6510855Z","omitted_raw_source_body","through package 570",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-003_KY-PDF-003_rus_tgk_120dpi_pages_1-30_page_hits.csv","sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-003_KY-PDF-003_rus_tgk_120dpi_pages_1-30_page_hits.csv","303","B4AA035144BDE7B213E8E311DE1A54B279F7284F1A716CE13D4BBD3683424F51","2026-07-05T11:57:19.6510855Z","omitted_raw_source_body","through package 570",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-TIMEOUT-RESIDUAL_KY-PDF-001_p105_rus_tgk_ocr.txt","sources\kyrgyz_sparse_pdf_ocr_gate_20260705T1144\KY-OCR-050-TIMEOUT-RESIDUAL_KY-PDF-001_p105_rus_tgk_ocr.txt","2970","565C2FD6DFFFE0ED78F507146106232D88C7DD6A4CE15C46C25D21AC8C5B2843","2026-07-05T11:52:29.5190467Z","omitted_raw_source_body","through package 570",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\dsb_bibkat_kadotsnikowa_math_terminology_copy1_20260705.html","source_canon_witness_cache_20260704\dsb_bibkat_kadotsnikowa_math_terminology_copy1_20260705.html","30088","39CC34373E2216F7711B44A988DA0CF970A18F89075C37B3CC27690C1572A0A3","2026-07-05T11:38:02.7008840Z","omitted_raw_source_body","through package 570",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\dsb_bibkat_kadotsnikowa_math_terminology_copy2_20260705.html","source_canon_witness_cache_20260704\dsb_bibkat_kadotsnikowa_math_terminology_copy2_20260705.html","30097","80D624D7D8B3E7988AD0308DD6A18B7B097B4AC4C4A6B6FFBE1A6C293125083B","2026-07-05T11:38:03.0640798Z","omitted_raw_source_body","through package 570",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\hsb_bibkat_kuskec_math_terminology_medium_20260705.html","source_canon_witness_cache_20260704\hsb_bibkat_kuskec_math_terminology_medium_20260705.html","30577","00ED560157D4F8098101502B13967CE4EEDAC12E817E798D02179BE424633FB9","2026-07-05T11:38:03.3701283Z","omitted_raw_source_body","through package 570",,,
