"lane","file","size_bytes","last_write","sha256","path"
"noether-arabic-rtl-source-evidence-draft-lane","NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.csv","7005","2026-07-04T18:43:35","A07413989A6192AB2320CF614838F800E64C74D7EACDD9D2A98E99C732DCADE1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"noether-arabic-rtl-source-evidence-draft-lane","NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.json","15313","2026-07-04T18:43:35","D5B641F5D1B3C6F6EEA7D64D767B9DC54CE99C96576091C51F55676699F849DC","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.json"
"noether-arabic-rtl-source-evidence-draft-lane","NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.md","13012","2026-07-04T18:43:35","372461F707185FDDFB9B65904688EDE272BED9A02CB0BD6BE3C181135945F4D4","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.md"
"noether-arabic-rtl-source-evidence-draft-lane","NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_MANIFEST_20260704.md","1604","2026-07-04T18:43:35","C074203C6ECDBDB8DEDE11A5AE4C31969BB55C984306CB3398871AC2B421DC0D","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_MANIFEST_20260704.md"
"noether-arabic-rtl-source-evidence-draft-lane","NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_SHA256_20260704.txt","512","2026-07-04T18:43:53","D10AACEA184C169E79EEB1C25C4D0506ABCC23398CBBDA7CE79BE5885FFB6CE1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_SHA256_20260704.txt"
"noether-cjk-native-source-evidence","NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","6135","2026-07-04T19:10:58","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json"
"noether-cjk-native-source-evidence","NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.md","4764","2026-07-04T19:10:12","C3BA5EEBAEA004127139E795E8AAF6F5D57EF530593FD16E1D0595D0D7D8E916","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.md"
"noether-cjk-native-source-evidence","NOETHER_CJK_SOURCE_SUPPORT_COVERAGE_AND_BLOCKER_LEDGER_20260704.json","10113","2026-07-04T19:10:58","7F73695C4B201767F70406667E82DB990BE7CDA0DB9ABD09D045C9D70AFFEF88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_SUPPORT_COVERAGE_AND_BLOCKER_LEDGER_20260704.json"
"noether-cjk-native-source-evidence","NOETHER_CJK_SOURCE_SUPPORT_COVERAGE_AND_BLOCKER_LEDGER_20260704.md","14292","2026-07-04T19:10:12","04F1315CB76977090CDD846DF7F1F4CD6BED45F054F44158544E760C1C82DA58","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_SUPPORT_COVERAGE_AND_BLOCKER_LEDGER_20260704.md"
"noether-cjk-native-source-evidence","NOETHER_CJK_SOURCE_WITNESS_PROVENANCE_PROBE_20260704.json","27617","2026-07-04T19:04:52","F198CE06C267620B19937D74BDC1B6487CDE338D7A59F5E4CD8C07730F21DFE0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_SOURCE_WITNESS_PROVENANCE_PROBE_20260704.json"
