"root_name","manifest_path","issue","expected_bytes","actual_bytes","expected_sha256","actual_sha256"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","ACTIVE_SESSION_STATE.json","","1408","1408","c54a341f98c3208a85d60f6cf17288137b1e07a030c168f326ca6a7b60739cfd","C54A341F98C3208A85D60F6CF17288137B1E07A030C168F326CA6A7B60739CFD"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","HEARTBEAT_EXCERPT.md","","841","841","71affa329c05812683ee4e1e6bff3b00ff2e50d0d92dd431da48fa0ff7efc84f","71AFFA329C05812683EE4E1E6BFF3B00FF2E50D0D92DD431DA48FA0FF7EFC84F"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","LOGBOOK_EXCERPT.md","","841","841","71affa329c05812683ee4e1e6bff3b00ff2e50d0d92dd431da48fa0ff7efc84f","71AFFA329C05812683EE4E1E6BFF3B00FF2E50D0D92DD431DA48FA0FF7EFC84F"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","PACKAGE_VALIDATION_20260707.csv","","500","500","b36625422efae8516b9a4b0cdb25f46fa193ee1252c327a554e5c2dbfe1b0de2","B36625422EFAE8516B9A4B0CDB25F46FA193EE1252C327A554E5C2DBFE1B0DE2"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","R9_D9EA29B0_B3_HANDOFF_BOUNDARIES_20260707.csv","","1267","1267","0e213e948d6696f8a39f43b9245c39384f949c74d723647b5e2c6283760d78c6","0E213E948D6696F8A39F43B9245C39384F949C74D723647B5E2C6283760D78C6"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","R9_D9EA29B0_BRANCH_INSTRUCTION_READ_ROWS_20260707.csv","","4732","4732","f06d09c07ad86d36e3c8139d6ed20f0aba2b7438c932bce3f16118b0a0bd2622","F06D09C07AD86D36E3C8139D6ED20F0ABA2B7438C932BCE3F16118B0A0BD2622"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","R9_D9EA29B0_BRANCH_ROUTE_ROWS_20260707.csv","","904","904","31e13d7c71712146f10c72134665563af259d05daf8458b58d12cb6d45827741","31E13D7C71712146F10C72134665563AF259D05DAF8458B58D12CB6D45827741"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","R9_D9EA29B0_BRANCH_VISIBLE_PATH_ROWS_20260707.csv","","94216","94216","9c09a02cf4d475b40775e408c7bbe153e0f81f364230eaf2e086ef21f2edbef1","9C09A02CF4D475B40775E408C7BBE153E0F81F364230EAF2E086EF21F2EDBEF1"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","R9_D9EA29B0_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","","2784","2784","2b62b59859c033e8bc4790772139aa81eebd24f3160de7308bb3a39eb270d629","2B62B59859C033E8BC4790772139AA81EEBD24F3160DE7308BB3A39EB270D629"
"R9_D9EA29B0_FRONTIER_CORRECTION_RECOVERY_20260707","R9_D9EA29B0_R9_SOURCE_RETURN_CARRYFORWARD_ROWS_20260707.csv","","6671","6671","28b5d91f5191115a31f3e09fa7e56ab5246e9cb80a72b55f64362e2dad6f29bf","28B5D91F5191115A31F3E09FA7E56AB5246E9CB80A72B55F64362E2DAD6F29BF"
