thread_id,lane,before_status,after_status,dispatch_action,branch_head,required_artifacts,claim_boundary
019f2b1b-b71d-7a13-8daa-f60f930faf65,R9 Africa/Horn/West,idle/unread,active/unread,sent,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b1b-76eb-76b2-9994-605163fe315b,R7 Malay/SEA/Pacific,notLoaded/unread,active/unread,sent,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b1c-0b86-7ef0-a2c0-54ba67a9ef0e,R2 Pan-Turkic,idle/unread,active/unread,sent,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b1b-e4a7-7911-a401-1f277bf7368a,R6 Indigenous/Creole/Sign,idle/unread,active/unread,sent,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b1b-09a8-7861-aa25-c87b6d5adf16,CJK native/source,idle/unread,active/unread,sent,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b3c-ba4c-7a20-adf3-b273a8b12f4c,CJK draft/source,idle/unread,active/unread,sent,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b1c-6412-7630-a8d7-11bd75a54bb9,OLP support,idle/unread,active/unread,sent,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b1a-e5f6-7603-95c8-138242581298,Interlanguage/Fable authority,idle/unread,active/unread,sent,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b3d-6628-7243-ba7a-429e022f974b,Persianate/Tajik,active/unread,active/unread,no-duplicate-current-request-source-thread,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
019f2b3d-0b6a-79f3-8cf4-4ab1d84ffc0d,Arabic RTL,active/unread,active/unread,no-duplicate-active,8be81510d284b9804706e426a312f1649f39d080,source witness/recovery records; source-use/adverse/Fable ledgers; source-gated draft/noncanonical pretranslation/interlinear rows where permitted; blockers; MANIFEST/SHA256/README/logbook/heartbeat; B3 summary,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
