"row_id","timestamp_local","lane","evidence_action","source_title_or_probe","source_type","evidence_tier","topic_language_tags","page_id_or_revision","source_url","source_locator_or_archive_url","local_path","byte_count","sha256_or_hash_signal","license_access_signal","rtl_script_or_rendering_notes","source_package_status","gap_or_blocker_note","non_claim_boundary","status"
"AR-WB-20260705-001","2026-07-05T03:10:00+02:00","Arabic RTL","source_package_probe","GitHub Arabic TeX/source-package continuation probe before Wikibooks fallback","github_code_search_metadata","negative_source_archive_evidence","Arabic;TeX;LaTeX;source package;module;group;field;linear algebra;homomorphism","mixed; zero target hits; one HTTP 403","gh search code queries for حلقية, بناء حلقي, زمرة أبيلية, حقل محدود, جبر مجرد, بنية جبرية, تحويل خطي, فضاءات متجهية, حلقة تبادلية, تشاكل جبري","","none","0","none","GitHub API/code-search metadata only; no source body fetched.","No RTL artifact; Arabic phrases used as search keys only.","no_source_package_admitted","No Arabic mathematical TeX/source-package witness was admitted; final تشاكل جبري query hit HTTP 403 rate/access blocker.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","active_gap_evidence"
"AR-WB-20260705-002","2026-07-05T03:10:00+02:00","Arabic RTL","new_raw_text_witness","Arabic Wikibooks: جبر","wikibooks_raw_wikitext","fallback_source_text_witness","Arabic;algebra;book shelf;linear algebra;abstract algebra","pageid=1978; oldid=217433","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1","https://ar.wikibooks.org/w/index.php?title=%D8%AC%D8%A8%D8%B1&oldid=217433&action=raw","sources/non_slavic_reference_corpus/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_oldid_217433.wiki.txt","2158","9C0EE62A2F9F4491469EAF86AAA8B083F3716E46DD8FBE5F6F2B0325E8046E8A","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic RTL wikitext book-index style; source-text provenance only, not layout QA.","raw_text_fallback_not_tex_package","Adds Arabic Wikibooks algebra shelf provenance; not specialist authority.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","active_raw_text_witness"
"AR-WB-20260705-003","2026-07-05T03:10:00+02:00","Arabic RTL","new_raw_text_witness","Arabic Wikibooks: جبر/جبر تجريدي","wikibooks_raw_wikitext","fallback_source_text_witness","Arabic;abstract algebra;groups;rings;fields;algebra structures","pageid=1877; oldid=214163","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AA%D8%AC%D8%B1%D9%8A%D8%AF%D9%8A","https://ar.wikibooks.org/w/index.php?title=%D8%AC%D8%A8%D8%B1%2F%D8%AC%D8%A8%D8%B1%20%D8%AA%D8%AC%D8%B1%D9%8A%D8%AF%D9%8A&oldid=214163&action=raw","sources/non_slavic_reference_corpus/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_تجريدي_oldid_214163.wiki.txt","2732","65B881E25F0E82C83F791883D77F5880615E15EF8C213282D2B181D0603E9DBC","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic RTL wikitext; source-text provenance only.","raw_text_fallback_not_tex_package","Adds Arabic Wikibooks abstract-algebra provenance; not term approval.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","active_raw_text_witness"
"AR-WB-20260705-004","2026-07-05T03:10:00+02:00","Arabic RTL","new_raw_text_witness_with_caution","Arabic Wikibooks: جبر/جبر تجريدي/حلقات","wikibooks_raw_wikitext","fallback_source_text_witness_cautioned","Arabic;rings;abstract algebra;stub page","pageid=2769; oldid=214164","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AA%D8%AC%D8%B1%D9%8A%D8%AF%D9%8A/%D8%AD%D9%84%D9%82%D8%A7%D8%AA","https://ar.wikibooks.org/w/index.php?title=%D8%AC%D8%A8%D8%B1%2F%D8%AC%D8%A8%D8%B1%20%D8%AA%D8%AC%D8%B1%D9%8A%D8%AF%D9%8A%2F%D8%AD%D9%84%D9%82%D8%A7%D8%AA&oldid=214164&action=raw","sources/non_slavic_reference_corpus/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_تجريدي_حلقات_oldid_214164.wiki.txt","373","2DE49F2E7947596748849E6FD1AFECAD26A436B6CBA8F642B55B8D669D5E12CC","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic RTL wikitext stub; provenance only.","raw_text_fallback_not_tex_package","Very short ring page; use only as weak fallback locator, not source authority for terms.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","active_raw_text_witness_cautioned"
"AR-WB-20260705-005","2026-07-05T03:10:00+02:00","Arabic RTL","new_raw_text_witness","Arabic Wikibooks: جبر/جبر خطي","wikibooks_raw_wikitext","fallback_source_text_witness","Arabic;linear algebra;book shelf","pageid=1822; oldid=224129","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A","https://ar.wikibooks.org/w/index.php?title=%D8%AC%D8%A8%D8%B1%2F%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%D9%8A&oldid=224129&action=raw","sources/non_slavic_reference_corpus/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_oldid_224129.wiki.txt","442","DE953F95C0C6D8A2ED892D2D1F0999A61BD452F31511B2A27AB862CFC8D8092C","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic RTL wikitext book-index page; provenance only.","raw_text_fallback_not_tex_package","Adds Arabic Wikibooks linear-algebra shelf provenance; not a source package.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","active_raw_text_witness"
"AR-WB-20260705-006","2026-07-05T03:10:00+02:00","Arabic RTL","new_raw_text_witness","Arabic Wikibooks: جبر/جبر خطي/فضاءات شعاعية","wikibooks_raw_wikitext","fallback_source_text_witness","Arabic;linear algebra;vector spaces;فضاءات شعاعية","pageid=2159; oldid=97875","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D9%81%D8%B6%D8%A7%D8%A1%D8%A7%D8%AA_%D8%B4%D8%B9%D8%A7%D8%B9%D9%8A%D8%A9","https://ar.wikibooks.org/w/index.php?title=%D8%AC%D8%A8%D8%B1%2F%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%D9%8A%2F%D9%81%D8%B6%D8%A7%D8%A1%D8%A7%D8%AA%20%D8%B4%D8%B9%D8%A7%D8%B9%D9%8A%D8%A9&oldid=97875&action=raw","sources/non_slavic_reference_corpus/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_فضاءات_شعاعية_oldid_97875.wiki.txt","737","E4BBD32F0E8122CC11841F4BBB9966E1093D7DEC96FBFAA8D768105A5744C542","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic RTL wikitext; provenance only.","raw_text_fallback_not_tex_package","Adds vector-space/linear-algebra fallback source text; not TeX/source package.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","active_raw_text_witness"
"AR-WB-20260705-007","2026-07-05T03:10:00+02:00","Arabic RTL","existing_raw_text_revalidation","Arabic Wikibooks: جبر/جبر خطي/جملة المعادلات الخطية","wikibooks_raw_wikitext","existing_fallback_source_text_revalidated","Arabic;linear algebra;linear systems;equations","pageid=1829; oldid=210610","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%AC%D9%85%D9%84%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%84%D8%A7%D8%AA_%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A9","https://ar.wikibooks.org/w/index.php?title=%D8%AC%D8%A8%D8%B1%2F%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%D9%8A%2F%D8%AC%D9%85%D9%84%D8%A9%20%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%84%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A9&oldid=210610&action=raw","sources/non_slavic_reference_corpus/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_جملة_المعادلات_الخطية_oldid_210610.wiki.txt","3696","1C42729D36326EAAE4F8C528D26B9777D61A0DCD87840FFB6CEB295BA4FD72DC","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic RTL wikitext; provenance only.","raw_text_fallback_not_tex_package","Revalidates existing linear-system raw-text witness.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","revalidated_existing_witness"
"AR-WB-20260705-008","2026-07-05T03:10:00+02:00","Arabic RTL","existing_raw_text_revalidation","Arabic Wikibooks: جبر/جبر خطي/المصفوفات","wikibooks_raw_wikitext","existing_fallback_source_text_revalidated","Arabic;linear algebra;matrices","pageid=1851; oldid=97873","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D8%A7%D8%AA","https://ar.wikibooks.org/w/index.php?title=%D8%AC%D8%A8%D8%B1%2F%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%D9%8A%2F%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D8%A7%D8%AA&oldid=97873&action=raw","sources/non_slavic_reference_corpus/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_المصفوفات_oldid_97873.wiki.txt","3060","F1FADB95A074728BF7B5C6A03468EEFD63BA000BE75A9BE4302B2CD3479FC87E","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic RTL wikitext; provenance only.","raw_text_fallback_not_tex_package","Revalidates existing matrix raw-text witness.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","revalidated_existing_witness"
"AR-WB-20260705-009","2026-07-05T03:10:00+02:00","Arabic RTL","gap_refresh","Arabic Wikibooks group/field/module specialist pages","gap_row","open_gap","Arabic;Wikibooks;groups;fields;modules;source text","search results only","Arabic Wikibooks search for زمرة, حقل, فضاء متجهي, نظام معادلات خطية, تحويل خطي, محددات, قيم ذاتية","","none","0","none","No additional dedicated Arabic Wikibooks group/field/module pages admitted in this pass.","No rendering artifact; gap row only.","gap_open","Wikibooks adds algebra/linear-algebra fallback rows, but no dedicated group/field/module specialist Wikibooks source authority beyond abstract-algebra and vector-space pages.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","open_gap"
"AR-WB-20260705-010","2026-07-05T03:10:00+02:00","Arabic RTL","gap_refresh","Direct Arabic source-package and specialist authority gaps after Wikibooks pass","gap_row","open_gap","Arabic;TeX;LaTeX;arXiv;e-print;source archive;invariant theory;Artinian;ring homomorphism;isomorphism","current heartbeat and prior R3/Arabic probes","","none","0","none","No new direct source package, invariant-theory authority, Artinian source, or ring-homomorphism/isomorphism authority located in this pass.","No rendering artifact; gap row only.","gap_open","Wikibooks raw text strengthens fallback provenance but does not close direct Arabic TeX/source-package, invariant-theory, Artinian, or ring-homomorphism/isomorphism specialist gaps.","Draft source-canon/provenance only; no translation, term approval, native review, canonical approval, license clearance, gate promotion, reviewer-packet population, package claim, or Git push.","open_gap"
