"artifact","bytes","sha256","last_write_time_local"
"NOETHER_INTERSLAVIC_LEGIBILITY_LEDGER_20260704.csv","3151","CC69BE0AE2E7BD2B7180A3BB081BD7C944DA2B96777E21B5EFF14608854F7010","2026-07-04T05:46:11.4910180+02:00"
"NOETHER_INTERSLAVIC_LIMITED_SUPPORT_REVIEW_MICROPACKETS_20260704.csv","1413","17566B705C716F47476E97B6AC187A6D982D0B2BFAD29806B4CE5FFE54229BDD","2026-07-04T06:09:08.2919669+02:00"
"NOETHER_INTERSLAVIC_LIMITED_SUPPORT_REVIEW_MICROPACKETS_20260704.md","9813","A09F9CE74EBAD453E3D40A222743D53102643004C29B0D30FD09AC9847FB5F90","2026-07-04T06:09:08.2919669+02:00"
"NOETHER_SLAVIC_ARXIV_TEX_SOURCE_SHELF_20260704.csv","3967","7652C7A6A96B0833A4E5EC3CB6AA0761A73BEDA2989630282607CCE54771B16C","2026-07-04T06:10:05.7830653+02:00"
"NOETHER_SLAVIC_BASELINE_GAP_CLOSURE_REGISTER_20260704.csv","11386","8D5767420B89AD12BE8250F915319653B7091A4D79447CEA24D3C0A511C6612E","2026-07-04T07:40:20.7916834+02:00"
"NOETHER_SLAVIC_BASELINE_WATCHER_20260704.ps1","44079","F70F5E6323D4A684F7F41AB4EB718540BB1BCBE75D92862FBFA17D9ED515AA4C","2026-07-04T07:37:59.4235881+02:00"
"NOETHER_SLAVIC_BROAD_REFERENCE_REGISTER_20260704.csv","7750","54E78E366E5352084C71BF2A0F1005B915051D0A13F19A8A2E8B7B78FC61A8FA","2026-07-04T05:46:11.4890134+02:00"
"NOETHER_SLAVIC_CANONICAL_BASELINE_ALL_OF_THAT_DONE_20260704.md","13444","7D9C8560585F2A8AB3ECC637DD1759A4EFF2DE6A2F61666BF7F43A8D9C1ECD3B","2026-07-04T05:46:11.4870103+02:00"
"NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T061724.csv","1889","E113A96EFDA74EE2B2DBDC35A752B106D04A2793457C2A838CF8577E9E19C49F","2026-07-04T06:18:48.0830681+02:00"
"NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T062926.csv","2704","8035E0D2F7D801DA21F79CECCD026FCF22A499DFDCBFF09EA6503D9D08DE7144","2026-07-04T06:31:36.1301892+02:00"
