"lane","delta_status","source_relative_path","package_relative_path","bytes","sha256","source_last_write_utc","frontier_package","frontier_sha256","frontier_bytes"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_CORPUS_TRANSLATION_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_CORPUS_TRANSLATION_SHA256_20260704.txt","489","09EB68C337F7383B4A00D013A02BCBE5CC696C122BA341031741C424C2EF6AB2","2026-07-05T01:56:28.2464609Z","378","4380B011E7114C67E2DEF693AAFB0C4A005728CF47D7B2EEE364BDE2FFF018E4","489"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_DURABLE_RUN_LOG_20260704.md","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_DURABLE_RUN_LOG_20260704.md","65498","A9537AF0CCF0D546E08FA2B16C46678964A0EBA712E013A0D2B1A78E3C8DB48B","2026-07-05T01:55:20.0265647Z","378","54A42317904565C98DA17F00747FD5BBD280FA1C2107441A6BC7F3073848869D","62772"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_GITHUB_SOURCE_ARCHIVE_PROBE_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_GITHUB_SOURCE_ARCHIVE_PROBE_SHA256_20260704.txt","364","A26B519F4D97F601CBE6BDA7E0DB986F9D255D72690EC4F7FB63FEAAD7BA8C64","2026-07-05T01:56:28.2464609Z","378","A62A2A252B5A41E4E094140BCA5AB1FC20EFFCE524B3DD60F7097099240D8CF5","364"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_SHA256_20260705.txt","2057","50CA6320510B0F86F38680CD44576041C5B7CDF65D573C3E0749FFDF07A51CAD","2026-07-05T01:56:28.2522170Z","378","FDEF807303BA4830FA073DC6E2E2248552AED036F677B3BF69FBDD0C422A1D2C","2057"
"noether-arabic-rtl-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_OFFICIAL_PDF_SOURCE_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_OFFICIAL_PDF_SOURCE_PROBE_SHA256_20260705.txt","1756","679F850F0EC0EDE507B1F7B474A557AFE99CB1DE51DE0CCCF9A142B01191EC36","2026-07-05T01:56:28.2680091Z",,,
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_R3_CROSS_LANE_SYNC_INTAKE_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_R3_CROSS_LANE_SYNC_INTAKE_SHA256_20260704.txt","360","833F2C0AE787F0747BF2A18ABEC25753E58182A1401356722287DF84DC2688D8","2026-07-05T01:56:28.2542235Z","378","E5BBF96A0C81BBA10BD1C08636DBFD436DD7150B291BF137CDF055897EF366D9","360"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_R3_CURRENT_POINTER_REFRESH_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_R3_CURRENT_POINTER_REFRESH_SHA256_20260704.txt","362","CEF61D3C54E4CA2DC1464FFE06CF70D47BF30981C35604DC4DF2C04CC325162F","2026-07-05T01:56:28.2542235Z","378","130EED4242E765A077209D6E423829E6BE814DCC800700562213305033E7168C","362"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_R3_GAP_REFRESH_INTAKE_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_R3_GAP_REFRESH_INTAKE_SHA256_20260704.txt","352","CF49D325544289BA8315B10DEF1B0A3A0C90BBE59070D8AFF1BE2AF296429296","2026-07-05T01:56:28.2562289Z","378","3C57D762090B9EA664223F52EF94220BC10A9F110C30E579502CA384FD4A3FCF","352"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_R3_GITHUB_ARCHIVE_PROBE_INTAKE_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_R3_GITHUB_ARCHIVE_PROBE_INTAKE_SHA256_20260704.txt","370","FF08D544D24859425DB3E25CF77D2CA217B2F0D37D0921E40379F4A288D668F2","2026-07-05T01:56:28.2582359Z","378","1325859D2B7591F4EFB9434F42EA397D25D416F65A22439C4996C7682A57D8C0","370"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_R3_POLICY_PAYLOAD_SYNC_INTAKE_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_R3_POLICY_PAYLOAD_SYNC_INTAKE_SHA256_20260704.txt","368","E2C93EA448835BDE5BC510D3BF1E25BE069515FC67F880344287FAAD3A1A4E18","2026-07-05T01:56:28.2582359Z","378","F400A8A2C654F04B44DD3A2E7167F1C8CE5FB24000D1A8453372C8ECCF499215","368"
