"branch_head","claim","value","evidence_basis"
"0bf2ae1d4de8896273014591df92043aa25f62a5","mapping","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","translation","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","approval","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","native_review","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","accepted_terminology","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","license_clearance","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","gate_promotion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","source_certification","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","final_status","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","bridge_pilot","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"0bf2ae1d4de8896273014591df92043aa25f62a5","translation_completion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
