"package_relative_path","workspace_relative_path","bytes","sha256","source_use_label","generated_at_utc"
"b3/B3_ROUTE.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/b3/B3_ROUTE.csv","773","e2f375c41ee4483cfcef856df849e1ee0882d1dbe5efcb954010a33e722a5139","package support file","2026-07-06T07:30:22Z"
"blockers/R6_212DF_ACTIVE_RECOVERY_BLOCKERS.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/blockers/R6_212DF_ACTIVE_RECOVERY_BLOCKERS.csv","20663","d76b17041b5a13c74184451f8fb62914247935fcbca4aa0d06097dbf0271da95","source/reviewer/ethics blocker ledger","2026-07-06T07:30:22Z"
"branch-visible-inputs/COMPARE_C7FB_TO_212DF_FILE_INDEX.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/branch-visible-inputs/COMPARE_C7FB_TO_212DF_FILE_INDEX.csv","29829","0d7fb8760e449fd57bef0f5c4e9f84cc6befb37f8fad72845f942c74afb0078d","branch-visible provenance input","2026-07-06T07:30:22Z"
"branch-visible-inputs/R6_212DF_BRANCH_VISIBLE_INPUT_ROWS.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/branch-visible-inputs/R6_212DF_BRANCH_VISIBLE_INPUT_ROWS.csv","16117","67f5d3c896fe8635722367868645eeffab398046f962234fcbad9cc843f701b9","branch-visible provenance input","2026-07-06T07:30:22Z"
"draft-support/R6_212DF_SOURCE_GATED_DRAFT_PRETRANSLATION_CARRY_FORWARD.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/draft-support/R6_212DF_SOURCE_GATED_DRAFT_PRETRANSLATION_CARRY_FORWARD.csv","4211","aa0cae0f218c37ac33aaff7c8df4978bcf2c02aa307047e1cbbcfb3d12cc281a","generated-draft/noncanonical carry-forward boundary","2026-07-06T07:30:22Z"
"fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","11393","479a265340384cdf5fab46789bbbd08034d37b93c59cc4a6eac765613c92d5ae","Fable/source-use/adverse evidence ledger","2026-07-06T07:30:22Z"
"ledgers/R6_212DF_PACKET_COUNTS.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/ledgers/R6_212DF_PACKET_COUNTS.csv","986","5f1b448725ffda2a00ea77fbcc0578c65459b5f7db761e218d34c296a653a126","package support file","2026-07-06T07:30:22Z"
"ledgers/R6_212DF_REVIEWER_ETHICS_AUTHORITY_BOUNDARY_LEDGER.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/ledgers/R6_212DF_REVIEWER_ETHICS_AUTHORITY_BOUNDARY_LEDGER.csv","3683","412441ce62a23c65288f5e6ad19fe1f469bb42716d54d544a65d2ddd1e33c666","package support file","2026-07-06T07:30:22Z"
"logs/LOGBOOK_EXCERPT_20260706.md","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","2819","c65ed2b65670ea8dc1a0d332b7f00b0d73436814e5190a16223f34b3271afe78","package support file","2026-07-06T07:30:22Z"
"source-witness-index/R6_212DF_SOURCE_WITNESS_RECOVERY_ROWS.csv","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_212DF_SOURCE_WITNESS_RECOVERY_ROWS.csv","60087","3215ddd500151a33e17461374b43e3d2e782e07493ee6d1601e7a3bf73464d28","source witness/recovery index","2026-07-06T07:30:22Z"
