check_id,source_artifact,source_record_id,relation,target_id,target_artifact,status,caveat
SGA2-VIII-PUB-REF-0001,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-BOUNDARY-IN@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0002,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C01@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0003,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C02@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0004,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C03@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0005,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C04@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0006,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C05@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0007,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C06@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0008,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C07@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0009,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C08@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0010,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C09@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0011,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C10@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0012,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C11@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0013,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C12@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0014,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C13@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0015,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C14@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0016,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C15@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0017,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C16@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0018,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C17@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
SGA2-VIII-PUB-REF-0019,ledgers/STRUCTURAL_INDEX.jsonl,SGA2-VIII-CUM-PUBLIC-CHECKPOINT@1,parent_child_reciprocal,SGA2-VIII-CUM-C18@1,ledgers/STRUCTURAL_INDEX.jsonl,pass,
