choice_id,component_id,scope,source_term_or_issue,reader_choice,status,rationale,rejected_alternative,unit_terminology_ledger_safe_locator,unit_terminology_ledger_bytes,unit_terminology_ledger_sha256,revisit_condition
SGA2-VIII-CUM-C01-TERM-INHERIT@1,SGA2-VIII-CUM-C01,"Exposé opening, Section 1, and Proposition 1.1","bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P11S/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,4296,02459974AECADD20B8507C17ACF3B9C3B37C7ED18ECFDCFD82C424C3A8ADE550,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C02-TERM-INHERIT@1,SGA2-VIII-CUM-C02,Proposition 1.1 consequences and functor setup,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P11C/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,5715,12241F722E71FE6C93E5AD446E2521BA25D91279C98C7239CF11119E09676DEA,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C03-TERM-INHERIT@1,SGA2-VIII-CUM-C03,Lemma 1.2 statement,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-L12S/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,5097,83577F15550FCE5CF6D36B0CBD89EE37E2F58C10678EE849DABB05635A939930,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C04-TERM-INHERIT@1,SGA2-VIII-CUM-C04,Lemma 1.2 proof opening and Definition 1.3,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-L12PD13/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,5563,9CD8CF23A387A77A79AF9B5882952EE1F15EACD81B904EB4FBCC6D8B35ACD9D9,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C05-TERM-INHERIT@1,SGA2-VIII-CUM-C05,Proposition 1.4 statement,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P14S/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,5161,0A5F02C1200563734BEA0D5887505F701583594C3FD829B70D293372A3F43235,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C06-TERM-INHERIT@1,SGA2-VIII-CUM-C06,Proposition 1.4 proof comment and notation,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P14N/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,6089,D3A0E20447B9C9DBE1E9E8E4299EB04B74020E5A153D0F3D24DDC86FDBA7F9D2,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C07-TERM-INHERIT@1,SGA2-VIII-CUM-C07,Bicomplex setup and equations (1.2)-(1.4),"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-Q12/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,8724,049B30889E959443596574379F36225B1ECBB526D199754DB81021CCEA4DF759,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C08-TERM-INHERIT@1,SGA2-VIII-CUM-C08,First spectral sequence and abutment,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-Q15A/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,8102,73691C4823176C840B658D90844F48FBA4073E7EEDFEC9B01128E7F931917C8D,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C09-TERM-INHERIT@1,SGA2-VIII-CUM-C09,Initial term and proof close,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-L12C/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,5977,534AAD23C56905F85F62B82059B214110E1B3D8A2D05C9D94E00B4E7178A033C,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C10-TERM-INHERIT@1,SGA2-VIII-CUM-C10,Theorem 2.1 statement,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-T21/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,4889,BE006C34E1F0C42E35066CAEAA5D1C66D08712683DC34FA370941D90E5FE8348,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C11-TERM-INHERIT@1,SGA2-VIII-CUM-C11,Corollary 2.2 statement,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-C22/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,6823,42083E2051217F6DAB1700E607E143F77C37A124E3A166704211643DB1B64183,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C12-TERM-INHERIT@1,SGA2-VIII-CUM-C12,Corollary 2.3 statement,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-C23/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,6067,666F196311618BF3A672019EC9000BD46143BC9233ADCD069621ED53D553616C,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C13-TERM-INHERIT@1,SGA2-VIII-CUM-C13,Corollary 2.3 proof and open-cover comparison,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-C23-POC/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,9685,7626DDC4937E3D63C2C7969B1BC7415ADC7F0A60C7F433143069EA8F79B9E875,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C14-TERM-INHERIT@1,SGA2-VIII-CUM-C14,Lemma 2.4 reduction and statement,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-L24/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,9145,772B702B6B4FE4F53103B586DBFFD91884AC408CBCAE8AE6BB9393893AB569AE,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C15-TERM-INHERIT@1,SGA2-VIII-CUM-C15,Lemma 2.4 proof by upper semicontinuity,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-L24P/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,9646,68BE4888B4A370BEF03DB06DEC5762C5C1A2B984E555F61C36D71E425B416976,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C16-TERM-INHERIT@1,SGA2-VIII-CUM-C16,Main-proof strategy and local-duality setup,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P2-SETUP/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,4338,9E73BBF10AD7C013E0AFD966DD28D8D0FFA715F34332A96E07E808CC6A54193A,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C17-TERM-INHERIT@1,SGA2-VIII-CUM-C17,First equivalence step and Lemma 2.5,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-EQ1-L25/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,4548,DDE6C4CDE53E05A749C673760A7F07C53FF4C80429070A99F6C9B5B04EE14C09,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C18-TERM-INHERIT@1,SGA2-VIII-CUM-C18,Second step: d implies b,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-D2B/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,5138,A2D3018F2687B7B3AFC1FA5E781BD51361AFDC5D78D8FDAA2E2F887C7B6F887C,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C19-TERM-INHERIT@1,SGA2-VIII-CUM-C19,Third step: iii equivalent to iv,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-III-IV/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,5177,8C1E7515E8001E7FC77BB7F2EC5E8095C5D186F8733B6E88170C11D51ABBD975,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C20-TERM-INHERIT@1,SGA2-VIII-CUM-C20,"Fourth step: iv implies ii, induction n=0","bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-IV-II-N0/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,3361,10333BD94DAE5DDC6D6AAE0D0EF7B2BAAF9C4CFCFB0D8DD4FD5E48FAC893A817,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C21-TERM-INHERIT@1,SGA2-VIII-CUM-C21,"Fourth step: iv implies ii, induction n=1","bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-IV-II-N1/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,6091,3BFF0F07A4431741C51C829116DBCF8BB6FB32BB9FB3473D3C7C7AE031409C8E,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C22-TERM-INHERIT@1,SGA2-VIII-CUM-C22,"Fourth step: iv implies ii, induction n>1","bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-IV-II-NGT1/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,8679,05C87449DA5B25DF9E209C820445E5158063756E66CB47BDD6D94B94CA09F7B1,documented authority correction or new source evidence or documented editorial adjudication
